"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.16","0.76","0.32","0.41","0.16","0.35",,"0.31"
"Abara","0.3","0.7","0.54","0.57","0.3","0.51",,"0.69"
"Abarwuha","0.51","0.73","0.14","0.11","0.51","0.16",,"0.12"
"Abaselima","0.22","0.7","0.54","0.51","0.22","0.38",,"0.69"
"Abina","0.22","0.76","0.43","0.59","0.22","0.38",,"0.31"
"AbrahaAtsbaha","0.7","0.89","0.59","0.3","0.7","0.84",,"0.16"
"Abrekuy","0.38","0.84","0.46","0.59","0.38","0.84",,"0.69"
"AdekeAla","0.62","0.73","0.46","0.27","0.62","0.27",,"0.16"
"Adekiney","0.86","0.76","0.65","0.38","0.86","0.41",,"0.19"
"AderSeg","0.16","0.76","0.35","0.43","0.16","0.27",,"0.31"
"Adibearj","0.22","0.3","0.16","0.03","0.22","0.57",,"0.19"
"AdiHa","0.54","0.73","0.43","0.16","0.54","0.65",,"0.22"
"AdiKisandid","0.97","0.89","0.73","0.38","0.97","0.78",,"0.16"
"Adisalem","0.49","0.7","0.62","0.76","0.49","0.73",,"0.47"
"AdisAlemS","0.62","0.73","0.41","0.22","0.62","0.3",,"0.16"
"AdisAlemW","0.81","0.81","0.54","0.43","0.81","0.78",,"0.19"
"Adiselam","0.22","0.35","0.11","0.08","0.22","0.3",,"0.19"
"Adishimbirkti","0.57","0.38","0.68","0.43","0.57","0.19",,"0.31"
"AdisKigni","0.95","0.84","0.89","0.65","0.95","0.24",,"0.31"
"Adiyikoro","0.78","0.62","0.3","0.11","0.78","0.49",,"0.19"
"Adizata","0.78","0.65","0.46","0.16","0.78","0.57",,"0.19"
"Adreb","0.27","0.27","0.19","0.05","0.27","0.38",,"0.19"
"AgazenMeda","0.32","0.73","0.27","0.05","0.32","0.24",,"0.12"
"Agazi","0.78","0.92","0.59","0.46","0.78","0.38",,"0.25"
"Agbe","0.59","0.59","0.38","0.22","0.59","0.41",,"0.22"
"Agela","0.35","0.59","0.43","1","0.35","0.27",,"0.22"
"Agid","0.16","0.62","0.32","1","0.16","0.27",,"0.19"
"AlemeTesfa","0.22","0.7","0.41","0.08","0.22","0.64",,"0.47"
"AmdiWeyane","0.62","0.76","0.41","0.22","0.62","0.27",,"0.16"
"Amedwuha","0.81","0.35","0.32","0.11","0.81","0.19",,"0.22"
"Ameno","0.19","0.59","0.27","0.68","0.19","0.22",,"0.22"
"Amisetya","0.51","0.78","0.49","0.68","0.51","0.57",,"0.19"
"Angot","0.51","0.7","0.19","0.19","0.51","0.16",,"0.12"
"Anigot","0.35","0.59","0.49","1","0.35","0.16",,"0.22"
"Ansheb","0.49","0.7","0.51","0.59","0.49","0.54",,"0.47"
"AquaShumoch","0.43","0.59","0.35","0.62","0.43","0.35",,"0.28"
"Aquha","0.3","0.7","0.32","0.38","0.3","0.62",,"0.19"
"Arena","0.78","0.73","0.46","0.16","0.78","0.76",,"0.16"
"Asmena","0.81","0.84","0.65","0.59","0.81","0.27",,"0.25"
"Asta","0.24","0.59","0.22","0.62","0.24","0.54",,"0.22"
