"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","1","8","0.24","54.91721","0.62","30.6","0.11","33","0.16","7.95718536190476","0.24","0.145106359294612","0.3",,,"65.5708631146351","0.09"
"1984-1977","0","50","0.89","59.06175","0.68","62.6","0.7","62","0.86","50.275004","0.89","0.163268553488929","0.46",,,"70.9850394455707","0.16"
"1985-1978","100","1","0.16","43.33718","0.16","0","0.03","0","0.03","0.918847861111111","0.16","0.168069565449127","0.59",,,"104.681242267676","0.66"
"1986-1979","0","25","0.59","63.41997","0.86","72.3285714285714","0.92","69","0.95","25","0.59","0.23946182699704","0.97",,,"87.3467563687691","0.38"
"1987-1980","65","6","0.22","60.41946","0.73","58.7666666666667","0.46","47","0.59","6.04304919523809","0.22","0.10787619186338","0.05",,,"168.781600886351","0.97"
"1988-1981","0","30","0.7","51.24585","0.3","41","0.24","49","0.62","29.839103","0.7","0.153891643446845","0.38",,,"71.7571211096443","0.19"
"1989-1982","0","11","0.32","47.56821","0.19","62.9230158730159","0.73","42","0.43","10.9854124722222","0.32","0.167032937950368","0.57",,,"103.553618850832","0.62"
"1990-1983","100","0","0.14","43.33718","0.16","30.2","0.08","34","0.19","0","0.14","0.212723784085654","0.89",,,"79.3137594654904","0.25"
"1991-1984","0","36","0.76","63.41997","0.86","61.6","0.62","75","1","36.272565","0.76","0.165561728677587","0.49",,,"135.392354727578","0.88"
"1992-1985","96","5","0.19","43.33718","0.16","44.2","0.27","37","0.3","5.115376","0.19","0.125085539225113","0.14",,,"107.242097739094","0.69"
"1993-1986","0","64","0.97","52.31844","0.57","70.5","0.86","47","0.59","64.45165","0.97","0.117195516898957","0.11",,,"120.612152675274","0.81"
"1994-1987","0","19","0.43","51.88494","0.51","58.9","0.49","43","0.46","18.783634","0.43","0.127755678720742","0.16",,,"85.239399177268","0.34"
"1995-1988","100","0","0.14","51.88494","0.51","52.7","0.38","25","0.11","0","0.14","0.166498897067024","0.54",,,"85.1339161738393","0.31"
