"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Shamo","Shamo","Shamo","Shamo","Shamo","Shamo","Shamo","Shamo"
"Region","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","80","18","0.03","0","75","1","80.44","0"
"1984-1977","0","50","0.57","0","75","1","0","0"
"1985-1978","20","31","0.22","0","75","1","20.25","0"
"1986-1979","0","39","0.35","0","75","1","0","0"
"1987-1980","0","75","1","46","61","0.05","46.34","0"
"1988-1981","0","62","0.73","0","75","1","0","0"
"1989-1982","0","60","0.7","0","75","1","0","0"
"1990-1983","0","50","0.57","0","75","1","0","0"
"1991-1984","21","31","0.19","0","75","1","20.79","1"
"1992-1985","0","35","0.27","5","74","0.16","4.54","0"
"1993-1986","0","47","0.49","0","75","1","0","1"
"1994-1987","0","67","0.81","0","75","1","0","1"
"1995-1988","0","38","0.32","41","62","0.08","41.3","0"
"1996-1989","0","69","0.84","0","75","1","0","1"
"1997-1990","0","74","0.89","20","69","0.11","20.43","0"
"1998-1991","0","52","0.65","0","75","1","0","0"
"1999-1992","48","25","0.11","0","75","1","47.62","0"
"2000-1993","0","39","0.38","0","75","1","0","0"
"2001-1994","0","65","0.76","0","75","1","0","0"
"2002-1995","0","43","0.43","0","75","1","0","0"
"2003-1996","1","35","0.24","10","72","0.14","10.24","0"
"2004-1997","69","21","0.05","63","55","0.03","131.75","0"
"2005-1998","0","40","0.41","0","75","1","0","0"
"2006-1999","0","67","0.78","0","75","1","0","0"
"2007-2000","0","52","0.62","0","75","1","0","1"
"2008-2001","0","71","0.86","0","75","1","0","0"
"2009-2002","0","56","0.68","0","75","1","0","0"
"2010-2003","0","35","0.3","0","75","1","0","0"
"2011-2004","0","75","1","0","75","1","0","0"
"2012-2005","0","50","0.59","0","75","1","0","0"
"2013-2006","46","25","0.14","0","75","1","46.5","0"
"2014-2007","48","25","0.11","0","75","1","47.62","0"
"2015-2008","0","50","0.57","0","75","1","0","0"
"2016-2009","0","47","0.46","0","75","1","0","0"
"2017-2010","22","30","0.16","0","75","1","22","0"
"2018-2011","0","75","1","0","75","1","0","0"
"2019-2012","0","75","1","0","75","1","0","0"
