"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","58","55","0.05","75","1","75","1","75","1","54.8266374705882","0.05","0.360035074307925","0.27",,,"89.0992746327972","0.06"
"1984-1977","0","75","1","75","1","75","1","75","1","75","1","0.297990787759423","0.03",,,"157.726941009365","0.97"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.432325483096932","0.89",,,"137.797114930884","0.66"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.328031211798823","0.08",,,"139.664008036927","0.69"
"1987-1980","0","75","1","75","1","75","1","75","1","75","1","0.322839406908854","0.05",,,"132.302632505663","0.47"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.428621908067213","0.84",,,"144.117857454259","0.78"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.406337782877376","0.65",,,"145.538144354301","0.81"
"1990-1983","0","75","1","75","1","75","1","75","1","75","1","0.445702871626601","0.95",,,"135.354151952118","0.56"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.412079112047311","0.7",,,"107.822173023356","0.25"
"1992-1985","56","55","0.08","75","1","75","1","75","1","55.407378","0.08","0.438478919987028","0.92",,,"93.3098848940502","0.12"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.37215882064788","0.35",,,"142.491452039342","0.72"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.455027536336425","0.97",,,"158.626332149684","1"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.354356704068025","0.24",,,"121.855899336158","0.34"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.337218459948842","0.14",,,"146.50178461483","0.84"
"1997-1990","41","60","0.11","75","1","75","1","75","1","60.483818","0.11","0.347390337498459","0.16",,,"105.999882612335","0.22"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.398741756027834","0.62",,,"96.0592741801762","0.16"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.393132165047464","0.57",,,"112.176438717928","0.28"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.4708936","1",,,"133.1","0.53"
"2001-1994","0","75","1","75","1","75","1","75","1","75","1","0.3923621","0.51",,,"85.8","0.03"
"2002-1995","0","75","1","75","1","75","1","75","1","75","1","0.3344829","0.11",,,"90.1","0.09"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.4242066","0.81",,,"118","0.31"
"2004-1997","10","72","0.14","75","1","75","1","75","1","71.522413","0.14","0.37879","0.41",,,"97.5","0.19"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.3707597","0.32",,,"137.4","0.62"
"2006-1999","0","75","1","75","1","75","1","75","1","75","1","0.4116578","0.68",,,"150.9","0.91"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.3773443","0.38","17.29032","0.45","153.8","0.94"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.4240313","0.78","16.18548","0.36","125.2","0.38"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.4310457","0.86","15.37903","0.27","150.2","0.88"
"2010-2003","3","74","0.16","75","1","75","1","75","1","74.102137","0.16","0.3934389","0.59","18","0.55","132.5","0.5"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.3489263","0.19","14.57258","0.09","143.5","0.75"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.3916007","0.49","18.19355","0.64","135.6","0.59"
"2013-2006","0","75","1","75","1","75","1","75","1","75","1","0.3906597","0.46","22.5","0.91","131.2","0.41"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.420826","0.76","22.6129","1","131.7","0.44"
"2015-2008","71","50","0.03","75","1","70.3","0.03","60","0.03","50.236064","0.03","0.3693524","0.3","15.03226","0.18",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.3520453","0.22","20.59678","0.73",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.4180575","0.73","20.91129","0.82",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.3827479","0.43",,,,
"2019-2012","0","75","1","75","1","75","1","75","1","75","1","0.3930899","0.54",,,,
