"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Ginaza","Ginaza","Ginaza","Ginaza","Ginaza","Ginaza","Ginaza","Ginaza"
"Region","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","49","0.32","0","75","1","0","0"
"1984-1977","0","50","0.46","0","75","1","0","0"
"1985-1978","6","40","0.19","0","75","1","5.56","0"
"1986-1979","0","44","0.3","0","75","1","0","0"
"1987-1980","0","75","1","48","62","0.05","47.53","0"
"1988-1981","0","65","0.65","0","75","1","0","0"
"1989-1982","0","70","0.7","0","75","1","0","0"
"1990-1983","0","50","0.46","0","75","1","0","1"
"1991-1984","33","33","0.05","0","75","1","33.44","0"
"1992-1985","5","40","0.22","0","75","1","5.27","0"
"1993-1986","0","53","0.54","3","74","0.08","2.77","0"
"1994-1987","0","75","1","0","75","1","0","1"
"1995-1988","0","70","0.73","0","75","1","0","0"
"1996-1989","0","75","1","0","75","1","0","0"
"1997-1990","0","75","1","0","75","1","0","0"
"1998-1991","0","51","0.49","0","75","1","0","1"
"1999-1992","13","38","0.14","0","75","1","13.04","0"
"2000-1993","0","41","0.27","0","75","1","0","0"
"2001-1994","0","73","0.78","0","75","1","0","0"
"2002-1995","0","50","0.46","0","75","1","0","0"
"2003-1996","0","51","0.51","0","75","1","0","0"
"2004-1997","80","22","0.03","54","60","0.03","134.22","0"
"2005-1998","7","39","0.16","0","75","1","7.05","0"
"2006-1999","0","75","1","0","75","1","0","0"
"2007-2000","0","68","0.68","0","75","1","0","0"
"2008-2001","0","73","0.76","0","75","1","0","0"
"2009-2002","0","54","0.59","0","75","1","0","0"
"2010-2003","3","40","0.24","0","75","1","3.24","1"
"2011-2004","0","75","1","0","75","1","0","0"
"2012-2005","0","53","0.57","0","75","1","0","0"
"2013-2006","0","50","0.46","0","75","1","0","0"
"2014-2007","24","35","0.11","0","75","1","24.34","0"
"2015-2008","0","61","0.62","0","75","1","0","0"
"2016-2009","0","50","0.46","0","75","1","0","0"
"2017-2010","28","34","0.08","0","75","1","28.08","0"
"2018-2011","0","75","1","0","75","1","0","0"
"2019-2012","0","75","1","0","75","1","0","0"
