"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","75","1","75","1","75","1","75","1","75","1","0.23727726781178","0.24",,,"1.08602613869252","0.03"
"1984-1977","0","75","1","75","1","75","1","75","1","75","1","0.21755055407158","0.11",,,"5.66887475375766","0.12"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.243737169603267","0.3",,,"48.4058976291173","0.66"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.273809832945836","0.86",,,"30.2341130698706","0.38"
"1987-1980","0","75","1","75","1","75","1","75","1","75","1","0.246191182101383","0.38",,,"14.1652067484241","0.19"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.268990124551253","0.78",,,"31.7975072543251","0.41"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.222565826243068","0.14",,,"24.1622405910706","0.31"
"1990-1983","70","52","0.03","75","1","75","1","73","0.03","51.922435","0.03","0.253603675050175","0.51",,,"18.1548396430207","0.25"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.207368604252524","0.03",,,"2.76264177704821","0.06"
"1992-1985","0","75","1","75","1","75","1","75","1","75","1","0.240942524118537","0.27",,,"35.1452715522623","0.47"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.215121769300684","0.08",,,"37.3878650641767","0.53"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.274156802198821","0.89",,,"54.0587213325355","0.81"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.266372112269823","0.76",,,"50.6158186643344","0.75"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.253660466770988","0.54",,,"49.4951527136204","0.72"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.223133587000179","0.16",,,"21.24449137505","0.28"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.287019853173736","0.97",,,"65.6150733872961","0.94"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.248216205898481","0.43",,,"62.0616989290742","0.91"
"2000-1993","19","69","0.14","75","1","75","1","75","1","68.607872","0.14","0.2572236","0.65",,,"44.1","0.62"
"2001-1994","0","75","1","75","1","75","1","75","1","75","1","0.2708812","0.81",,,"16","0.22"
"2002-1995","52","58","0.08","75","1","75","1","75","1","57.954493","0.08","0.2089473","0.05",,,"4","0.09"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.2617201","0.73",,,"36.1","0.5"
"2004-1997","54","57","0.05","75","1","75","1","75","1","57.026509","0.05","0.2505122","0.46",,,"10.4","0.16"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.2299759","0.22",,,"34.6","0.44"
"2006-1999","24","67","0.11","75","1","75","1","75","1","67.22075","0.11","0.2454741","0.32",,,"51.7","0.78"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2563676","0.57","4.201612","0.18","72.1","1"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.2459168","0.35","4.266128","0.27","57.7","0.88"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.2565334","0.59","4.129032","0.09","37.5","0.56"
"2010-2003","0","75","1","75","1","75","1","75","1","75","1","0.2608076","0.7","5.991935","0.91","71.1","0.97"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.2525369","0.49","5.5","0.82","24.3","0.34"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.256641","0.62","4.870967","0.64","40.5","0.59"
"2013-2006","0","75","1","75","1","75","1","75","1","75","1","0.2811282","0.92","4.838709","0.55","48.7","0.69"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.2971644","1","5.991937","1","54.8","0.84"
"2015-2008","7","73","0.19","75","1","75","1","75","1","72.763491","0.19","0.2260925","0.19","4.782258","0.45",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.257555","0.68","4.427421","0.36",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.246198","0.41","4.951612","0.73",,
"2018-2011","11","71","0.16","75","1","75","1","75","1","71.379325","0.16","0.2841846","0.95",,,,
"2019-2012","0","75","1","75","1","75","1","75","1","75","1","0.2714046","0.84",,,,
