"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.38","0.38","0.35","0.46","0.38","0.7","0.82","0.81"
"Abara","0.27","0.46","0.3","0.41","0.27","0.35","0.91","0.94"
"Abarwuha","0.05","0.51","0.3","0.32","0.05","0.08","0.91","0.72"
"Abaselima","0.14","0.46","0.32","0.38","0.14","0.54","1","0.94"
"Abina","0.43","0.49","0.35","0.35","0.43","0.73","0.82","0.81"
"AbrahaAtsbaha","0.57","0.95","0.51","0.51","0.57","0.51","0.91","0.78"
"Abrekuy","0.3","0.46","0.27","0.41","0.3","0.08","0.91","0.94"
"AdekeAla","0.22","0.49","0.27","0.41","0.22","0.54","1","0.84"
"Adekiney","0.89","0.95","0.41","0.7","0.89","0.89","0.91","0.78"
"AderSeg","0.38","0.54","0.38","0.49","0.38","0.59","0.82","0.81"
"Adibearj","0.49","0.43","0.49","0.62","0.49","0.81","0.82","0.72"
"AdiHa","0.51","0.57","0.38","0.54","0.51","0.38","1","0.81"
"AdiKisandid","0.65","0.95","0.54","0.32","0.65","0.62","0.91","0.78"
"Adisalem","0.27","0.46","0.3","0.46","0.27","0.49","0.82","0.69"
"AdisAlemS","0.22","0.49","0.22","0.27","0.22","0.81","0.91","0.84"
"AdisAlemW","0.7","0.73","0.41","0.68","0.7","0.46","0.91","0.84"
"Adiselam","0.46","1","0.54","0.59","0.46","0.38","0.82","0.72"
"Adishimbirkti","0.43","0.73","0.59","0.57","0.43","0.81","0.91","0.72"
"AdisKigni","0.78","0.73","0.68","0.7","0.78","0.76","0.91","0.62"
"Adiyikoro","0.73","0.65","0.35","0.65","0.73","0.57","0.91","0.84"
"Adizata","0.73","0.7","0.35","0.68","0.73","0.59","0.91","0.84"
"Adreb","0.43","0.81","0.59","0.7","0.43","0.16","0.73","0.72"
"AgazenMeda","0.16","0.51","0.24","0.14","0.16","0.22","1","0.72"
"Agazi","0.57","0.97","0.51","0.59","0.57","0.65","0.82","0.75"
"Agbe","0.35","0.38","0.3","0.49","0.35","0.19","0.91","0.81"
"Agela","0.54","0.7","0.41","0.19","0.54","0.41","0.82","0.75"
"Agid","0.24","1","1","0.27","0.24","0.16","0.64","0.72"
"AlemeTesfa","0.57","0.51","0.57","0.7","0.57",,"0.73","0.69"
"AmdiWeyane","0.22","0.49","0.22","0.27","0.22","0.73","0.91","0.84"
"Amedwuha","0.65","0.84","0.65","0.68","0.65","0.84","0.91","0.88"
"Ameno","0.38","0.62","0.59","0.3","0.38","0.46","0.82","0.75"
"Amisetya","0.24","0.49","0.32","0.57","0.24","0.27","0.73","0.75"
"Angot","0.05","0.35","0.38","0.68","0.05","0.08","0.82","0.72"
"Anigot","0.54","0.7","0.32","0.08","0.54","0.46","0.73","0.75"
"Ansheb","0.3","0.51","0.24","0.38","0.3","0.3","0.91","0.78"
"AquaShumoch","0.57","1","0.59","0.49","0.57","0.05","0.82","0.72"
"Aquha","0.35","0.51","0.22","0.81","0.35","0.11","0.82","0.75"
"Arena","0.84","0.81","0.41","0.7","0.84","0.81","1","0.72"
"Asmena","0.95","0.97","0.78","0.7","0.95","0.78","0.82","0.75"
"Asta","0.46","0.62","0.49","0.38","0.46","0.24","0.82","0.75"
"Atakilti","0.35","0.51","0.51","0.54","0.35","0.38","0.82","0.78"
"AwetBikalsi","0.51","0.59","0.41","0.65","0.51","0.22","1","0.81"
"AwusaMeda","0.57","0.46","0.54","0.73","0.57","0.19","0.73","0.69"
"Ayba","0.76","0.81","0.76","0.51","0.76","0.89","0.73","0.81"
"Aynalem","0.57","0.97","0.38","0.41","0.57","0.51","0.91","0.78"
"Bala","0.78","0.7","0.59","0.73","0.78","0.92","0.82","0.62"
"Balarab","0.24","0.49","0.22","0.38","0.24","0.35","0.73","0.75"
"Bamba","0.32","0.46","0.35","0.46","0.32","0.73","0.91","0.84"
"BarkaAdiswha","0.65","1","0.59","0.54","0.65","0.62","0.82","0.78"
"Begasheka","0.32","0.68","0.49","0.57","0.32","0.43","0.82","0.78"
"Berlay","0.19","0.46","0.57","0.73","0.19","0.24","0.73","0.69"
"Betgebez","0.89","0.81","0.54","0.76","0.89","0.65","0.91","0.78"
"Bethans","0.59","0.57","0.62","0.62","0.59","0.27","0.82","0.81"
"BilbWuha","0.3","0.41","0.14","0.08","0.3","0.27","0.82","0.84"
"Birkutea","0.59","1","0.57","0.3","0.59","0.41","0.82","0.75"
"Boneya","0.14","0.46","0.32","0.38","0.14","0.41","1","0.94"
