"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Abara","Abara","Abara","Abara","Abara","Abara","Abara","Abara"
"Region","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","56","10","0.14","28","54","0.16","84.36","0"
"1984-1977","0","75","1","30","54","0.14","29.87","0"
"1985-1978","100","2","0.05","5","65","0.22","105.43","0"
"1986-1979","0","43","0.76","0","75","1","0","0"
"1987-1980","0","32","0.54","88","27","0.03","87.95","0"
"1988-1981","0","17","0.24","0","75","1","0","0"
"1989-1982","0","18","0.32","0","75","1","0","0"
"1990-1983","32","13","0.22","15","60","0.19","47.3","0"
"1991-1984","0","44","0.78","2","66","0.24","1.66","1"
"1992-1985","56","10","0.16","77","33","0.05","132.62","0"
"1993-1986","0","46","0.81","0","75","1","0","0"
"1994-1987","0","25","0.43","0","75","1","0","1"
"1995-1988","33","13","0.19","0","72","0.32","33","0"
"1996-1989","0","50","0.86","0","75","1","0","0"
"1997-1990","0","57","0.92","0","75","1","0","0"
"1998-1991","76","8","0.11","0","75","1","75.85","1"
"1999-1992","0","40","0.65","0","75","1","0","0"
"2000-1993","0","18","0.3","0","75","1","0","0"
"2001-1994","0","42","0.7","0","75","1","0","0"
"2002-1995","0","39","0.62","0","71","0.3","0","0"
"2003-1996","0","29","0.49","0","75","1","0","0"
"2004-1997","0","38","0.59","38","50","0.11","37.78","0"
"2005-1998","0","20","0.35","0","75","1","0","0"
"2006-1999","0","20","0.38","0","74","0.35","0","1"
"2007-2000","0","32","0.51","0","75","1","0","0"
"2008-2001","0","35","0.57","0","75","1","0","0"
"2009-2002","0","25","0.43","0","75","1","0","0"
"2010-2003","0","29","0.46","0","70","0.27","0","0"
"2011-2004","0","47","0.84","0","75","1","0","0"
"2012-2005","0","18","0.27","0","75","1","0","0"
"2013-2006","0","58","0.95","0","75","1","0","0"
"2014-2007","100","0","0.03","0","75","1","100","0"
"2015-2008","0","40","0.68","39","49","0.08","39.34","0"
"2016-2009","0","65","0.97","0","75","1","0","0"
"2017-2010","100","5","0.08","0","75","1","100","0"
"2018-2011","0","56","0.89","0","75","1","0","0"
"2019-2012","0","43","0.73","0","75","1","0","0"
