"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Tahtayhaya","Tahtayhaya","Tahtayhaya","Tahtayhaya","Tahtayhaya","Tahtayhaya","Tahtayhaya","Tahtayhaya"
"Region","Endamekoni","Endamekoni","Endamekoni","Endamekoni","Endamekoni","Endamekoni","Endamekoni","Endamekoni"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","100","3","0.7","7","35","0.22","106.53","0"
"1984-1977","100","0","0.57","96","8","0.03","195.55","0"
"1985-1978","100","0","0.54","0","39","0.27","100","0"
"1986-1979","0","5","0.76","0","45","0.38","0","0"
"1987-1980","100","0","0.59","89","10","0.05","189.46","0"
"1988-1981","100","0","0.54","0","50","0.7","100","0"
"1989-1982","100","1","0.62","0","55","0.86","100","0"
"1990-1983","100","0","0.54","0","47","0.43","100","0"
"1991-1984","0","8","0.89","0","51","0.73","0","1"
"1992-1985","100","0","0.54","40","25","0.16","140","0"
"1993-1986","100","0","0.54","0","49","0.46","100","0"
"1994-1987","100","0","0.54","0","50","0.7","100","1"
"1995-1988","100","3","0.68","0","52","0.76","100","0"
"1996-1989","0","39","1","0","47","0.41","0","0"
"1997-1990","0","28","0.97","0","50","0.7","0","0"
"1998-1991","100","0","0.54","0","68","0.97","100","0"
"1999-1992","100","0","0.54","0","58","0.92","100","0"
"2000-1993","100","2","0.65","0","54","0.84","100","1"
"2001-1994","0","6","0.84","0","50","0.7","0","0"
"2002-1995","0","7","0.86","0","55","0.89","0","0"
"2003-1996","0","9","0.92","2","36","0.24","2.48","0"
"2004-1997","100","5","0.73","47","23","0.11","146.55","1"
"2005-1998","100","0","0.54","0","44","0.35","100","0"
"2006-1999","100","0","0.54","0","50","0.7","100","0"
"2007-2000","100","0","0.54","0","75","1","100","0"
"2008-2001","0","5","0.81","0","53","0.81","0","0"
"2009-2002","100","0","0.54","16","32","0.19","116.44","0"
"2010-2003","100","0","0.54","0","50","0.7","100","0"
"2011-2004","100","0","0.54","0","49","0.49","100","0"
"2012-2005","100","0","0.54","0","44","0.32","100","0"
"2013-2006","100","0","0.54","0","50","0.7","100","0"
"2014-2007","100","0","0.54","40","25","0.16","140","0"
"2015-2008","100","0","0.54","82","12","0.08","181.79","0"
"2016-2009","100","0","0.54","0","50","0.7","100","0"
"2017-2010","100","0","0.54","0","53","0.78","100","0"
"2018-2011","0","19","0.95","0","61","0.95","0","0"
"2019-2012","0","5","0.78","0","43","0.3","0","0"
