"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","32","50","0.08","75","1","75","1","67","0.19","49.9938405277778","0.08","0.220022663831","0.73",,,"-5.0299947952326","0.03"
"1984-1977","0","62","0.27","75","1","75","1","75","1","61.967205","0.27","0.145812104052958","0.08",,,"12.6452309584394","0.16"
"1985-1978","0","71","0.51","75","1","75","1","75","1","70.696169","0.51","0.151293046305601","0.14",,,"23.9754251964859","0.22"
"1986-1979","0","72","0.57","75","1","75","1","75","1","71.78235","0.57","0.196992668446924","0.46",,,"46.4176557863481","0.59"
"1987-1980","84","31","0.03","75","1","60.7","0.03","40","0.03","30.9531088571429","0.03","0.144589984361972","0.05",,,"8.57876961777893","0.12"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.209040025380563","0.62",,,"29.4472031621908","0.34"
"1989-1982","0","63","0.3","75","1","75","1","75","1","62.824375","0.3","0.187339874991886","0.35",,,"75.339561240361","0.97"
"1990-1983","0","67","0.43","75","1","75","1","75","1","67.169868","0.43","0.164819430058205","0.19",,,"43.8034931815664","0.5"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.177757460014219","0.32",,,"18.3617056902815","0.19"
"1992-1985","25","53","0.16","75","1","75","1","65","0.14","52.82832","0.16","0.227541910627524","0.86",,,"25.1154359564659","0.28"
"1993-1986","32","50","0.11","75","1","74.1","0.11","69","0.22","50","0.11","0.142646973303873","0.03",,,"47.1875735726331","0.62"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.246048008308897","0.97",,,"65.9727050443913","0.88"
"1995-1988","15","56","0.19","75","1","69.2","0.08","75","1","56.3995582460318","0.19","0.18780802029428","0.38",,,"41.3420950042459","0.47"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.198363969961475","0.49",,,"29.9952724992582","0.38"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.166770711871673","0.22",,,"25.7280694123055","0.31"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.24075760165667","0.95",,,"62.0334229922824","0.81"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.220478428685915","0.78",,,"70.2613051032684","0.94"
"2000-1993","0","75","1","75","1","75","1","60","0.05","75","1","0.2044525","0.59",,,"35.9","0.41"
"2001-1994","7","60","0.22","75","1","75","1","75","1","59.584682","0.22","0.2245356","0.84",,,"7.1","0.09"
"2002-1995","2","61","0.24","75","1","75","1","75","1","61.333506","0.24","0.1622609","0.16",,,"1","0.06"
"2003-1996","0","69","0.49","75","1","75","1","75","1","69.465639","0.49","0.2223151","0.81",,,"46","0.56"
"2004-1997","37","48","0.05","75","1","67.6","0.05","64","0.11","48.311477","0.05","0.1735748","0.27",,,"24.3","0.25"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.1509988","0.11",,,"51.1","0.66"
"2006-1999","0","74","0.62","75","1","75","1","75","1","73.77385","0.62","0.2022602","0.57",,,"51.8","0.69"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2335962","0.92","15.75","0.55","84.2","1"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.210726","0.68","8.951613","0.18","68.1","0.91"
"2009-2002","0","64","0.35","75","1","75","1","75","1","64.242925","0.35","0.1924066","0.43","5.008065","0.09","37.8","0.44"
"2010-2003","0","65","0.41","75","1","75","1","71","0.24","65.280874","0.41","0.2202164","0.76","18.82258","0.73","63.5","0.84"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.2010211","0.54","13.37097","0.45","52.3","0.72"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.1706678","0.24","9.620969","0.27","45","0.53"
"2013-2006","0","68","0.46","75","1","75","1","75","1","67.78708","0.46","0.188979","0.41","23.46774","0.91","55.1","0.78"
"2014-2007","0","74","0.59","75","1","75","1","66","0.16","73.721746","0.59","0.2568792","1","20.32258","0.82","54.2","0.75"
"2015-2008","25","53","0.14","75","1","75","1","61","0.08","52.759436","0.14","0.17415","0.3","13.33871","0.36",,
"2016-2009","0","65","0.38","75","1","75","1","75","1","64.73053","0.38","0.2116542","0.7","23.75806","1",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.2009167","0.51","15.95968","0.64",,
"2018-2011","0","64","0.32","75","1","75","1","75","1","63.819099","0.32","0.2330196","0.89",,,,
"2019-2012","0","72","0.54","75","1","75","1","75","1","71.552175","0.54","0.2092776","0.65",,,,
