"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","37","0.32","75","1","69","0.3","62","0.3","36.9951227026144","0.32","0.298206678802863","0.16",,,"8.21313764313462","0.12"
"1984-1977","100","0","0.03","75","1","36.3","0.03","39","0.03","0","0.03","0.368433860972878","0.95",,,"29.7756696508361","0.31"
"1985-1978","0","46","0.51","75","1","67.4","0.24","65","0.32","45.679815","0.51","0.33098174708928","0.59",,,"47.651769356867","0.66"
"1986-1979","0","54","0.84","75","1","68.7","0.27","68","0.38","53.9046","0.84","0.323680573218486","0.46",,,"44.8466846886865","0.56"
"1987-1980","91","8","0.05","75","1","56.5","0.08","55","0.16","7.55189226666667","0.05","0.351475115879623","0.78",,,"-10.0742885245366","0.03"
"1988-1981","0","53","0.78","75","1","75","1","75","1","52.6865","0.78","0.367452033354614","0.92",,,"40.0665419829187","0.5"
"1989-1982","0","36","0.3","75","1","75","1","75","1","35.842028","0.3","0.313683828200944","0.41",,,"45.4261316770574","0.59"
"1990-1983","0","51","0.7","75","1","75","1","75","1","51.215898","0.7","0.309738643174811","0.3",,,"37.8502583775287","0.44"
"1991-1984","0","52","0.73","75","1","75","1","75","1","51.530992","0.73","0.325126530485853","0.51",,,"28.6782513253474","0.28"
"1992-1985","0","50","0.65","75","1","50","0.05","50","0.11","50","0.65","0.346226803993223","0.7",,,"32.6306848513915","0.34"
"1993-1986","0","44","0.49","75","1","63.2","0.19","75","1","44.046626","0.49","0.254328082026618","0.03",,,"5.32319213765193","0.06"
"1994-1987","0","46","0.54","75","1","75","1","75","1","45.9208206666667","0.54","0.352117769702805","0.81",,,"50.6634442362156","0.69"
"1995-1988","23","27","0.16","75","1","73.2","0.38","59","0.27","27.3098957748366","0.16","0.290798368291952","0.08",,,"58.6463040439376","0.84"
"1996-1989","0","38","0.35","75","1","75","1","72","0.51","37.514918","0.35","0.256952210300231","0.05",,,"47.3040253199978","0.62"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.298688683005042","0.19",,,"22.1275761551128","0.25"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.31182725426536","0.35",,,"70.4215247258117","0.91"
"1999-1992","0","52","0.76","75","1","75","1","75","1","51.820408","0.76","0.360490033278902","0.86",,,"75.2135074987502","1"
"2000-1993","0","48","0.57","75","1","75","1","75","1","47.776533","0.57","0.3922107","0.97",,,"22.1","0.22"
"2001-1994","0","38","0.43","75","1","63.2","0.19","75","1","38.411205","0.43","0.2930341","0.14",,,"21.2","0.19"
"2002-1995","14","30","0.22","75","1","58.4","0.11","42","0.05","29.866352","0.22","0.3362369","0.68",,,"8","0.09"
"2003-1996","0","38","0.38","75","1","73.1","0.35","75","1","37.657309","0.38","0.3010629","0.24",,,"37.9","0.47"
"2004-1997","15","30","0.19","75","1","63.2","0.19","53","0.14","29.710462","0.19","0.2912231","0.11",,,"19.9","0.16"
"2005-1998","0","40","0.46","75","1","75","1","75","1","40.496377","0.46","0.3275136","0.54",,,"51.6","0.75"
"2006-1999","0","50","0.65","75","1","73.5","0.41","75","1","50","0.65","0.3237425","0.49",,,"57.6","0.81"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.3351022","0.65","9.749999","0.36","74.1","0.97"
"2008-2001","0","53","0.81","75","1","75","1","56","0.22","53.04629","0.81","0.3130798","0.38","9.701611","0.27","67.7","0.88"
"2009-2002","0","38","0.41","75","1","75","1","75","1","38.24471","0.41","0.3505971","0.76","7.838711","0.09","43","0.53"
"2010-2003","0","50","0.65","75","1","75","1","58","0.24","50","0.65","0.3347135","0.62","11.58871","0.64","72.4","0.94"
"2011-2004","0","63","0.92","75","1","75","1","75","1","62.96612","0.92","0.3663865","0.89","10.66129","0.55","51.3","0.72"
"2012-2005","0","57","0.86","75","1","75","1","68","0.38","56.668002","0.86","0.299116","0.22","8.524192","0.18","35.8","0.41"
"2013-2006","0","51","0.68","75","1","75","1","56","0.22","50.8638106","0.68","0.3464828","0.73","18.09677","0.91","57","0.78"
"2014-2007","31","25","0.11","75","1","67.3","0.22","69","0.41","25","0.11","0.3976971","1","22.31451","1","33.6","0.38"
"2015-2008","36","24","0.08","75","1","72.2","0.32","46","0.08","23.575058","0.08","0.3070099","0.27","10.59677","0.45",,
"2016-2009","0","63","0.89","75","1","75","1","75","1","62.603728","0.89","0.3111383","0.32","14.20161","0.73",,
"2017-2010","0","34","0.27","75","1","75","1","72","0.51","34.052538","0.27","0.3288666","0.57","16.76613","0.82",,
"2018-2011","1","34","0.24","75","1","75","1","72","0.51","33.595019","0.24","0.3223133","0.43",,,,
"2019-2012","24","27","0.14","75","1","75","1","70","0.43","26.962312","0.14","0.359566","0.84",,,,
