"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Ameno","0.7","1","1","0.73","0.7","0.11","0.36","0.47"
"Amisetya","0.49","0.89","0.95","0.11","0.49","0.08","0.36","0.38"
"Angot","0.68","1","0.54","0.08","0.68","0.03","0.27","0.5"
"Anigot","0.57","1","1","0.22","0.57","0.05","0.09","0.47"
"Ansheb","0.92","0.32","0.41","0.27","0.92","0.27","0.64","0.41"
"AquaShumoch","0.78","1","1","1","0.78","0.08","0.27","0.53"
"Aquha","0.76","0.92","0.97","0.08","0.76","0.41","0.36","0.38"
"Arena","0.38","0.38","0.35","0.14","0.38","0.05","0.73","0.56"
"Asmena","0.35","0.49","0.51","0.11","0.35","0.24","0.73","0.53"
"Asta","0.73","1","1","0.32","0.73","0.11","0.36","0.47"
"Atakilti","0.86","0.65","0.57","0.24","0.86","0.03","1","0.62"
"AwetBikalsi","0.24","0.14","0.22","0.14","0.24","0.11","0.73","0.44"
"AwusaMeda","0.43","0.54","0.49","0.14","0.43","0.16","0.55","0.41"
"Ayba","0.46","0.54","0.41","0.08","0.46","0.05","0.64","0.56"
"Aynalem","0.22","0.41","0.32","0.08","0.22","0.16","0.64","0.56"
"Bala","0.49","0.7","0.62","0.54","0.49","0.03","0.36","0.38"
"Balarab","0.49","0.92","0.89","0.41","0.49","0.05","0.36","0.38"
"Bamba","0.35","0.27","0.24","0.08","0.35","0.03","0.64","0.53"
"BarkaAdiswha","0.22","0.51","0.19","0.08","0.22","0.3","0.64","0.56"
"Begasheka","0.81","0.32","0.54","0.19","0.81","0.05","1","0.62"
"Berlay","0.46","0.54","0.49","0.32","0.46","0.14","0.45","0.41"
"Betgebez","0.41","0.22","0.27","0.3","0.41","0.05","0.73","0.72"
"Bethans","0.78","0.73","0.86","0.46","0.78","0.05","0.64","0.75"
"BilbWuha","0.57","1","1","0.46","0.57","0.11","0.36","0.66"
"Birkutea","0.68","1","1","1","0.68","0.05","0.36","0.47"
"Boneya","0.46","0.62","0.41","0.32","0.46","0.16","0.64","0.34"
"Burkoche","0.59","0.92","0.97","0.08","0.59","0.43","0.36","0.38"
"Cheli","0.32","0.43","0.11","0.03","0.32","0.03","0.55","0.53"
"Darubekeda","0.38","0.27","0.57","0.22","0.38","0.24","0.64","0.62"
"Deberkerbye","0.51","1","1","0.57","0.51","0.03","0.55","0.59"
"DeberAbaJale","0.76","1","1","0.57","0.76","0.05","0.36","0.53"
"DebrAbay","0.49","0.54","0.41","0.22","0.49","0.08","0.45","0.41"
"DebreAliays","0.27","0.62","0.54","0.19","0.27","0.62","0.55","0.41"
"Debrebirhan","0.22","0.32","0.41","0.05","0.22","0.11","0.64","0.56"
"Debrebrhan","0.16","0.38","0.3","0.08","0.16","0.08","0.64","0.53"
"DebreGenet","0.76","0.81","0.46","0.27","0.76","0.05","0.27","0.41"
"DebreGenetA","0.65","0.57","0.78","0.43","0.65","0.05","0.73","0.75"
"DebreGenetK","0.73","0.24","0.62","0.24","0.73","0.03","0.73","0.62"
"DebreGeorgis","0.43","0.32","0.54","0.19","0.43","0.22","0.64","0.41"
"DebreKidusan","0.73","1","0.49","0.19","0.73","0.05","0.45","0.41"
"Debremawie","0.46","0.54","0.51","0.3","0.46","0.16","0.36","0.41"
"Debreselam","0.49","0.35","0.3","0.03","0.49","0.11","0.73","0.56"
"Debrinetseb","0.78","0.59","0.73","0.27","0.78","0.03","1","0.62"
"Dekera","0.35","0.38","0.19","0.05","0.35","0.03","0.27","0.56"
"DembezaAmbaLay","0.46","0.54","0.49","0.43","0.46","0.03","0.45","0.41"
"Derit","0.62","1","0.57","0.08","0.62","0.05","0.27","0.5"
"Derita","0.73","1","1","0.62","0.73","0.11","0.18","0.47"
"Dinkashena","0.35","0.41","0.57","0.22","0.35","0.49","0.64","0.5"
"Ebo","0.51","0.41","0.57","0.43","0.51","0.22","0.73","0.56"
"Edagaarbi","0.3","0.38","0.35","0.05","0.3","0.08","0.64","0.69"
"EmbaAhfrom","0.51","0.38","0.43","0.08","0.51","0.03","0.64","0.72"
"EmbachekoGunaguna","0.78","1","1","0.65","0.78","0.03","0.27","0.53"
"EndaBagerima","0.57","0.73","0.78","0.57","0.57","0.03","0.64","0.75"
"Endabano","0.7","0.49","0.59","0.3","0.7","0.05","1","0.66"
"Endachiwa","0.65","0.51","0.7","0.51","0.65","0.08","0.82","0.72"
"EndaFelasi","0.7","0.38","0.59","0.35","0.7","0.03","1","0.66"
"Endagahamus","0.11","0.49","0.35","0.14","0.11","0.03","0.82","0.72"
"Endamariam","0.41","0.32","0.46","0.11","0.41","0.03","0.64","0.72"
"Erba","0.46","0.65","0.7","0.54","0.46","0.03","0.36","0.38"
"Esiret","0.32","0.41","0.24","0.08","0.32","0.03","0.64","0.53"
"Estifanos","0.68","1","1","0.51","0.68","0.08","0.09","0.47"
"Fala","0.49","0.51","0.32","0.19","0.49","0.35","0.64","0.44"
"Felegehiwot","0.76","1","0.35","0.22","0.76","0.03","0.27","0.41"
"FelegeWayane","0.19","0.46","0.46","0.19","0.19","0.05","0.55","0.56"
"FikreAlem","0.08","0.16","0.38","0.19","0.08","0.11","0.45","0.56"
"Filatako","0.62","1","0.59","0.11","0.62","0.05","0.27","0.5"
"Gebsit","0.92","0.54","0.38","0.43","0.92","0.05","0.64","0.34"
"Gedayasu","0.92","0.54","0.41","0.35","0.92","0.16","0.64","0.41"
"GelaMatebiya","0.89","1","1","0.7","0.89","0.22","0.27","0.53"
"Gendebta","0.57","0.32","0.51","0.41","0.57","0.05","0.64","0.72"
"Geneti","0.51","0.49","0.78","0.51","0.51","0.11","0.73","0.56"
"Genfel","0.19","0.43","0.57","0.14","0.19","0.19","0.64","0.56"
"Gera","0.73","0.3","0.51","0.16","0.73","0.03","0.82","0.59"
"Gerjale","0.51","0.59","0.19","0.49","0.51","0.05","0.45","0.44"
"GetskiMilesiley","0.59","0.24","0.41","0.27","0.59","0.05","0.82","0.44"
"Gijet","0.08","0.19","0.16","0.05","0.08","0.35","0.73","0.44"
"Ginaza","0.59","1","1","0.19","0.59","0.03","0.09","0.44"
"Golgolemalee","0.19","0.43","0.59","0.14","0.19","0.03","0.55","0.56"
"Goshedur","0.76","1","0.62","0.22","0.76","0.05","0.18","0.41"
"Goza","0.57","1","1","0.35","0.57","0.03","0.36","0.66"
"Grwre","0.78","0.32","0.46","0.11","0.78","0.03","0.64","0.59"
"GuemseAgamet","0.32","0.49","0.3","0.11","0.32","0.08","0.64","0.53"
"Guroro","0.78","0.62","0.65","0.24","0.78","0.03","1","0.62"
"Guya","0.76","0.62","0.59","0.51","0.76","0.03","1","0.62"
"Habees","0.22","0.41","0.62","0.14","0.22","0.16","0.64","0.56"
"Hadashtekli","0.76","0.35","0.59","0.22","0.76","0.03","0.73","0.44"
"HadeAlga","0.57","0.51","0.62","0.59","0.57","0.05","0.73","0.38"
"HadnetK","0.19","0.41","0.27","0.08","0.19","0.05","0.45","0.53"
"HadnetS","0.73","0.35","0.49","0.08","0.73","0.19","0.64","0.53"
"HadushAdi","0.38","0.38","0.46","0.08","0.38","0.08","0.73","0.53"
"HadushHiwet","0.35","0.49","0.38","0.11","0.35","0.11","0.73","0.53"
"HagereGenet","0.73","0.81","0.51","0.22","0.73","0.03","0.45","0.41"
"HagereSelamE","0.49","0.54","0.51","0.16","0.49","0.19","0.55","0.41"
"HagereSelamW","0.08","0.46","0.32","0.24","0.08","0.03","0.45","0.53"
"Hangoda","0.73","0.35","0.49","0.08","0.73","0.19","0.64","0.53"
"Hareko","0.05","0.27","0.3","0.14","0.05","0.05","0.45","0.5"
"Hawelti","0.51","0.65","0.59","0.59","0.51","0.32","0.82","0.56"
"Hayelom","0.22","0.38","0.3","0.03","0.22","0.19","0.64","0.56"
"Hintsa","0.3","0.43","0.16","0.08","0.3","0.03","0.27","0.53"
"HintsaWaza","0.3","0.43","0.11","0.05","0.3","0.03","0.27","0.53"
"HizbaTeklehymanot","0.46","0.3","0.46","0.3","0.46","0.03","0.64","0.56"
"ImbaRufael","0.73","0.32","0.22","0.08","0.73","0.03","0.64","0.59"
"Jijqe","0.81","0.68","0.57","0.35","0.81","0.05","1","0.62"
"JimanDeregeha","0.92","1","1","0.7","0.92","0.19","0.36","0.53"
"Jira","0.76","1","1","0.14","0.76","0.03","0.73","0.59"
"kabe","0.54","1","1","0.19","0.54","0.08","0.09","0.44"
"Karima","0.84","0.81","0.38","0.49","0.84","0.03","0.64","0.41"
"Keregna","0.51","1","1","0.16","0.51","0.14","0.09","0.44"
"Kihen","0.14","0.35","0.24","0.08","0.14","0.03","0.45","0.53"
"Kita","0.59","0.73","0.89","0.14","0.59","0.16","0.36","0.44"
"Korme","0.51","0.57","0.19","0.49","0.51","0.03","0.36","0.44"
"Ksadacki","0.78","1","1","0.32","0.78","0.08","0.73","0.59"
"Kudo","0.51","0.54","0.32","0.08","0.51","0.05","0.64","0.72"
"Kuluferha","0.65","0.68","0.7","0.62","0.65","0.11","0.55","0.75"
"KuluGizeLemlem","0.49","0.68","0.57","0.49","0.49","0.05","0.45","0.38"
"LaelayDayu","0.51","0.68","0.57","0.49","0.51","0.05","0.45","0.38"
"Laelayhahaile","0.51","0.51","0.3","0.08","0.51","0.03","0.64","0.72"
"LaelayMegariaTsemri","0.59","0.19","0.35","0.38","0.59","0.03","0.64","0.72"
"Lalaylogomti","0.65","0.59","0.81","0.51","0.65","0.08","0.64","0.72"
"Ledy","0.73","0.54","0.27","0.24","0.73","0.03","0.64","0.34"
"Lemlem","0.32","0.32","0.3","0.11","0.32","0.05","0.27","0.56"
"LemlemArena","0.03","0.38","0.22","0.08","0.03","0.05","0.36","0.5"
"Libo ","0.7","1","1","0.16","0.7","0.08","0.27","0.47"
"Limaat","0.49","0.65","0.62","0.57","0.49","0.05","0.45","0.38"
"Limat","0.73","0.3","0.59","0.35","0.73","0.03","0.82","0.62"
"Lul","0.49","0.32","0.57","0.14","0.49","0.35","0.55","0.41"
"LusinaAbegeldi","0.92","0.89","1","0.68","0.92","0.41","0.27","0.53"
"Maekelawi","0.11","0.49","0.35","0.14","0.11","0.03","0.82","0.72"
"MaekelSegli","0.73","0.51","0.81","0.41","0.73","0.05","1","0.66"
"MahbereWeyni","0.19","0.41","0.32","0.08","0.19","0.11","0.55","0.53"
"MariamShewito","0.57","0.73","0.59","0.54","0.57","0.11","0.64","0.75"
"Martadios","0.7","1","1","0.62","0.7","0.08","0.36","0.47"
"MayChekemte","0.41","0.59","0.38","0.22","0.41","0.08","0.73","0.72"
"MayNebri","0.32","0.54","0.32","0.08","0.32","0.08","0.73","0.69"
"Maysuru","0.41","0.32","0.54","0.11","0.41","0.03","0.64","0.72"
"MayTeklia","0.3","0.38","0.08","0.05","0.3","0.03","0.36","0.53"
"Mearey","0.32","0.3","0.35","0.14","0.32","0.03","0.64","0.56"
"Mechare","0.54","0.78","0.62","0.65","0.54","0.16","0.82","0.59"
"Mechena","0.76","1","1","1","0.76","0.05","0.27","0.53"
"MehalGoncha","0.51","1","0.54","0.08","0.51","0.03","0.27","0.5"
"Mekan ","0.49","0.35","0.46","0.11","0.49","0.03","0.73","0.44"
"MekaneGenet","0.62","0.81","0.49","0.35","0.62","0.08","0.45","0.34"
"Melabesh","0.57","0.62","0.38","0.11","0.57","0.76","0.55","0.41"
"MendereMariam","0.73","1","1","0.3","0.73","0.24","0.36","0.56"
"Menegobena","0.7","0.81","0.49","0.32","0.7","0.03","0.45","0.34"
"Menji","0.86","0.65","0.57","0.24","0.86","0.03","1","0.62"
"Mergech","0.73","0.81","0.49","0.38","0.73","0.11","0.45","0.34"
"Mesanu","0.24","0.51","0.16","0.11","0.24","0.11","0.64","0.53"
"Mesehle","0.49","0.65","0.7","0.59","0.49","0.03","0.36","0.75"
"Meswaeti ","0.49","0.41","0.54","0.38","0.49","0.03","0.64","0.44"
"Metkel","0.08","0.43","0.19","0.11","0.08","0.05","0.55","0.53"
"MetkelLemat","0.32","0.51","0.14","0.05","0.32","0.05","0.27","0.56"
"Mezbr","0.43","0.3","0.27","0.38","0.43","0.03","0.73","0.72"
"MichelDebre","0.73","1","1","0.54","0.73","0.16","0.27","0.56"
"Miraf","0.76","0.54","0.51","0.51","0.76","0.03","0.64","0.34"
"Misema","1","0.49","1","1","1","0.16","0.82","0.66"
"Mitad","0.59","1","1","0.57","0.59","0.16","0.36","0.44"
"MitinaYimach","0.43","0.54","0.46","0.08","0.43","0.05","0.45","0.34"
"Mozen","0.7","0.81","0.54","0.43","0.7","0.03","0.45","0.34"
"Mozutey","0.27","0.46","0.38","0.14","0.27","0.46","0.64","0.69"
"Mtsaiwerki","0.76","0.62","0.62","0.46","0.76","0.05","1","0.62"
"Nagash","0.22","0.46","0.32","0.11","0.22","0.05","0.64","0.56"
"Nebarhadinet","0.32","0.24","0.32","0.11","0.32","0.03","0.64","0.56"
"Nefasit","0.65","0.7","0.68","0.57","0.65","0.03","0.64","0.75"
"Negedebrhan","0.76","0.35","0.46","0.11","0.76","0.03","0.64","0.59"
"Niquara","0.65","0.89","0.89","0.08","0.65","0.11","0.36","0.44"
"Qoraro","0.14","0.24","0.3","0.03","0.14","0.14","0.73","0.56"
"RubaFelege","0.19","0.46","0.51","0.14","0.19","0.03","0.55","0.56"
"Santa gelebeda","0.22","0.27","0.19","0.11","0.22","0.05","0.73","0.56"
"SaratYerawoch","0.38","0.81","0.41","0.08","0.38","0.05","0.45","0.34"
"Sefo","0.51","0.35","0.3","0.05","0.51","0.03","0.64","0.72"
"Segena","0.38","1","0.41","0.11","0.38","0.05","0.45","0.34"
"Seka","0.78","1","1","0.35","0.78","0.08","0.64","0.59"
"Selamaya","0.73","1","1","0.3","0.73","0.43","0.27","0.53"
"SelamBekalsi","0.49","0.68","0.62","0.57","0.49","0.05","0.45","0.38"
"Selamber","0.27","0.62",,"0.16","0.27","0.62","0.55","0.41"
"SelamgieAmbarie","0.51","1","0.41","0.11","0.51","0.05","0.36","0.5"
"SelamH","0.35","0.46","0.41","0.08","0.35","0.22","0.64","0.56"
"SelamW","0.7","0.62","0.57","0.35","0.7","0.03","0.91","0.75"
"Selelkula","0.76","0.54","0.32","0.3","0.76","0.03","0.64","0.34"
"SelenWuha","0.49","0.65","0.59","0.57","0.49","0.05","0.64","0.38"
"Seloda","0.78","0.73","0.7","0.49","0.78","0.08","0.64","0.75"
"Sendada","0.32","0.46","0.22","0.08","0.32","0.03","0.64","0.56"
"Serawudi","0.76","1","1","0.54","0.76","0.05","0.36","0.47"
"Seret","0.35","0.27","0.35","0.11","0.35","0.03","0.45","0.5"
"Sero","0.41","0.41","0.43","0.11","0.41","0.03","0.64","0.72"
"Shamo","0.68","1","1","0.54","0.68","0.14","0.18","0.47"
"ShehochTehara","0.57","1","1","0.49","0.57","0.14","0.09","0.47"
"Shekatekli","0.76","0.35","0.49","0.27","0.76","0.03","0.64","0.44"
"Shunge","0.73","1","1","0.32","0.73","0.14","0.27","0.53"
"Simret","0.59","0.32","0.27","0.05","0.59","0.03","0.64","0.75"
"SimretS","0.49","0.35","0.51","0.19","0.49","0.03","0.64","0.44"
"SimretT","0.86","1","0.46","0.19","0.86","0.05","1","0.59"
"Sinkata","0.32","0.49","0.3","0.11","0.32","0.08","0.64","0.53"
"Siye","0.97","0.76","0.54","0.22","0.97","0.03","0.82","0.59"
"Smret","0.81","0.68","0.57","0.22","0.81","0.05","1","0.62"
"Sorya","0.51","0.49","0.46","0.27","0.51","0.24","0.64","0.44"
"Suha","0.73","1","0.49","0.27","0.73","0.03","0.27","0.34"
"Tahtayhaya","0.54","0.57","0.54","0.38","0.54","0.03","0.64","0.44"
"TahtayDaeroka","0.54","0.38","0.32","0.11","0.54","0.11","0.64","0.72"
"TahtayLegomti","0.65","0.68","0.76","0.43","0.65","0.05","0.73","0.75"
"TahtayMegariaTsebri","0.59","0.19","0.35","0.38","0.59","0.03","0.73","0.72"
"Tao","0.51","0.51","0.19","0.49","0.51","0.05","0.45","0.44"
"TaraGedam","0.59","1","1","0.3","0.59","0.05","0.09","0.44"
"TaraSenba","0.86","1","1","0.27","0.86","0.22","0.36","0.53"
"Tekea","0.46","0.49","0.41","0.14","0.46","0.11","0.55","0.53"
"Tekleweyni","0.97","0.35","0.54","0.22","0.97","0.3","0.82","0.59"
"Tetatiro","0.27","0.54","0.32","0.14","0.27","0.05","0.64","0.06"
"Tibaga","0.59","1","1","0.19","0.59","0.11","0.09","0.44"
"Tigage","0.68","0.92","0.97","0.11","0.68","0.49","0.36","0.38"
"Tsae","0.41","0.43","0.3","0.08","0.41","0.14","0.73","0.56"
"Tsetsera","0.49","0.38","0.32","0.3","0.49","0.05","0.64","0.44"
"Tseykeme","0.81","0.27","0.59","0.22","0.81","0.03","0.82","0.59"
"Tsigea","0.51","0.49","0.78","0.51","0.51","0.11","0.73","0.56"
"Ulaga","0.49","0.68","0.62","0.51","0.49","0.03","0.27","0.31"
"Wargba","0.51","0.49","0.57","0.46","0.51","0.08","0.82","0.56"
"Wariba","0.78","1","1","0.7","0.78","0.08","0.27","0.62"
"Wedikeshi","0.78","0.73","0.59","0.46","0.78","0.05","0.64","0.75"
"Werabaye","0.54","0.57","0.54","0.54","0.54","0.19","0.82","0.44"
"Werkamba","0.7","0.49","0.59","0.3","0.7","0.05","1","0.66"
"Wobo","0.27","0.54","0.32","0.19","0.27","0.03","0.64","0.06"
"Wonberoch","0.86","1","1","0.46","0.86","0.08","0.36","0.53"
"Wondye","0.38","1","0.41","0.05","0.38","0.03","0.36","0.34"
"Worego","0.76","0.54","0.38","0.46","0.76","0.03","0.64","0.34"
"WorgajaWagi","0.89","1","1","0.57","0.89","0.08","0.36","0.44"
"WoryaMeskel","0.38","0.62","0.41","0.16","0.38","0.41","0.55","0.41"
"Woyenti","0.57","0.32","0.54","0.41","0.57","0.08","0.64","0.72"
"Woynye","0.76","0.32","0.41","0.46","0.76","0.03","0.64","0.34"
"WuhdetG","0.59","0.43","0.24","0.05","0.59","0.05","0.64","0.75"
"WuhdetK","0.3","0.41","0.35","0.16","0.3","0.03","0.73","0.56"
"WushaTires","0.59","1","1","0.22","0.59","0.03","0.09","0.44"
"Yedwuha","0.84","0.81","0.38","0.49","0.84","0.03","0.64","0.34"
"Yeju","0.32","0.81","0.27","0.14","0.32","0.05","0.64","0.06"
"Yetefet","0.62","0.81","0.49","0.35","0.62","0.11","0.45","0.41"
"YifagAkababi","0.59","1","1","0.22","0.59","0.08","0.09","0.44"
"Yitihana","0.73","0.32","0.35","0.24","0.73","0.05","0.64","0.34"
"Zata","0.43","0.27","0.43","0.22","0.43","0.81","0.64","0.62"
"Ziha","0.76","1","1","0.65","0.76","0.03","0.27","0.47"
"ZihonHuha","0.46","0.32","0.46","0.27","0.46","0.32","0.36","0.41"
"ZobarYikuanda","0.38","0.62","0.54","0.16","0.38","0.62","0.55","0.41"
"Zongi","0.7","0.62","0.57","0.35","0.7","0.03","0.91","0.75"
