"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Gebsit","0.08","1","0.11","0.03","0.08","0.84","0.18",
"Gedayasu","0.08","1","0.08","0.03","0.08","0.38","0.18",
"GelaMatebiya","0.3","1","1","1","0.3","0.51","0.73",
"Gendebta","0.24","1","1","0.11","0.24","0.32","0.27",
"Geneti","0.03","0.03","0.27","0.03","0.03","0.16","0.55",
"Genfel","0.76","1","0.27","0.3","0.76","0.08","0.27",
"Gera","0.08","1","1","1","0.08","0.03","0.64",
"Gerjale","0.03","0.03","0.08","0.03","0.03","0.08","0.27",
"GetskiMilesiley","0.38","1","1","1","0.38","0.43","0.45",
"Gijet","1","1","1","1","1","0.24","0.27",
"Ginaza","1","1","1","1","1","0.14","0.55",
"Golgolemalee","0.22","0.05","0.08","0.11","0.22","0.03","0.82",
"Goshedur","0.08","1","1","0.03","0.08","0.3","0.45",
"Goza","1","1","1","1","1","0.05","0.64",
"Grwre","0.11","1","1","1","0.11","0.03","0.27",
"GuemseAgamet","0.65","0.03","0.19","0.08","0.65","0.3","0.18",
"Guroro","1","1","1","1","1","0.3","0.36",
"Guya","0.19","1","1","1","0.19","0.19","0.45",
"Habees","0.27","0.03","0.3","0.14","0.27","0.03","0.36",
"Hadashtekli","0.19","1","1","1","0.19","0.16","0.36",
"HadeAlga","0.08","0.03","0.24","0.03","0.08","0.08","0.55",
"HadnetK","0.38","1","0.24","1","0.38","0.05","0.73",
"HadnetS","0.84","1","1","0.11","0.84","0.32","0.18",
"HadushAdi","0.08","0.03","0.3","0.14","0.08","0.51","0.27",
"HadushHiwet","0.14","0.03","0.27","0.05","0.14","0.76","0.27",
"HagereGenet","0.08","1","1","0.03","0.08","0.16","0.09",
"HagereSelamE","0.11","1","0.11","0.03","0.11","0.05","0.09",
"HagereSelamW","0.27","1","0.19","1","0.27","0.08","0.18",
"Hangoda","0.84","1","1","0.11","0.84","0.32","0.18",
"Hareko","0.19","1","0.11","1","0.19","0.03","0.18",
"Hawelti","0.03","0.03","0.16","0.03","0.03","0.19","0.55",
"Hayelom","0.62","1","1","0.3","0.62","0.35","0.27",
"Hintsa","0.11","1","1","1","0.11","0.51","0.27",
"HintsaWaza","0.11","1","1","1","0.11","0.57","0.27",
"HizbaTeklehymanot","0.19","1","0.3","0.05","0.19","0.3","0.55",
"ImbaRufael","0.08","1","1","1","0.08","0.03","0.27",
"Jijqe","0.14","1","1","1","0.14","0.14","0.64",
"JimanDeregeha","1","1","1","1","1","0.14","0.64",
"Jira","0.08","1","1","1","0.08","0.43","0.27",
"kabe","1","1","1","1","1","0.57","0.64",
"Karima","0.05","1","1","0.03","0.05","0.03","0.18",
"Keregna","1","1","1","1","1","0.16","0.64",
"Kihen","0.41","1","0.24","1","0.41","0.19","0.73",
"Kita","0.3","1","0.14","0.03","0.3","0.38","0.55",
"Korme","0.03","0.03","0.11","0.03","0.03","0.11","0.45",
"Ksadacki","1","1","1","1","1","0.22","0.36",
"Kudo","0.62","1","1","0.24","0.62","0.38","0.27",
"Kuluferha","1","1","1","1","1","0.86","0.45",
"KuluGizeLemlem","0.05","0.03","0.03","0.03","0.05","0.08","0.18",
"LaelayDayu","0.03","0.03","0.03","0.03","0.03","0.14","0.18",
"Laelayhahaile","0.62","1","1","0.14","0.62","0.27","0.27",
"LaelayMegariaTsemri","0.43","1","1","0.11","0.43","0.7","0.18",
"Lalaylogomti","0.24","1","1","0.03","0.24","0.11","0.36",
"Ledy","0.03","1","1","0.03","0.03","0.38","0.18",
"Lemlem","0.11","1","1","1","0.11","0.05","0.27",
"LemlemArena","0.19","1","0.08","1","0.19","0.11","0.18",
"Libo ","1","1","1","1","1","0.24","0.64",
"Limaat","0.05","0.03","0.03","0.03","0.05","0.05","0.18",
"Limat","0.27","1","1","1","0.27","0.22","0.27",
"Lul","0.11","1","1","0.03","0.11","0.03","0.09",
"LusinaAbegeldi","0.35","1","1","1","0.35","0.46","0.73",
"Maekelawi","0.41","1","1","0.54","0.41","0.32","0.36",
"MaekelSegli","1","1","1","1","1","0.24","0.45",
"MahbereWeyni","0.38","1","0.24","1","0.38","0.11","0.73",
"MariamShewito","0.24","1","1","0.08","0.24","0.49","0.36",
"Martadios","1","1","1","1","1","0.11","0.64",
"MayChekemte","0.43","1","1","0.16","0.43","0.46","0.36",
"MayNebri","0.65","1","1","0.22","0.65","0.49","0.27",
"Maysuru","0.68","1","1","0.16","0.68","0.38","0.18",
"MayTeklia","0.11","1","1","1","0.11","0.32","0.18",
"Mearey","0.11","1","1","1","0.11","0.16","0.27",
"Mechare","0.03","0.03","0.22","0.03","0.03","0.35","0.55",
"Mechena","1","1","1","1","1","0.22","0.45",
"MehalGoncha","0.22","1","1","0.03","0.22","0.35","0.64",
"Mekan ","0.05","0.05","0.27","0.05","0.05","0.43","0.55",
"MekaneGenet","0.22","1","1","0.03","0.22","0.27","0.36",
"Melabesh","0.05","1","0.11","0.03","0.05","0.03","0.27",
"MendereMariam","1","1","1","1","1","0.05","0.64",
"Menegobena","0.03","1","1","0.03","0.03","0.97","0.09",
"Menji","1","1","1","1","1","0.24","0.36",
"Mergech","0.03","1","1","0.03","0.03","1","0.09",
"Mesanu","0.41","0.08","0.19","0.27","0.41","0.11","0.55",
"Mesehle","1","1","1","1","1","0.51","0.45",
"Meswaeti ","0.05","0.03","0.11","0.03","0.05","0.3","0.55",
"Metkel","0.51","1","1","1","0.51","0.16","0.18",
"MetkelLemat","0.05","1","1","1","0.05","0.62","0.27",
"Mezbr","0.3","1","1","0.08","0.3","0.22","0.18",
"MichelDebre","1","1","1","1","1","0.08","0.64",
"Miraf","0.03","1","1","0.03","0.03","0.65","0.18",
"Misema","1","1","1","1","1","0.08","0.45",
"Mitad","1","1","1","1","1","0.03","0.64",
"MitinaYimach","0.03","1","1","0.03","0.03","0.08","0.45",
"Mozen","0.03","1","1","0.03","0.03","0.97","0.09",
"Mozutey","0.62","1","1","0.14","0.62","0.05","0.18",
"Mtsaiwerki","0.19","1","1","1","0.19","0.27","0.45",
"Nagash","0.62","1","0.11","0.14","0.62","0.38","0.18",
"Nebarhadinet","0.11","1","1","1","0.11","0.22","0.27",
"Nefasit","1","1","1","1","1","0.14","0.27",
"Negedebrhan","0.03","1","1","1","0.03","0.03","0.27",
"Niquara","0.38","1","1","0.11","0.38","0.19","0.64",
"Qoraro","0.7","1","1","1","0.7","0.51","0.27",
"RubaFelege","0.22","0.03","0.22","0.14","0.22","0.03","0.82",
"Santa gelebeda","0.62","1","1","1","0.62","0.3","0.27",
"SaratYerawoch","0.22","1","1","0.03","0.22","0.05","0.45",
"Sefo","0.62","1","1","0.11","0.62","0.3","0.27",
"Segena","0.22","1","1","0.03","0.22","0.46","0.64",
"Seka","1","1","1","1","1","0.49","0.27",
"Selamaya","0.3","1","1","1","0.3","0.16","0.73",
"SelamBekalsi","0.05","0.03","0.03","0.03","0.05","0.05","0.18",
"Selamber","0.05","1",,"0.03","0.05","0.03","0.27",
"SelamgieAmbarie","0.22","1","1","0.03","0.22","0.54","0.64",
"SelamH","0.65","1","1","0.14","0.65","0.35","0.27",
"SelamW","0.24","1","1","1","0.24","0.46","0.45",
"Selelkula","0.03","1","1","0.03","0.03","0.19","0.18",
"SelenWuha","0.05","0.03","0.03","0.03","0.05","0.03","0.18",
"Seloda","0.14","1","1","0.05","0.14","0.43","0.36",
"Sendada","0.65","1","0.3","0.08","0.65","0.59","0.18",
"Serawudi","1","1","1","1","1","0.16","0.64",
"Seret","0.05","1","1","0.3","0.05","0.14","0.18",
"Sero","0.68","1","1","0.14","0.68","0.41","0.18",
"Shamo","1","1","1","1","1","0.14","0.64",
"ShehochTehara","1","1","1","1","1","0.08","0.64",
"Shekatekli","0.19","1","1","1","0.19","0.24","0.27",
"Shunge","0.3","1","1","1","0.3","0.49","0.64",
"Simret","0.81","1","1","0.14","0.81","0.41","0.18",
"SimretS","0.05","0.05","0.16","0.03","0.05","0.35","0.55",
"SimretT","0.11","1","1","1","0.11","0.11","0.91",
"Sinkata","0.65","0.03","0.19","0.08","0.65","0.3","0.18",
"Siye","0.08","1","1","1","0.08","0.03","0.64",
"Smret","0.16","1","1","1","0.16","0.24","0.36",
"Sorya","0.05","1","0.03","0.03","0.05","0.11","0.27",
"Suha","0.03","1","1","0.03","0.03","0.24","0.09",
"Tahtayhaya","0.08","0.03","0.11","0.03","0.08","0.35","0.55",
"TahtayDaeroka","0.41","1","1","0.14","0.41","0.24","0.27",
"TahtayLegomti","0.24","1","1","0.08","0.24","0.38","0.36",
"TahtayMegariaTsebri","0.43","1","1","0.11","0.43","0.3","0.18",
"Tao","0.05","0.03","0.08","0.03","0.05","0.03","0.27",
"TaraGedam","1","1","1","1","1","0.14","0.55",
"TaraSenba","1","1","1","1","1","0.38","0.64",
"Tekea","0.08","1","0.3","0.05","0.08","0.14","0.36",
"Tekleweyni","0.08","1","1","1","0.08","0.08","0.64",
"Tetatiro","0.03","1","0.03","0.03","0.03","0.3","0.18",
"Tibaga","1","1","1","1","1","0.19","0.64",
"Tigage","0.3","1","0.14","0.05","0.3","0.7","0.45",
"Tsae","0.46","1","1","1","0.46","0.24","0.27",
"Tsetsera","0.05","0.05","0.03","0.05","0.05","0.3","0.27",
"Tseykeme","0.14","1","1","1","0.14","0.03","0.64",
"Tsigea","0.03","0.03","0.27","0.03","0.03","0.16","0.55",
"Ulaga","0.03","0.03","0.05","0.03","0.03","0.03","0.45",
"Wargba","0.03","0.03","0.22","0.03","0.03","0.16","0.55",
"Wariba","1","1","1","1","1","0.11","0.64",
"Wedikeshi","0.14","1","1","0.05","0.14","0.49","0.27",
"Werabaye","0.08","0.03","0.05","0.03","0.08","0.08","0.27",
"Werkamba","0.46","1","1","1","0.46","0.57","0.45",
"Wobo","0.03","1","0.03","0.03","0.03","0.3","0.18",
"Wonberoch","1","1","1","1","1","0.24","0.64",
"Wondye","0.22","1","1","0.03","0.22","0.46","0.64",
"Worego","0.03","1","1","0.03","0.03","0.78","0.18",
"WorgajaWagi","0.16","1","1","1","0.16","0.11","0.64",
"WoryaMeskel","0.14","1","0.16","0.03","0.14","0.03","0.09",
"Woyenti","0.24","1","1","0.08","0.24","0.76","0.27",
"Woynye","0.03","1","0.08","0.03","0.03","1","0.18",
"WuhdetG","0.81","1","1","0.14","0.81","0.35","0.18",
"WuhdetK","1","1","1","1","1","0.27","0.36",
"WushaTires","1","1","1","1","1","0.11","0.55",
"Yedwuha","0.05","1","0.03","0.03","0.05","0.7","0.18",
"Yeju","0.03","1","1","0.03","0.03","0.24","0.09",
"Yetefet","0.22","1","1","0.03","0.22","0.38","0.27",
"YifagAkababi","1","1","1","1","1","0.03","0.55",
"Yitihana","0.03","1","0.08","0.03","0.03","0.19","0.36",
"Zata","0.05","1","0.05","0.11","0.05","0.32","0.18",
"Ziha","1","1","1","1","1","0.05","0.45",
"ZihonHuha","0.08","1","0.08","0.03","0.08","0.14","0.27",
"ZobarYikuanda","0.14","1","0.11","0.03","0.14","0.05","0.09",
"Zongi","0.24","1","1","1","0.24","0.46","0.45",
