"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","34","53","0.11","75","1","75","1","75","1","52.9593357941176","0.11","0.305256759505397","0.3",,,"7.25523701438925","0.22"
"1984-1977","51","49","0.03","75","1","75","1","75","1","49.284591","0.03","0.291982941726765","0.16",,,"-15.1038687930228","0.03"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.30038670010433","0.22",,,"28.9513840934133","0.47"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.320959153831207","0.54",,,"32.8348252284387","0.5"
"1987-1980","0","66","0.35","75","1","75","1","75","1","66.2478181111111","0.35","0.319584233823623","0.51",,,"-0.797721662136126","0.06"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.32224416786889","0.57",,,"45.0260255321616","0.66"
"1989-1982","30","54","0.14","75","1","75","1","75","1","53.75397","0.14","0.324235842033312","0.62",,,"47.0536113272013","0.75"
"1990-1983","24","55","0.16","75","1","75","1","75","1","54.973325","0.16","0.283437851323852","0.05",,,"1.98625776662788","0.12"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.278156582650613","0.03",,,"7.41551474333631","0.25"
"1992-1985","0","70","0.41","75","1","75","1","75","1","69.572135","0.41","0.285455258433137","0.08",,,"22.5662022152133","0.38"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.304498633488931","0.27",,,"38.0380192922035","0.59"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.364442811530798","0.97",,,"55.5923589876167","0.88"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.317926609931063","0.46",,,"27.7695171520768","0.44"
"1996-1989","0","75","1","75","1","73.2","0.03","70","0.11","75","1","0.285994933258226","0.14",,,"44.0379181681269","0.62"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.297765325642078","0.19",,,"8.18801471746957","0.28"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.347982211519962","0.89",,,"64.5373611329425","0.97"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.326278982087461","0.65",,,"45.4574216216127","0.69"
"2000-1993","0","65","0.3","75","1","75","1","75","1","65.29809","0.3","0.3519971","0.92",,,"18","0.31"
"2001-1994","13","57","0.22","75","1","75","1","75","1","57.270751","0.22","0.330694","0.73",,,"6.1","0.19"
"2002-1995","0","67","0.38","75","1","75","1","75","1","66.633169","0.38","0.3042282","0.24",,,"1","0.09"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.329381","0.68",,,"48.1","0.78"
"2004-1997","48","50","0.08","75","1","75","1","75","1","50","0.08","0.3126976","0.43",,,"3.6","0.16"
"2005-1998","0","72","0.43","75","1","75","1","67","0.08","71.682439","0.43","0.2855613","0.11",,,"57.3","0.91"
"2006-1999","0","73","0.46","75","1","75","1","75","1","72.78484","0.46","0.3062118","0.35",,,"47","0.72"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.3119883","0.41","4.362904","0.27","68.8","1"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.3054001","0.32","3.620967","0.18","49.6","0.84"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.3115643","0.38","2.217742","0.09","35.3","0.56"
"2010-2003","17","56","0.19","75","1","75","1","75","1","56.3507627","0.19","0.3331817","0.81","7.459676","0.82","58.8","0.94"
"2011-2004","0","62","0.27","75","1","75","1","75","1","62.162087","0.27","0.331667","0.76","5.387097","0.45","20.8","0.34"
"2012-2005","0","73","0.49","75","1","75","1","66","0.03","73.325951","0.49","0.3392872","0.86","5.677419","0.64","25.7","0.41"
"2013-2006","0","66","0.32","75","1","75","1","75","1","65.860111","0.32","0.3237372","0.59","5.669355","0.55","34.8","0.53"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.3630759","0.95","8.975809","1","49.3","0.81"
"2015-2008","2","60","0.24","75","1","75","1","67","0.08","59.546005","0.24","0.3181243","0.49","4.580645","0.36",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.333162","0.78","8.040321","0.91",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.3371086","0.84","5.870967","0.73",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.3657733","1",,,,
"2019-2012","48","50","0.08","75","1","75","1","75","1","50","0.08","0.3297358","0.7",,,,
