"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","EndaFelasi","EndaFelasi","EndaFelasi","EndaFelasi","EndaFelasi","EndaFelasi","EndaFelasi","EndaFelasi"
"Region","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","30","0.54","0","67","0.24","0","0"
"1984-1977","100","3","0.05","50","53","0.08","150.13","0"
"1985-1978","16","16","0.22","0","75","1","16.29","0"
"1986-1979","0","25","0.41","0","75","1","0","0"
"1987-1980","0","55","0.95","27","60","0.22","26.85","0"
"1988-1981","0","19","0.27","0","75","1","0","0"
"1989-1982","0","33","0.59","0","75","1","0","0"
"1990-1983","0","20","0.3","48","54","0.11","47.93","0"
"1991-1984","0","44","0.78","0","75","1","0","1"
"1992-1985","100","0","0.03","0","69","0.32","100","0"
"1993-1986","0","35","0.65","0","75","1","0","0"
"1994-1987","0","48","0.84","0","75","1","0","0"
"1995-1988","91","6","0.11","0","75","1","90.81","0"
"1996-1989","0","62","0.97","0","75","1","0","0"
"1997-1990","0","35","0.62","63","50","0.05","62.96","0"
"1998-1991","0","50","0.92","0","75","1","0","0"
"1999-1992","0","29","0.46","0","75","1","0","0"
"2000-1993","0","30","0.49","0","75","1","0","0"
"2001-1994","84","7","0.14","63","50","0.05","146.95","1"
"2002-1995","100","3","0.08","31","59","0.19","130.88","0"
"2003-1996","2","18","0.24","0","71","0.35","1.74","0"
"2004-1997","0","25","0.41","33","58","0.16","32.63","1"
"2005-1998","0","25","0.41","0","75","1","0","0"
"2006-1999","0","31","0.57","46","55","0.14","46.01","0"
"2007-2000","0","41","0.73","0","75","1","0","0"
"2008-2001","0","27","0.43","0","75","1","0","0"
"2009-2002","0","38","0.7","0","75","1","0","1"
"2010-2003","0","41","0.76","0","68","0.27","0","0"
"2011-2004","0","48","0.86","0","75","1","0","0"
"2012-2005","0","30","0.51","0","75","1","0","0"
"2013-2006","0","21","0.32","0","68","0.3","0","0"
"2014-2007","84","7","0.16","0","75","1","83.76","0"
"2015-2008","69","9","0.19","0","75","1","69.23","0"
"2016-2009","0","49","0.89","0","75","1","0","1"
"2017-2010","0","35","0.68","0","75","1","0","0"
"2018-2011","0","46","0.81","0","75","1","0","0"
"2019-2012","0","64","1","0","75","1","0","0"
