"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Arena","Arena","Arena","Arena","Arena","Arena","Arena","Arena"
"Region","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","29","0.81","38","47","0.08","37.98","0"
"1984-1977","0","5","0.27","11","53","0.19","11.35","0"
"1985-1978","100","1","0.16","0","75","1","100","0"
"1986-1979","0","25","0.73","0","75","1","0","0"
"1987-1980","0","48","0.97","69","39","0.03","68.58","0"
"1988-1981","0","6","0.3","0","75","1","0","0"
"1989-1982","100","3","0.22","0","68","0.41","100","0"
"1990-1983","0","11","0.41","24","50","0.14","24","0"
"1991-1984","0","8","0.35","0","75","1","0","1"
"1992-1985","100","0","0.14","4","55","0.24","104.19","0"
"1993-1986","0","26","0.76","0","75","1","0","0"
"1994-1987","0","25","0.73","0","75","1","0","0"
"1995-1988","100","0","0.14","0","75","1","100","1"
"1996-1989","0","21","0.65","0","59","0.27","0","0"
"1997-1990","0","42","0.95","24","50","0.14","24","1"
"1998-1991","0","40","0.89","0","75","1","0","0"
"1999-1992","100","0","0.14","0","75","1","100","0"
"2000-1993","0","27","0.78","0","70","0.43","0","0"
"2001-1994","100","0","0.14","0","59","0.3","100","1"
"2002-1995","100","2","0.19","12","53","0.16","111.9","0"
"2003-1996","0","13","0.46","0","66","0.38","0","0"
"2004-1997","0","13","0.49","6","54","0.22","6.2","0"
"2005-1998","0","21","0.62","0","75","1","0","0"
"2006-1999","0","25","0.73","0","75","1","0","0"
"2007-2000","100","4","0.24","0","75","1","100","0"
"2008-2001","0","15","0.51","0","71","0.46","0","0"
"2009-2002","0","8","0.38","0","75","1","0","1"
"2010-2003","0","8","0.32","0","65","0.35","0","0"
"2011-2004","0","50","1","0","71","0.49","0","0"
"2012-2005","0","30","0.84","0","75","1","0","0"
"2013-2006","0","19","0.59","0","62","0.32","0","0"
"2014-2007","100","0","0.14","0","75","1","100","0"
"2015-2008","0","12","0.43","0","73","0.57","0","0"
"2016-2009","0","38","0.86","0","73","0.54","0","0"
"2017-2010","0","18","0.57","0","71","0.51","0","0"
"2018-2011","0","17","0.54","0","75","1","0","0"
"2019-2012","0","42","0.92","56","42","0.05","56.47","0"
