"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","3","26","0.24","67.78953","0.86","50.5","0.22","51","0.38","26.3097585350793","0.24","0.30733951138776","0.38",,,"133.966133496983","0.56"
"1984-1977","0","69","0.89","63.46513","0.68","75","1","64","0.81","68.90923","0.89","0.337135197453577","0.7",,,"141.0155853791","0.69"
"1985-1978","37","19","0.08","57.27496","0.51","47.4","0.16","50","0.35","18.7832742777778","0.08","0.295222288881807","0.24",,,"144.04606258785","0.75"
"1986-1979","0","50","0.7","64.48101","0.76","75","1","67","0.84","50","0.7","0.37131373540268","0.86",,,"128.927289379393","0.47"
"1987-1980","0","39","0.57","62.55263","0.62","74.9444444444444","0.78","58","0.57","39.1088037573016","0.57","0.269035926297863","0.14",,,"176.228531686988","0.94"
"1988-1981","0","32","0.35","57.49698","0.54","68.9","0.57","60","0.62","32.367977","0.35","0.280416498583015","0.22",,,"108.755666705305","0.22"
"1989-1982","4","26","0.22","43.2091","0.05","60.3","0.38","69","0.86","26.22321825","0.22","0.30621615405322","0.35",,,"148.933508893136","0.81"
"1990-1983","0","33","0.38","46.97799","0.08","34.1","0.03","38","0.08","32.910983","0.38","0.322476748616338","0.49",,,"131.595658314586","0.5"
"1991-1984","0","34","0.43","64.48101","0.76","57.5","0.32","62","0.7","34.292737","0.43","0.324152479442545","0.54",,,"181.101762564013","1"
"1992-1985","12","24","0.14","54.18404","0.38","66","0.49","56","0.46","24.26083","0.14","0.256937199969184","0.08",,,"107.651835199585","0.19"
"1993-1986","0","55","0.76","48.35254","0.16","70","0.65","64","0.81","55.4975429444444","0.76","0.309512469695613","0.41",,,"132.116377154688","0.53"
"1994-1987","0","57","0.78","54.18404","0.38","71.4","0.68","64","0.81","57.228747","0.78","0.249294910624118","0.03",,,"106.639038456121","0.16"
"1995-1988","0","28","0.27","47.35012","0.14","46.7","0.14","34","0.05","27.697278","0.27","0.345735063581323","0.73",,,"128.182835104362","0.44"
