"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","MayNebri","MayNebri","MayNebri","MayNebri","MayNebri","MayNebri","MayNebri","MayNebri"
"Region","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke","Werieleke"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","28","0.86","76","31","0.03","75.99","0"
"1984-1977","100","1","0.3","0","52","0.3","100","0"
"1985-1978","100","0","0.27","0","75","1","100","0"
"1986-1979","0","25","0.81","0","75","1","0","0"
"1987-1980","0","16","0.68","57","36","0.11","56.75","0"
"1988-1981","100","4","0.43","0","75","1","100","0"
"1989-1982","100","2","0.35","0","66","0.59","100","0"
"1990-1983","100","0","0.24","0","50","0.24","100","0"
"1991-1984","0","18","0.76","0","53","0.32","0","1"
"1992-1985","100","0","0.24","0","57","0.46","100","0"
"1993-1986","0","26","0.84","0","75","1","0","0"
"1994-1987","100","0","0.24","0","75","1","100","1"
"1995-1988","100","0","0.24","0","74","0.68","100","0"
"1996-1989","0","17","0.73","65","34","0.08","65.17","0"
"1997-1990","0","47","1","0","50","0.24","0","0"
"1998-1991","0","35","0.95","0","75","1","0","0"
"1999-1992","100","0","0.24","0","75","1","100","0"
"2000-1993","0","28","0.89","0","55","0.35","0","0"
"2001-1994","100","0","0.24","0","57","0.43","100","1"
"2002-1995","100","4","0.46","73","32","0.05","172.76","0"
"2003-1996","0","11","0.54","0","56","0.41","0","0"
"2004-1997","0","8","0.51","0","50","0.24","0","0"
"2005-1998","0","17","0.7","0","62","0.54","0","0"
"2006-1999","100","3","0.41","5","49","0.16","105.03","0"
"2007-2000","0","8","0.49","0","75","1","0","0"
"2008-2001","0","19","0.78","0","63","0.57","0","0"
"2009-2002","100","1","0.32","0","52","0.27","100","0"
"2010-2003","100","0","0.24","0","58","0.49","100","0"
"2011-2004","0","30","0.92","0","55","0.38","0","0"
"2012-2005","0","14","0.65","0","71","0.62","0","0"
"2013-2006","100","3","0.38","0","74","0.7","100","0"
"2014-2007","100","0","0.24","0","75","1","100","1"
"2015-2008","0","12","0.57","0","74","0.65","0","0"
"2016-2009","0","13","0.62","0","61","0.51","0","0"
"2017-2010","100","0","0.24","0","75","0.73","100","0"
"2018-2011","0","13","0.59","0","75","1","0","0"
"2019-2012","0","37","0.97","27","43","0.14","27.35","0"
