"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Hareko","Hareko","Hareko","Hareko","Hareko","Hareko","Hareko","Hareko"
"Region","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","27","0.81","31","35","0.11","31","0"
"1984-1977","0","8","0.41","87","18","0.03","87","0"
"1985-1978","0","5","0.22","0","54","0.35","0","0"
"1986-1979","0","25","0.76","0","75","1","0","0"
"1987-1980","0","33","0.89","0","62","0.54","0","0"
"1988-1981","100","0","0.08","0","75","1","100","0"
"1989-1982","0","52","1","30","35","0.14","29.96","0"
"1990-1983","0","6","0.27","4","43","0.24","4.39","0"
"1991-1984","0","20","0.7","0","75","1","0","1"
"1992-1985","100","0","0.05","46","30","0.05","146.28","1"
"1993-1986","0","34","0.92","0","75","1","0","0"
"1994-1987","0","18","0.62","0","75","1","0","0"
"1995-1988","100","2","0.14","0","61","0.51","100","0"
"1996-1989","0","35","0.95","0","75","1","0","0"
"1997-1990","0","28","0.84","0","66","0.62","0","1"
"1998-1991","0","16","0.57","0","66","0.65","0","0"
"1999-1992","0","15","0.51","0","75","1","0","0"
"2000-1993","0","9","0.43","0","75","1","0","0"
"2001-1994","0","6","0.38","0","48","0.27","0","0"
"2002-1995","0","6","0.35","7","42","0.22","7.4","1"
"2003-1996","0","30","0.86","0","56","0.41","0","0"
"2004-1997","0","5","0.24","15","40","0.16","14.65","0"
"2005-1998","0","19","0.65","0","75","1","0","0"
"2006-1999","0","25","0.76","0","51","0.3","0","0"
"2007-2000","0","16","0.59","0","75","1","0","0"
"2008-2001","0","15","0.54","0","63","0.59","0","0"
"2009-2002","100","0","0.05","0","75","1","100","0"
"2010-2003","100","3","0.16","0","59","0.46","100","0"
"2011-2004","0","27","0.78","0","56","0.43","0","1"
"2012-2005","0","6","0.3","0","75","1","0","0"
"2013-2006","0","19","0.68","0","61","0.49","0","0"
"2014-2007","100","4","0.19","35","34","0.08","134.67","0"
"2015-2008","0","13","0.46","15","40","0.19","14.56","0"
"2016-2009","0","6","0.32","0","68","0.68","0","0"
"2017-2010","100","1","0.11","0","63","0.57","100","0"
"2018-2011","0","15","0.49","0","51","0.32","0","0"
"2019-2012","0","37","0.97","0","55","0.38","0","0"
