"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.11",,"0.38"
"Abara","1","1","1","1","1","0.38",,"0.38"
"Abarwuha","0.08","1","1","1","0.08","0.3",,"0.38"
"Abaselima","1","1","1","1","1","0.43",,"0.38"
"Abina","0.05","1","0.05","1","0.05","0.08",,"0.38"
"AbrahaAtsbaha","0.68","1","1","1","0.68","0.14",,"0.75"
"Abrekuy","1","1","1","1","1","0.51",,"0.38"
"AdekeAla","1","1","1","1","1","0.76",,"0.5"
"Adekiney","0.43","1","1","1","0.43","0.11",,"0.53"
"AderSeg","1","1","1","1","1","0.05",,"0.38"
"Adibearj","1","1","1","1","1","0.19",,"0.56"
"AdiHa","1","1","1","1","1","0.41",,"0.75"
"AdiKisandid","0.73","1","1","1","0.73","0.08",,"0.75"
"Adisalem","0.08","1","1","1","0.08","0.22",,"0.41"
"AdisAlemS","1","1","1","1","1","0.24",,"0.5"
"AdisAlemW","1","1","1","1","1","0.27",,"0.59"
"Adiselam","1","1","1","1","1","0.05",,"0.75"
"Adishimbirkti","0.32","1","0.19","0.19","0.32","0.16",,"0.19"
"AdisKigni","0.57","1","1","1","0.57","0.43",,"0.09"
"Adiyikoro","1","1","1","1","1","0.24",,"0.59"
"Adizata","1","1","1","1","1","0.16",,"0.59"
"Adreb","1","1","1","1","1","0.14",,"0.75"
"AgazenMeda","0.16","1","1","1","0.16","0.19",,"0.38"
"Agazi","0.41","1","1","1","0.41","0.38",,"0.69"
"Agbe","0.49","1","1","1","0.49","0.19",,"0.75"
"Agela","0.14","1","1","1","0.14","0.65",,"0.75"
"Agid","1","1","1","1","1","0.54",,"0.66"
"AlemeTesfa","0.11","1","1","0.41","0.11","0.24",,"0.41"
"AmdiWeyane","1","1","1","1","1","0.19",,"0.5"
"Amedwuha","0.51","1","1","1","0.51","0.35",,"0.12"
"Ameno","0.27","1","1","1","0.27","0.27",,"0.75"
"Amisetya","0.11","1","0.11","0.14","0.11","0.22",,"0.62"
"Angot","0.08","1","1","1","0.08","0.38",,"0.38"
"Anigot","0.14","1","1","1","0.14","0.81",,"0.75"
"Ansheb","1","1","1","1","1","0.22",,"0.41"
"AquaShumoch","0.08","1","1","1","0.08","0.38",,"0.41"
"Aquha","0.11","1","0.11","0.22","0.11","0.11",,"0.62"
"Arena","1","1","1","1","1","0.24",,"0.69"
"Asmena","0.46","1","1","1","0.46","0.16",,"0.69"
"Asta","1","1","1","1","1","0.78",,"0.75"
"Atakilti","1","1","1","1","1","0.14",,"0.53"
"AwetBikalsi","1","1","1","1","1","0.38",,"0.75"
"AwusaMeda","0.11","1","1","1","0.11","0.14",,"0.41"
"Ayba","0.49","1","0.19","1","0.49","0.03",,"0.06"
"Aynalem","0.68","1","1","1","0.68","0.27",,"0.75"
"Bala","0.57","1","1","1","0.57","0.41",,"0.09"
"Balarab","0.11","1","0.05","1","0.11","0.24",,"0.62"
"Bamba","1","1","1","1","1","0.16",,"0.5"
"BarkaAdiswha","0.7","1","0.35","1","0.7","0.22",,"0.75"
"Begasheka","1","1","1","1","1","0.05",,"0.53"
"Berlay","0.11","1","1","1","0.11","0.89",,"0.41"
"Betgebez","1","1","1","1","1","0.49",,"0.91"
"Bethans","1","1","1","1","1","0.35",,"0.59"
"BilbWuha","1","1","1","1","1","0.65",,"0.56"
"Birkutea","1","1","1","1","1","0.24",,"0.75"
"Boneya","1","1","1","1","1","0.49",,"0.38"
"Burkoche","0.11","1","0.11","0.22","0.11","0.03",,"0.62"
"Cheli","1","1","1","1","1","0.16",,"0.5"
"Darubekeda","0.3","1","0.19","0.19","0.3","0.38",,"0.19"
"Deberkerbye","1","1","1","1","1","0.43",,"0.44"
"DeberAbaJale","1","1","1","1","1","0.27",,"0.41"
"DebrAbay","0.05","1","1","1","0.05","0.22",,"0.41"
"DebreAliays","0.16","1","1","1","0.16","0.16",,"0.41"
"Debrebirhan","1","1","1","1","1","0.05",,"0.66"
"Debrebrhan","0.73","1","1","1","0.73","0.24",,"0.62"
"DebreGenet","0.11","1","1","1","0.11","0.65",,"0.41"
"DebreGenetA","1","1","1","1","1","0.19",,"0.59"
"DebreGenetK","1","1","1","1","1","0.05",,"0.53"
"DebreGeorgis","0.11","1","1","0.46","0.11","0.14",,"0.41"
"DebreKidusan","0.11","1","1","1","0.11","0.27",,"0.41"
"Debremawie","0.11","1","1","1","0.11","0.38",,"0.41"
"Debreselam","1","1","1","1","1","0.24",,"0.66"
"Debrinetseb","1","1","1","1","1","0.11",,"0.53"
"Dekera","1","1","1","1","1","0.08",,"0.53"
"DembezaAmbaLay","0.11","1","1","1","0.11","0.68",,"0.41"
"Derit","0.08","1","1","1","0.08","0.14",,"0.38"
"Derita","1","1","1","1","1","0.65",,"0.75"
"Dinkashena","0.43","1","0.05","1","0.43","0.16",,"0.19"
"Ebo","0.68","1","0.14","0.24","0.68","0.22",,"0.06"
