"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","70","36","0.03","75","1","75","1","68","0.03","36.4226207374183","0.03","0.226811396658318","0.3",,,"6.99766216587074","0.06"
"1984-1977","11","51","0.19","75","1","72.9","0.05","75","1","51.2205903","0.19","0.2039013066926","0.03",,,"15.9022348054747","0.16"
"1985-1978","0","61","0.3","75","1","75","1","75","1","60.8661113","0.3","0.210422308088726","0.14",,,"38.5752583763635","0.62"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.239899554306878","0.51",,,"28.1293974384635","0.41"
"1987-1980","8","52","0.24","75","1","75","1","72","0.11","51.8867360539682","0.24","0.223729790752146","0.27",,,"15.482823871646","0.12"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.240799788678636","0.57",,,"24.6936820381466","0.31"
"1989-1982","39","44","0.05","75","1","75","1","75","1","44.347393","0.05","0.21449649385823","0.16",,,"44.3666440151468","0.69"
"1990-1983","10","52","0.22","75","1","75","1","70","0.05","51.616411","0.22","0.204663040716476","0.05",,,"16.2476000184024","0.19"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.208818015373998","0.11",,,"-2.36225536035202","0.03"
"1992-1985","16","50","0.16","75","1","69.8","0.03","71","0.08","50","0.16","0.238710762635798","0.46",,,"26.9015633091612","0.38"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.216931752881296","0.19",,,"29.223356420418","0.5"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.285119542211516","1",,,"58.5558367674006","0.91"
"1995-1988","0","67","0.38","75","1","75","1","75","1","67.381663110831","0.38","0.240996000486384","0.59",,,"53.9197519087692","0.84"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.235444501525436","0.41",,,"47.743316422327","0.78"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.233493975830481","0.35",,,"32.9265498885156","0.56"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.256519452936968","0.86",,,"47.665761998965","0.75"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.256854165092598","0.89",,,"59.9798255127334","0.94"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.2604542","0.92",,,"23.9","0.28"
"2001-1994","16","50","0.16","75","1","75","1","75","1","50","0.16","0.2395448","0.49",,,"26.1","0.34"
"2002-1995","35","45","0.08","75","1","75","1","75","1","45.2076","0.08","0.2206072","0.24",,,"10.4","0.09"
"2003-1996","0","61","0.35","75","1","75","1","75","1","61.17116","0.35","0.2405415","0.54",,,"23.8","0.25"
"2004-1997","0","68","0.43","75","1","75","1","75","1","68.0216601","0.43","0.2085301","0.08",,,"22.1","0.22"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.2189279","0.22",,,"44.4","0.72"
"2006-1999","0","75","1","75","1","75","1","75","1","75","1","0.2484374","0.73",,,"48.2","0.81"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2439785","0.65","11.82258","0.45","72","1"
"2008-2001","0","73","0.54","75","1","75","1","75","1","72.555521","0.54","0.2457979","0.68","7.306452","0.27","54.8","0.88"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.2367353","0.43","6.096774","0.09","34.6","0.59"
"2010-2003","0","75","1","75","1","75","1","75","1","75","1","0.2420506","0.62","13.93548","1","65","0.97"
"2011-2004","0","58","0.27","75","1","75","1","75","1","57.719867","0.27","0.2512687","0.78","11.91936","0.55","30.9","0.53"
"2012-2005","0","74","0.57","75","1","75","1","75","1","73.888018","0.57","0.2458139","0.7","10.14516","0.36","28.7","0.47"
"2013-2006","0","69","0.46","75","1","75","1","75","1","68.507218","0.46","0.2671899","0.95","12.43548","0.82","38.9","0.66"
"2014-2007","0","67","0.41","75","1","75","1","75","1","67.4428878","0.41","0.2791845","0.97","12.96774","0.91","28.5","0.44"
"2015-2008","33","46","0.11","75","1","75","1","75","1","45.69162","0.11","0.2308911","0.32","7.064516","0.18",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.234685","0.38","12.30645","0.73",,
"2017-2010","0","61","0.32","75","1","75","1","75","1","61.1579743","0.32","0.252277","0.81","11.96774","0.64",,
"2018-2011","0","69","0.49","75","1","75","1","75","1","69.118968","0.49","0.2490768","0.76",,,,
"2019-2012","0","72","0.51","75","1","75","1","75","1","71.869471","0.51","0.2564039","0.84",,,,
