"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","MekaneGenet","MekaneGenet","MekaneGenet","MekaneGenet","MekaneGenet","MekaneGenet","MekaneGenet","MekaneGenet"
"Region","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","58","10","0.14","48","54","0.14","106.17","0"
"1984-1977","0","68","1","35","58","0.19","34.7","0"
"1985-1978","0","25","0.46","0","75","1","0","0"
"1986-1979","0","50","0.84","0","75","1","0","0"
"1987-1980","28","14","0.19","49","54","0.11","77.31","0"
"1988-1981","0","22","0.32","0","75","1","0","0"
"1989-1982","100","2","0.05","0","75","1","100","0"
"1990-1983","0","19","0.3","0","68","0.24","0","0"
"1991-1984","0","25","0.43","0","75","1","0","1"
"1992-1985","0","28","0.49","68","48","0.03","67.77","0"
"1993-1986","0","23","0.35","62","50","0.08","62.07","0"
"1994-1987","0","34","0.65","0","74","0.41","0","0"
"1995-1988","0","31","0.57","0","75","1","0","1"
"1996-1989","0","29","0.51","0","75","1","0","0"
"1997-1990","0","65","0.95","0","75","1","0","1"
"1998-1991","0","54","0.86","0","75","1","0","0"
"1999-1992","0","36","0.73","0","75","1","0","0"
"2000-1993","5","16","0.24","0","75","1","5.1","0"
"2001-1994","0","42","0.78","0","73","0.35","0","0"
"2002-1995","0","35","0.68","0","73","0.38","0","0"
"2003-1996","0","32","0.59","0","75","1","0","0"
"2004-1997","0","25","0.41","41","56","0.16","41.43","0"
"2005-1998","0","18","0.27","0","75","1","0","0"
"2006-1999","100","0","0.03","62","50","0.08","162.07","0"
"2007-2000","8","16","0.22","0","75","1","8.33","0"
"2008-2001","0","67","0.97","0","75","1","0","1"
"2009-2002","0","34","0.62","0","75","1","0","0"
"2010-2003","0","36","0.7","0","72","0.32","0","0"
"2011-2004","0","41","0.76","0","68","0.27","0","0"
"2012-2005","57","10","0.16","0","75","1","56.67","0"
"2013-2006","69","9","0.11","0","75","1","68.8","0"
"2014-2007","0","31","0.54","0","69","0.3","0","0"
"2015-2008","0","24","0.38","19","63","0.22","18.88","0"
"2016-2009","0","56","0.89","0","75","1","0","0"
"2017-2010","100","2","0.08","0","75","1","100","0"
"2018-2011","0","62","0.92","0","75","1","0","1"
"2019-2012","0","47","0.81","0","75","1","0","0"
