"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","GelaMatebiya","GelaMatebiya","GelaMatebiya","GelaMatebiya","GelaMatebiya","GelaMatebiya","GelaMatebiya","GelaMatebiya"
"Region","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","18","15","0.24","3","60","0.24","21.79","0"
"1984-1977","0","50","0.78","71","35","0.05","71.14","0"
"1985-1978","0","28","0.49","0","75","1","0","0"
"1986-1979","0","35","0.62","0","75","1","0","0"
"1987-1980","0","50","0.81","82","31","0.03","82.24","0"
"1988-1981","0","56","0.86","0","75","1","0","0"
"1989-1982","0","24","0.38","0","75","1","0","0"
"1990-1983","0","25","0.43","0","65","0.27","0","0"
"1991-1984","0","35","0.59","0","75","1","0","1"
"1992-1985","100","0","0.03","16","55","0.14","116.34","0"
"1993-1986","0","22","0.3","30","50","0.08","29.73","1"
"1994-1987","0","57","0.92","0","75","1","0","1"
"1995-1988","42","12","0.16","5","59","0.22","46.9","0"
"1996-1989","0","62","0.97","0","75","1","0","0"
"1997-1990","0","54","0.84","0","75","1","0","0"
"1998-1991","100","3","0.08","0","75","1","100","0"
"1999-1992","24","14","0.22","0","75","1","23.54","0"
"2000-1993","41","12","0.19","0","75","1","41.17","0"
"2001-1994","0","22","0.32","0","75","1","0","0"
"2002-1995","0","36","0.7","0","70","0.32","0","0"
"2003-1996","0","26","0.46","0","75","1","0","0"
"2004-1997","0","23","0.35","19","54","0.11","18.52","1"
"2005-1998","0","34","0.57","0","75","1","0","0"
"2006-1999","100","3","0.05","0","75","1","100","0"
"2007-2000","0","35","0.65","0","75","1","0","0"
"2008-2001","0","42","0.73","0","75","1","0","0"
"2009-2002","0","56","0.89","0","74","0.38","0","1"
"2010-2003","48","11","0.14","7","58","0.19","55.2","0"
"2011-2004","0","62","0.95","0","75","1","0","0"
"2012-2005","0","30","0.51","0","75","1","0","0"
"2013-2006","0","32","0.54","0","75","1","0","0"
"2014-2007","0","25","0.43","0","73","0.35","0","0"
"2015-2008","0","36","0.68","0","67","0.3","0","0"
"2016-2009","0","21","0.27","0","75","1","0","0"
"2017-2010","80","7","0.11","0","75","1","80.48","0"
"2018-2011","0","48","0.76","0","75","1","0","0"
"2019-2012","0","75","1","11","57","0.16","10.73","0"
