"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","DebreGenetK","DebreGenetK","DebreGenetK","DebreGenetK","DebreGenetK","DebreGenetK","DebreGenetK","DebreGenetK"
"Region","KolaTembien","KolaTembien","KolaTembien","KolaTembien","KolaTembien","KolaTembien","KolaTembien","KolaTembien"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","31","0.54","0","75","1","0","0"
"1984-1977","100","2","0.05","37","56","0.05","136.9","0"
"1985-1978","12","16","0.24","0","75","1","11.93","0"
"1986-1979","0","36","0.65","0","75","1","0","0"
"1987-1980","0","61","0.92","0","75","1","0","0"
"1988-1981","0","42","0.76","0","75","1","0","0"
"1989-1982","0","34","0.62","0","75","1","0","0"
"1990-1983","93","6","0.11","67","47","0.03","159.58","0"
"1991-1984","0","55","0.89","0","75","1","0","0"
"1992-1985","100","0","0.03","29","58","0.11","128.64","0"
"1993-1986","0","43","0.78","0","75","1","0","0"
"1994-1987","0","46","0.81","0","75","1","0","0"
"1995-1988","0","25","0.41","0","75","1","0","0"
"1996-1989","0","75","1","31","57","0.08","30.76","0"
"1997-1990","0","48","0.84","0","75","1","0","0"
"1998-1991","0","32","0.57","0","75","1","0","0"
"1999-1992","0","25","0.43","0","75","1","0","0"
"2000-1993","0","27","0.46","0","74","0.32","0","0"
"2001-1994","89","6","0.14","0","74","0.35","89.21","0"
"2002-1995","0","28","0.49","28","58","0.14","27.95","0"
"2003-1996","0","21","0.27","0","72","0.3","0","0"
"2004-1997","0","25","0.41","10","63","0.19","10.05","0"
"2005-1998","0","25","0.41","0","75","1","0","0"
"2006-1999","0","31","0.51","0","75","1","0","0"
"2007-2000","38","12","0.19","0","75","1","37.82","0"
"2008-2001","100","2","0.08","0","75","1","100","0"
"2009-2002","0","41","0.73","0","75","1","0","0"
"2010-2003","0","65","0.95","19","61","0.16","18.68","1"
"2011-2004","0","50","0.86","0","75","1","0","0"
"2012-2005","0","25","0.41","0","75","1","0","0"
"2013-2006","74","8","0.16","7","64","0.22","80.48","1"
"2014-2007","34","13","0.22","0","75","1","33.73","1"
"2015-2008","0","25","0.41","0","66","0.27","0.14","1"
"2016-2009","0","32","0.59","0","75","1","0","1"
"2017-2010","0","37","0.68","0","75","1","0","0"
"2018-2011","0","41","0.7","0","66","0.24","0.2","0"
"2019-2012","0","75","1","0","75","1","0","0"
