"","Name","Region","Timing","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"127","Hawelti","RayaAzebo","Early","8","0","0","2","1","0","1","0","16","0","12","0","3","36","30","0","0","0","25","6","9","5","0","3","3","0","0","0","0","0","0","0","0","0","0","23","4"
"128","Hayelom","KinteAwelo","Early","28","11","11","50","57","1","0","0","18","0","29","32","0","27","27","32","1","19","0","4","14","7","0","20","5","4","0","5","32","12","0","7","21","14","0","16","0"
"129","Hintsa","Samre","Early","28","9","5","43","42","4","46","6","30","8","27","29","17","64","25","14","25","28","30","5","30","10","12","25","15","21","12","40","30","8","18","6","7","28","20","36","41"
"130","HintsaWaza","Samre","Early","28","9","5","43","42","4","46","6","30","8","27","29","17","64","25","14","25","28","30","5","30","10","12","25","15","21","12","40","30","8","18","6","7","28","20","36","41"
"131","HizbaTeklehymanot","Endamekoni","Early","4","0","0","6","1","0","0","0","16","0","8","0","3","33","22","0","0","2","6","5","9","5","0","0","8","3","0","0","0","0","0","0","0","2","0","23","5"
"132","ImbaRufael","TanquaAbergele","Early","30","2","1","47","56","10","32","7","41","12","35","40","25","61","50","30","23","27","32","29","35","17","25","36","16","23","39","49","29","16","3","13","14","50","23","51","55"
"133","Jijqe","Tanqua-Abergele","Early","32","2","15","54","62","38","46","6","58","12","59","50","25","65","59","50","20","26","26","30","34","28","28","41","39","22","54","52","36","25","4","21","15","50","35","52","55"
"134","JimanDeregeha","Ibinat","Early","18","50","28","35","58","61","23","25","34","5","26","50","29","62","54","28","29","30","22","41","29","21","25","10","26","54","58","23","56","29","6","25","31","30","19","48","74"
"135","Jira","Naeder-Adet","Early","43","5","29","50","69","61","71","25","52","30","73","50","48","75","75","64","43","29","41","16","50","24","50","55","18","43","56","61","50","32","26","38","25","54","34","54","73"
"136","kabe","Libo Kemkem","Early","62","50","52","66","75","75","75","51","52","51","60","75","75","75","75","67","40","51","75","50","63","40","44","74","75","70","64","53","75","60","47","75","50","50","51","75","75"
"137","Karima","Shebel Berenta","Early","15","53","2","50","37","36","22","34","50","16","68","50","25","50","63","37","37","32","50","27","38","17","21","10","39","61","50","36","57","25","44","0","50","58","15","50","48"
"138","Keregna","Libo Kemkem","Early","69","75","49","52","75","65","71","50","39","40","59","59","72","71","75","66","39","43","75","50","59","28","44","75","72","70","64","41","75","50","50","57","66","50","68","75","75"
"139","Kihen","KinteAwelo","Early","9","12","15","29","39","1","1","7","32","0","41","40","6","43","40","35","7","30","25","6","13","0","6","32","11","6","1","15","19","13","2","11","35","21","8","4","5"
"140","Kita","Ibinat","Early","50","25","7","25","11","28","1","7","33","0","14","9","0","50","40","3","25","22","16","27","4","23","32","0","28","21","25","0","28","9","25","0","0","8","7","41","39"
"141","Korme","RayaAzebo","Early","11","0","0","25","1","0","1","0","0","0","0","0","3","14","37","0","0","2","13","8","0","5","0","0","3","10","0","0","14","0","0","0","0","0","5","5","8"
"142","Ksadacki","Naeder-Adet","Early","41","10","35","50","75","59","69","13","46","31","63","50","36","75","75","75","29","25","29","10","49","21","44","25","36","34","68","73","50","38","25","25","25","54","52","69","75"
"143","Kudo","Ahferom","Early","27","5","0","36","32","5","3","0","7","0","26","25","0","25","45","20","0","29","9","5","15","8","11","23","8","0","8","0","25","21","4","0","0","7","0","5","47"
"144","Kuluferha","Medebay-Zana","Early","53","7","38","37","75","54","75","6","21","30","59","38","43","75","75","70","44","25","12","15","23","28","73","30","55","30","53","50","63","32","30","50","37","58","43","62","75"
"145","KuluGizeLemlem","Alamata","Early","10","0","0","25","2","0","1","0","0","0","0","0","3","18","37","0","2","22","13","8","0","5","0","0","0","6","0","4","19","8","0","0","0","0","5","0","9"
"146","LaelayDayu","Alamata","Early","11","0","0","25","1","0","1","0","0","0","0","0","3","14","37","0","0","2","13","8","0","5","0","0","3","10","0","0","14","0","0","0","0","0","5","5","8"
"147","Laelayhahaile","Ahferom","Early","27","5","0","36","32","5","3","0","7","0","26","25","0","25","45","20","0","29","9","5","15","8","11","23","8","0","8","0","25","21","4","0","0","7","0","5","47"
"148","LaelayMegariaTsemri","Ahferom","Early","28","30","5","25","37","4","3","0","4","19","30","50","9","40","51","20","6","23","9","9","16","11","12","28","11","0","18","0","25","30","4","0","0","8","0","5","20"
"149","Lalaylogomti","Adwa","Early","31","7","6","25","51","10","8","0","6","0","36","50","17","41","60","44","13","27","0","10","30","22","14","25","32","8","30","45","35","25","25","7","0","27","39","55","60"
"150","Ledy","Shebel Berenta","Early","21","46","3","65","38","23","15","32","38","21","56","57","28","50","75","44","42","31","75","32","23","25","19","35","44","66","50","29","50","25","42","25","46","64","4","72","61"
"151","Lemlem","TanquaAbergele","Early","29","16","1","49","40","22","43","11","42","8","34","25","9","62","49","25","17","22","27","23","27","13","42","36","3","11","15","27","39","16","7","12","0","23","0","49","54"
"152","LemlemArena","Samre","Early","28","8","5","25","42","0","52","6","34","5","27","31","2","53","18","15","14","13","14","6","31","7","13","20","14","19","0","15","31","7","22","3","12","7","2","5","58"
"153","Libo ","Libo Kemkem","Early","31","50","29","41","75","71","35","50","32","0","43","67","37","69","75","48","35","30","72","50","31","17","31","43","59","64","53","20","66","36","37","28","50","36","30","62","74"
"154","Limaat","Alamata","Early","10","0","0","25","2","0","1","0","0","0","0","0","3","18","37","0","2","22","13","8","0","5","0","0","0","6","0","4","19","8","0","0","0","0","5","0","9"
"155","Limat","Tanqua-Abergele","Early","31","2","16","36","61","42","34","6","55","0","43","46","25","75","48","32","25","27","6","28","21","25","25","31","12","2","41","65","50","25","8","13","25","32","37","41","75"
"156","Lul","Enesie Sar Midir","Early","8","50","1","25","6","30","11","0","36","5","64","19","0","50","53","8","27","19","17","30","27","14","10","20","21","42","20","25","29","14","0","0","41","57","0","67","47"
"157","LusinaAbegeldi","Ibinat","Early","13","50","27","25","59","46","20","8","34","0","9","42","6","50","54","3","23","14","23","26","20","23","30","0","36","26","53","32","33","19","12","25","15","21","6","47","69"
"158","Maekelawi","WiereLahe","Early","30","6","6","25","52","10","11","11","6","0","35","50","6","40","41","44","12","27","0","4","31","20","17","18","34","8","6","32","41","30","25","25","8","39","38","36","49"
"159","MaekelSegli","WiereLahe","Early","30","7","16","30","54","21","58","18","41","0","35","50","15","70","59","50","29","29","7","1","10","25","31","30","34","35","48","42","50","28","19","25","9","48","38","54","75"
"160","MahbereWeyni","KinteAwelo","Early","27","13","14","25","38","1","0","0","32","0","36","38","7","40","35","26","5","23","0","4","13","0","0","28","11","6","0","6","22","12","1","10","35","13","8","9","0"
"161","MariamShewito","Adwa","Early","30","30","5","39","56","11","3","0","8","12","26","38","10","30","66","44","4","27","4","10","30","16","12","16","18","18","20","21","25","25","20","0","0","20","3","24","53"
"162","Martadios","Libo Kemkem","Early","31","50","29","41","75","71","35","50","32","0","43","67","37","69","75","48","35","30","72","50","31","17","31","43","59","64","53","20","66","36","37","28","50","36","30","62","74"
"163","MayChekemte","Werieleke","Early","29","7","5","25","54","9","3","10","6","0","26","36","6","22","60","44","0","26","0","5","30","16","21","18","15","0","11","19","31","29","25","0","0","19","17","18","60"
"164","MayNebri","Werieleke","Early","28","1","0","25","16","4","2","0","18","0","26","0","0","17","47","35","0","28","0","4","11","8","17","3","8","19","1","0","30","14","3","0","12","13","0","13","37"
"165","Maysuru","Ahferom","Early","27","8","0","39","31","4","2","0","0","8","30","25","0","35","45","21","2","27","9","5","15","8","12","29","8","0","7","19","25","30","4","0","0","13","0","5","12"
"166","MayTeklia","Samre","Early","28","9","5","43","42","4","46","6","30","8","27","29","17","64","25","14","25","28","30","5","30","10","12","25","15","21","12","40","30","8","18","6","7","28","20","36","41"
"167","Mearey","TanquaAbergele","Early","29","16","1","49","40","22","43","11","42","8","34","25","9","62","49","25","17","22","27","23","27","13","42","36","3","11","15","27","39","16","7","12","0","23","0","49","54"
"168","Mechare","RayaAzebo","Early","9","0","0","0","1","0","0","0","7","0","12","0","3","9","41","0","0","0","25","6","9","10","0","3","3","0","0","0","0","0","0","0","0","0","0","5","5"
"169","Mechena","Ibinat","Early","15","50","29","40","75","62","34","46","38","15","31","65","31","67","62","40","25","32","50","43","31","17","40","40","42","53","58","28","72","36","16","25","75","46","31","63","75"
"170","MehalGoncha","Goncha Siso Enesie","Early","10","69","27","50","22","23","8","32","50","31","37","34","30","37","63","60","41","24","37","47","21","18","20","7","37","60","34","13","44","17","25","31","38","57","2","63","61"
"171","Mekan ","Endamekoni","Early","3","0","0","3","1","0","1","0","13","0","0","0","3","25","24","0","1","2","6","0","9","5","0","0","6","7","0","0","0","0","0","0","0","0","0","20","5"
"172","MekaneGenet","Enesie Sar Midir","Early","10","68","25","50","14","22","2","19","25","28","23","34","31","29","65","54","36","16","42","35","32","25","18","0","16","67","34","36","41","10","9","31","24","56","2","62","47"
"173","Melabesh","Enesie Sar Midir","Early","7","48","0","25","5","29","2","8","23","6","50","25","0","38","66","13","29","16","17","14","17","13","10","14","20","38","18","24","39","8","0","0","14","37","0","50","60"
"174","MendereMariam","Libo Kemkem","Early","26","75","13","47","70","63","48","9","41","25","41","75","36","56","74","60","41","16","59","46","37","24","38","55","67","69","61","43","69","49","35","43","37","47","43","68","75"
"175","Menegobena","Shebel Berenta","Early","12","55","3","50","40","26","25","34","50","21","55","54","25","50","63","40","34","51","58","33","37","25","25","32","40","75","50","49","53","29","47","0","54","59","3","50","54"
"176","Menji","KolaTembien","Early","32","3","16","33","74","42","60","11","51","0","58","45","25","75","54","50","29","27","16","36","38","24","25","31","13","32","59","62","50","25","7","11","25","43","38","51","75"
"177","Mergech","Shebel Berenta","Early","24","56","3","62","40","25","18","33","43","24","57","57","25","50","74","43","33","49","75","35","40","25","25","32","38","75","50","44","45","25","37","0","54","63","3","50","64"
"178","Mesanu","KinteAwelo","Early","19","12","14","25","38","1","0","0","16","0","36","38","7","36","31","35","5","19","0","4","13","0","0","29","13","6","0","0","26","11","1","10","35","13","9","0","0"
"179","Mesehle","Medebay-Zana","Early","54","6","46","46","73","54","75","10","25","37","75","38","42","75","75","68","50","25","34","19","31","28","75","30","66","54","46","63","61","33","32","50","12","58","49","60","75"
"180","Meswaeti ","Endamekoni","Early","3","0","0","3","1","0","1","0","13","0","0","0","3","25","24","0","1","2","6","0","9","5","0","0","6","7","0","0","0","0","0","0","0","0","0","20","5"
"181","Metkel","Hintalo Wajerat","Early","28","15","11","25","45","5","52","6","23","0","30","36","2","54","23","37","25","25","8","1","31","4","0","22","19","24","1","19","29","8","14","9","27","38","21","15","30"
"182","MetkelLemat","Samre","Early","29","21","3","50","37","0","42","8","45","8","26","29","22","65","22","13","15","28","30","3","32","10","13","35","9","6","12","25","29","20","25","2","9","18","5","17","41"
"183","Mezbr","Ahferom","Early","28","30","6","41","56","4","3","0","20","11","26","50","13","33","55","20","6","24","3","13","19","19","12","30","13","18","13","11","25","25","25","8","0","13","4","29","42"
"184","MichelDebre","Libo Kemkem","Early","26","75","13","47","70","63","48","9","41","25","41","75","36","56","74","60","41","16","59","46","37","24","38","55","67","69","61","43","69","49","35","43","37","47","43","68","75"
"185","Miraf","Shebel Berenta","Early","13","71","3","70","38","33","23","34","42","23","50","50","26","50","62","33","41","42","59","36","30","25","20","26","42","68","50","32","49","29","48","0","43","59","4","60","55"
"186","Misema","Werieleke","Early","68","25","67","69","75","75","75","50","18","75","75","50","75","71","75","65","64","64","50","39","73","29","70","66","69","68","75","72","75","75","32","43","75","75","63","75","75"
"187","Mitad","Libo Kemkem","Early","19","75","41","42","73","64","70","44","37","26","48","75","60","61","75","54","38","40","64","41","43","21","32","71","75","70","58","39","75","48","31","26","49","50","38","75","70"
"188","MitinaYimach","Enesie Sar Midir","Early","8","68","0","50","11","18","2","19","25","12","21","24","31","29","42","50","29","9","19","36","12","11","12","0","17","30","18","35","28","22","3","0","19","56","1","63","51"
"189","Mozen","Shebel Berenta","Early","12","55","3","50","40","26","25","34","50","21","55","54","25","50","63","40","34","51","58","33","37","25","25","32","40","75","50","49","53","29","47","0","54","59","3","50","54"
"190","Mozutey","Hawzien","Early","26","10","8","27","26","0","1","0","12","0","32","8","2","35","15","31","0","25","0","4","14","2","5","29","3","3","1","0","25","9","0","3","21","12","4","9","0"
"191","Mtsaiwerki","KolaTembien","Early","35","28","25","56","73","50","65","11","63","2","68","50","30","75","75","75","29","28","36","30","50","28","48","30","29","37","61","66","50","27","5","19","22","46","41","58","75"
"192","Nagash","KinteAwelo","Early","26","10","10","26","32","0","0","0","13","0","39","27","3","30","20","30","0","33","0","4","14","2","0","20","3","3","0","0","25","12","0","5","27","12","0","5","0"
"193","Nebarhadinet","Samre","Early","29","16","1","49","40","22","43","11","42","8","34","25","9","62","49","25","17","22","27","23","27","13","42","36","3","11","15","27","39","16","7","12","0","23","0","49","54"
"194","Nefasit","Medebay-Zana","Early","53","7","38","37","75","54","75","6","21","30","59","38","43","75","75","70","44","25","12","15","23","28","73","30","55","30","53","50","63","32","30","50","37","58","43","62","75"
"195","Negedebrhan","TanquaAbergele","Early","30","14","2","49","42","5","26","7","49","20","47","24","25","75","51","40","15","17","29","29","40","25","18","31","19","7","42","34","39","25","8","14","18","50","18","53","54"
"196","Niquara","Ibinat","Early","40","36","31","25","41","33","20","7","34","0","14","15","4","50","56","3","24","16","23","23","15","24","30","0","28","23","27","25","30","10","25","0","0","21","7","39","58"
"197","Qoraro","Hawzien","Early","28","11","9","50","57","8","3","11","9","0","26","30","0","43","40","36","1","27","0","4","10","8","12","29","0","10","0","2","46","25","4","5","23","40","8","17","33"
"198","RubaFelege","Atsbi","Early","26","11","10","26","32","5","0","0","5","0","40","29","3","31","21","30","1","32","0","4","13","2","0","21","11","3","0","0","25","11","0","7","29","12","1","4","0"
"199","Santa gelebeda","KolaTembien","Early","29","7","4","50","68","8","17","14","21","0","35","54","0","47","29","34","15","27","0","0","25","7","10","18","9","1","6","34","46","28","9","2","21","42","13","35","50"
"200","SaratYerawoch","Goncha Siso Enesie","Early","9","69","25","45","13","22","9","25","25","31","14","34","30","28","57","61","42","12","36","43","15","17","17","22","14","59","21","37","41","15","14","25","20","56","1","70","44"
"201","Sefo","Ahferom","Early","27","5","0","36","32","5","3","0","7","0","26","25","0","25","45","20","0","29","9","5","15","8","11","23","8","0","8","0","25","21","4","0","0","7","0","5","47"
"202","Segena","Goncha Siso Enesie","Early","9","69","25","45","13","22","9","25","25","31","14","34","30","28","57","61","42","12","36","43","15","17","17","22","14","59","21","37","41","15","14","25","20","56","1","70","44"
"203","Seka","Naeder-Adet","Early","41","10","35","50","75","59","69","13","46","31","63","50","36","75","75","75","29","25","29","10","49","21","44","25","36","34","68","73","50","38","25","25","25","54","52","69","75"
"204","Selamaya","Ibinat","Early","20","50","27","25","59","38","25","25","34","5","26","34","6","50","54","28","14","26","27","41","27","29","34","6","23","49","39","46","41","16","25","25","25","22","19","49","74"
"205","SelamBekalsi","Alamata","Early","10","0","0","25","2","0","1","0","0","0","0","0","3","18","37","0","2","22","13","8","0","5","0","0","0","6","0","4","19","8","0","0","0","0","5","0","9"
"206","Selamber","Enesie Sar Midir","Early","7","67","2","25","24","10","2","10","23","18","25","17","7","29","55","45","28","17","20","25","15","14","13","15","18","29","12","23","29","19","2","0","16","48","1","53","46"
"207","SelamgieAmbarie","Goncha Siso Enesie","Early","10","69","27","50","22","23","8","32","50","31","37","34","30","37","63","60","41","24","37","47","21","18","20","7","37","60","34","13","44","17","25","31","38","57","2","63","61"
"208","SelamH","Hawzien","Early","28","0","0","50","35","4","0","0","9","0","11","0","0","12","33","26","0","18","0","4","14","8","7","29","3","18","1","0","31","16","0","0","11","24","3","16","13"
"209","SelamW","WiereLahe","Early","31","6","21","25","54","11","33","11","6","0","35","50","17","64","49","50","9","27","0","6","29","25","5","25","43","23","38","43","41","30","25","7","0","40","36","55","49"
"210","Selelkula","Shebel Berenta","Early","13","71","3","70","38","33","23","34","42","23","50","50","26","50","62","33","41","42","59","36","30","25","20","26","42","68","50","32","49","29","48","0","43","59","4","60","55"
"211","SelenWuha","Alamata","Early","10","0","0","25","2","0","1","0","0","0","0","0","3","18","37","0","2","22","13","8","0","5","0","0","0","6","0","4","19","8","0","0","0","0","5","0","9"
"212","Seloda","Adwa","Early","32","29","24","38","72","12","19","0","19","11","30","50","16","40","69","40","9","26","4","12","25","18","11","29","18","18","31","24","31","25","25","18","0","21","30","24","63"
"213","Sendada","SaesiTsaedaemba","Early","26","0","0","25","3","3","0","0","9","0","26","4","0","29","8","19","0","30","0","4","14","2","0","7","3","2","0","0","25","8","6","0","11","18","0","5","0"
"214","Serawudi","Ibinat","Early","15","50","29","40","75","62","34","46","38","15","31","65","31","67","62","40","25","32","50","43","31","17","40","40","42","53","58","28","72","36","16","25","75","46","31","63","75"
"215","Seret","Emba-Alaje","Early","26","0","0","42","7","0","1","0","13","0","9","0","3","36","21","0","2","0","10","7","9","5","5","0","12","4","0","0","15","6","5","0","0","12","0","25","4"
"216","Sero","Ahferom","Early","27","8","0","39","31","4","2","0","0","8","30","25","0","35","45","21","2","27","9","5","15","8","12","29","8","0","7","19","25","30","4","0","0","13","0","5","12"
"217","Shamo","Libo Kemkem","Early","18","50","31","39","75","62","60","50","31","35","47","67","38","69","74","52","25","39","65","43","35","21","40","67","52","71","56","35","75","50","25","25","50","47","30","75","75"
"218","ShehochTehara","Libo Kemkem","Early","27","50","39","39","75","64","68","50","30","38","60","75","60","75","74","59","38","43","74","50","43","20","40","71","55","75","54","35","75","51","45","30","50","50","35","75","72"
"219","Shekatekli","TanquaAbergele","Early","31","7","16","36","61","34","20","7","49","6","41","49","25","57","47","31","23","27","11","29","29","25","18","41","25","20","43","61","29","23","3","7","25","50","36","53","55"
"220","Shunge","Ibinat","Early","20","50","27","25","59","38","25","25","34","5","26","34","6","50","54","28","14","26","27","41","27","29","34","6","23","49","39","46","41","16","25","25","25","22","19","49","74"
"221","Simret","Ganta-afeshum","Early","7","0","0","41","14","5","1","0","0","8","30","0","0","25","34","17","2","25","9","5","11","2","19","29","6","0","10","20","25","28","0","0","0","13","0","4","12"
"222","SimretS","Endamekoni","Early","3","0","0","3","1","0","1","0","13","0","0","0","3","25","24","0","1","2","6","0","9","5","0","0","6","7","0","0","0","0","0","0","0","0","0","20","5"
"223","SimretT","TanquaAbergele","Early","34","2","25","57","60","50","72","7","62","20","59","50","29","75","74","75","19","26","33","30","46","25","37","30","42","22","62","53","39","25","5","15","22","45","38","59","54"
"224","Sinkata","SaesiTsaedaemba","Early","26","0","0","25","3","3","0","0","9","0","26","4","0","29","8","19","0","30","0","4","14","2","0","7","3","2","0","0","25","8","6","0","11","18","0","5","0"
"225","Siye","TanquaAbergele","Early","31","2","25","36","45","27","51","5","56","20","58","39","25","75","59","50","22","23","29","30","37","25","32","30","36","6","59","47","26","25","4","18","18","50","28","52","54"
"226","Smret","KolaTembien","Early","33","3","15","36","67","43","42","11","58","0","59","50","25","73","65","75","29","27","21","30","40","25","21","31","30","31","58","62","50","25","8","9","25","34","38","51","75"
"227","Sorya","Alamata","Early","25","0","0","25","2","10","1","0","0","0","0","0","3","17","35","0","21","2","12","0","0","8","0","0","0","9","0","0","12","11","0","0","0","0","0","6","0"
"228","Suha","Shebel Berenta","Early","24","56","3","62","40","25","18","33","43","24","57","57","25","50","74","43","33","49","75","35","40","25","25","32","38","75","50","44","45","25","37","0","54","63","3","50","64"
"229","Tahtayhaya","Endamekoni","Early","3","0","0","5","0","0","1","0","8","0","0","0","3","39","28","0","0","2","6","7","9","5","0","0","0","5","0","0","0","0","0","0","0","0","0","19","5"
"230","TahtayDaeroka","Ahferom","Early","29","29","5","25","36","5","3","0","4","0","26","25","6","28","49","45","4","27","0","5","30","11","11","17","15","0","11","9","25","25","4","0","0","12","0","5","30"
"231","TahtayLegomti","Adwa","Early","31","7","6","25","51","10","8","0","6","0","36","50","17","41","60","44","13","27","0","10","30","22","14","25","32","8","30","45","35","25","25","7","0","27","39","55","60"
"232","TahtayMegariaTsebri","Ahferom","Early","28","30","5","25","37","4","3","0","4","19","30","50","9","40","51","20","6","23","9","9","16","11","12","28","11","0","18","0","25","30","4","0","0","8","0","5","20"
"233","Tao","Alamata","Early","10","0","0","25","2","0","1","0","0","0","0","0","3","16","34","0","2","2","13","9","0","5","0","0","1","11","0","0","13","0","0","0","0","0","0","4","8"
"234","TaraGedam","Libo Kemkem","Early","19","75","41","42","73","64","70","44","37","26","48","75","60","61","75","54","38","40","64","41","43","21","32","71","75","70","58","39","75","48","31","26","49","50","38","75","70"
"235","TaraSenba","Ibinat","Early","14","50","29","45","75","66","33","25","39","3","26","58","21","67","60","31","16","20","55","41","21","18","29","43","48","49","60","14","62","32","19","25","36","21","24","56","75"
"236","Tekea","Emba-Alaje","Early","5","0","0","19","1","0","0","0","15","0","5","0","3","37","20","0","0","0","8","7","9","5","0","0","5","2","0","0","0","5","0","0","0","12","0","21","4"
"237","Tekleweyni","TanquaAbergele","Early","31","2","25","36","45","27","51","5","56","20","58","39","25","75","59","50","22","23","29","30","37","25","32","30","36","6","59","47","26","25","4","18","18","50","28","52","54"
"238","Tetatiro","Shebel Berenta","Early","24","65","2","32","38","32","28","18","36","21","50","57","28","75","73","50","33","30","75","29","39","24","13","31","44","66","25","35","28","25","28","25","50","48","4","70","64"
"239","Tibaga","Libo Kemkem","Early","49","50","40","44","75","65","70","50","33","40","53","75","70","75","75","51","38","41","73","50","51","22","39","75","68","73","54","40","75","53","50","35","61","50","34","75","75"
"240","Tigage","Ibinat","Early","52","35","7","25","10","19","1","11","33","0","5","7","0","32","36","0","25","20","16","24","8","10","25","0","28","24","25","0","1","7","25","0","0","4","7","40","40"
"241","Tsae","Werieleke","Early","30","5","14","46","50","11","11","12","10","0","35","50","6","55","37","44","15","27","0","3","21","19","5","25","36","2","14","41","43","30","19","0","14","50","26","45","65"
"242","Tsetsera","Alamata","Early","7","0","0","25","2","10","1","0","0","0","0","0","3","24","37","0","22","2","13","0","0","10","0","0","0","12","0","0","0","8","0","0","0","0","0","25","4"
"243","Tseykeme","TanquaAbergele","Early","32","2","15","54","62","38","46","6","58","12","59","50","25","65","59","50","20","26","26","30","34","28","28","41","39","22","54","52","36","25","4","21","15","50","35","52","55"
"244","Tsigea","RayaAzebo","Early","8","0","0","2","1","0","1","0","16","0","12","0","3","36","30","0","0","0","25","6","9","5","0","3","3","0","0","0","0","0","0","0","0","0","0","23","4"
"245","Ulaga","RayaAzebo","Early","10","0","0","32","2","0","1","0","0","0","0","0","3","17","35","0","2","2","13","8","0","5","0","0","2","8","0","0","15","9","0","0","0","0","5","0","12"
"246","Wargba","Raya Azebo","Early","8","0","0","2","1","0","1","0","16","0","12","0","3","36","30","0","0","0","25","6","9","5","0","3","3","0","0","0","0","0","0","0","0","0","0","23","4"
"247","Wariba","Ibinat","Early","14","58","28","27","57","52","15","25","34","15","26","44","27","66","59","42","38","31","50","50","25","27","26","12","28","56","52","31","60","36","14","41","31","34","25","51","74"
"248","Wedikeshi","Adwa","Early","32","29","24","38","72","12","19","0","19","11","30","50","16","40","69","40","9","26","4","12","25","18","11","29","18","18","31","24","31","25","25","18","0","21","30","24","63"
"249","Werabaye","Raya Azebo","Early","3","0","0","5","0","0","1","0","8","0","0","0","3","39","28","0","0","2","6","7","9","5","0","0","0","5","0","0","0","0","0","0","0","0","0","19","5"
"250","Werkamba","KolaTembien","Early","31","2","16","33","54","34","36","25","45","0","35","47","8","63","25","50","28","28","7","10","17","25","25","31","11","24","36","52","45","30","17","12","9","47","34","50","73"
"251","Wobo","Shebel Berenta","Early","24","65","2","32","38","32","28","18","36","21","50","57","28","75","73","50","33","30","75","29","39","24","13","31","44","66","25","35","28","25","28","25","50","48","4","70","64"
"252","Wonberoch","Ibinat","Early","14","50","29","45","75","66","33","25","39","3","26","58","21","67","60","31","16","20","55","41","21","18","29","43","48","49","60","14","62","32","19","25","36","21","24","56","75"
"253","Wondye","Goncha Siso Enesie","Early","9","69","25","45","13","22","9","25","25","31","14","34","30","28","57","61","42","12","36","43","15","17","17","22","14","59","21","37","41","15","14","25","20","56","1","70","44"
"254","Worego","Shebel Berenta","Early","13","71","3","70","38","33","23","34","42","23","50","50","26","50","62","33","41","42","59","36","30","25","20","26","42","68","50","32","49","29","48","0","43","59","4","60","55"
"255","WorgajaWagi","Ibinat","Early","9","50","27","41","34","57","30","8","35","0","26","55","21","66","61","4","21","7","61","34","31","20","43","17","56","45","60","10","58","28","39","50","50","18","8","54","65"
"256","WoryaMeskel","Enesie Sar Midir","Early","9","43","1","42","5","28","8","0","28","0","50","18","0","50","56","12","26","19","17","26","28","13","9","21","25","45","12","9","36","17","0","0","23","40","0","50","45"
"257","Woyenti","Adwa","Early","30","30","5","39","56","11","3","0","8","12","26","38","10","30","66","44","4","27","4","10","30","16","12","16","18","18","20","21","25","25","20","0","0","20","3","24","53"
"258","Woynye","Shebel Berenta","Early","13","71","3","70","38","33","23","34","42","23","50","50","26","50","62","33","41","42","59","36","30","25","20","26","42","68","50","32","49","29","48","0","43","59","4","60","55"
"259","WuhdetG","Ganta-afeshum","Early","7","0","0","41","14","5","1","0","0","8","30","0","0","25","34","17","2","25","9","5","11","2","19","29","6","0","10","20","25","28","0","0","0","13","0","4","12"
"260","WuhdetK","KolaTembien","Early","30","7","18","50","61","21","19","24","20","0","35","54","0","51","29","41","22","27","0","4","17","18","25","25","10","1","11","36","45","30","8","7","6","47","28","43","65"
"261","WushaTires","Libo Kemkem","Early","49","50","40","44","75","65","70","50","33","40","53","75","70","75","75","51","38","41","73","50","51","22","39","75","68","73","54","40","75","53","50","35","61","50","34","75","75"
"262","Yedwuha","Shebel Berenta","Early","15","53","2","50","37","36","22","34","50","16","68","50","25","50","63","37","37","32","50","27","38","17","21","10","39","61","50","36","57","25","44","0","50","58","15","50","48"
"263","Yeju","Shebel Berenta","Early","26","69","19","50","39","32","26","33","34","24","55","57","28","75","74","50","33","42","74","29","41","25","17","35","45","75","29","36","36","25","24","39","53","61","3","59","66"
"264","Yetefet","Enesie Sar Midir","Early","10","68","25","50","14","22","2","19","25","28","23","34","31","29","65","54","36","16","42","35","32","25","18","0","16","67","34","36","41","10","9","31","24","56","2","62","47"
"265","YifagAkababi","Libo Kemkem","Early","49","50","40","44","75","65","70","50","33","40","53","75","70","75","75","51","38","41","73","50","51","22","39","75","68","73","54","40","75","53","50","35","61","50","34","75","75"
"266","Yitihana","Shebel Berenta","Early","21","46","3","65","38","23","15","32","38","21","56","57","28","50","75","44","42","31","75","32","23","25","19","35","44","66","50","29","50","25","42","25","46","64","4","72","61"
"267","Zata","Ofla","Early","22","0","1","25","2","0","1","0","17","0","0","0","3","25","37","0","19","2","13","0","0","10","9","0","8","6","0","0","0","24","0","0","0","0","0","17","1"
"268","Ziha","Ibinat","Early","15","50","29","40","75","62","34","46","38","15","31","65","31","67","62","40","25","32","50","43","31","17","40","40","42","53","58","28","72","36","16","25","75","46","31","63","75"
"269","ZihonHuha","Enesie Sar Midir","Early","8","67","0","30","10","15","2","13","27","16","26","23","29","29","56","46","30","17","29","30","14","19","17","15","17","33","18","25","36","9","3","0","30","51","1","60","57"
"270","ZobarYikuanda","Enesie Sar Midir","Early","9","43","1","42","5","28","8","0","28","0","50","18","0","50","56","12","26","19","17","26","28","13","9","21","25","45","12","9","36","17","0","0","23","40","0","50","45"
