"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Tsigea","Tsigea","Tsigea","Tsigea","Tsigea","Tsigea","Tsigea","Tsigea"
"Region","RayaAzebo","RayaAzebo","RayaAzebo","RayaAzebo","RayaAzebo","RayaAzebo","RayaAzebo","RayaAzebo"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","8","0.81","0","35","0.27","0","0"
"1984-1977","100","0","0.54","88","8","0.05","187.83","0"
"1985-1978","100","0","0.51","0","41","0.46","100","0"
"1986-1979","100","2","0.62","27","25","0.19","127.13","0"
"1987-1980","100","1","0.57","87","9","0.08","186.5","0"
"1988-1981","100","0","0.51","0","53","0.89","100","0"
"1989-1982","100","1","0.59","3","32","0.24","103.06","0"
"1990-1983","100","0","0.51","0","48","0.68","100","1"
"1991-1984","0","16","0.89","0","50","0.86","0","1"
"1992-1985","100","0","0.51","29","25","0.16","128.57","0"
"1993-1986","0","12","0.86","0","42","0.51","0","0"
"1994-1987","100","0","0.51","0","36","0.3","100","1"
"1995-1988","100","3","0.7","0","46","0.59","100","0"
"1996-1989","0","36","1","0","43","0.57","0","0"
"1997-1990","0","30","0.97","0","50","0.86","0","1"
"1998-1991","100","0","0.51","0","67","0.97","100","0"
"1999-1992","100","0","0.51","0","58","0.92","100","0"
"2000-1993","100","0","0.51","0","46","0.62","100","0"
"2001-1994","0","25","0.95","0","41","0.49","0","0"
"2002-1995","0","6","0.78","14","29","0.22","13.97","0"
"2003-1996","0","9","0.84","0","39","0.35","0","0"
"2004-1997","100","5","0.76","67","14","0.11","166.68","0"
"2005-1998","100","0","0.51","0","42","0.54","100","0"
"2006-1999","100","3","0.68","0","50","0.86","100","0"
"2007-2000","100","3","0.65","0","75","1","100","0"
"2008-2001","100","0","0.51","0","49","0.73","100","0"
"2009-2002","100","0","0.51","0","36","0.32","100","0"
"2010-2003","100","0","0.51","0","50","0.86","100","0"
"2011-2004","100","0","0.51","0","47","0.65","100","0"
"2012-2005","100","0","0.51","0","39","0.38","100","0"
"2013-2006","100","0","0.51","0","50","0.86","100","0"
"2014-2007","100","0","0.51","29","25","0.16","128.57","0"
"2015-2008","100","0","0.51","94","7","0.03","194.35","0"
"2016-2009","100","0","0.51","0","63","0.95","100","0"
"2017-2010","100","0","0.51","0","39","0.43","100","0"
"2018-2011","0","23","0.92","0","48","0.7","0","1"
"2019-2012","100","4","0.73","0","39","0.41","100","0"
