"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","75","1","75","1","75","1","75","1","75","1","0.365235055106032","0.7",,,"2.54482586752559","0.03"
"1984-1977","0","75","1","75","1","75","1","75","1","75","1","0.354302742583374","0.51",,,"5.56669598254162","0.09"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.359685756724052","0.54",,,"38.7794169397371","0.47"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.367800663354878","0.76",,,"48.655069130281","0.69"
"1987-1980","48","62","0.05","75","1","75","1","75","1","61.6226226485714","0.05","0.319396307518074","0.19",,,"18.2720958426723","0.22"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.373734786772887","0.89",,,"39.5783633416791","0.53"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.365163798847447","0.68",,,"23.728484991959","0.25"
"1990-1983","0","75","1","75","1","75","1","75","1","75","1","0.384310788545714","0.97",,,"9.39160813302623","0.16"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.367990719320314","0.78",,,"7.14239789931789","0.12"
"1992-1985","0","75","1","75","1","75","1","75","1","75","1","0.365121027418152","0.65",,,"34.109873456973","0.41"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.363363157022408","0.59",,,"47.8557876310505","0.66"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.371012408863773","0.84",,,"69.6318615285895","0.94"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.368313773221885","0.81",,,"63.0733373972968","0.88"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.322175713999581","0.24",,,"35.5803175921158","0.44"
"1997-1990","8","73","0.08","75","1","75","1","75","1","72.65935","0.08","0.327763041248793","0.27",,,"42.1125179697421","0.59"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.36498800002511","0.62",,,"51.0348556074236","0.72"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.367776921087652","0.73",,,"80.4725939101268","0.97"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.3731173","0.86",,,"40.6","0.56"
"2001-1994","0","75","1","75","1","75","1","75","1","75","1","0.3531312","0.49",,,"32.1","0.34"
"2002-1995","0","75","1","75","1","75","1","75","1","75","1","0.3768231","0.92",,,"4.9","0.06"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.3777498","0.95",,,"46.9","0.62"
"2004-1997","59","58","0.03","75","1","75","1","75","1","58.461767","0.03","0.3516738","0.46",,,"11.1","0.19"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.3433827","0.41",,,"25.3","0.28"
"2006-1999","0","75","1","75","1","75","1","75","1","75","1","0.328265","0.32",,,"38.9","0.5"
"2007-2000","3","74","0.11","75","1","75","1","75","1","74.175706","0.11","0.3181095","0.16","20.87096","0.18","81","1"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.3279241","0.3","23.3871","0.36","69.4","0.91"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.3601853","0.57","17.95161","0.09","31","0.31"
"2010-2003","0","75","1","75","1","75","1","75","1","75","1","0.2925255","0.11","23.32257","0.27","60.4","0.84"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.2895695","0.08","24.82258","0.55","53.5","0.75"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.3411627","0.38","24.40322","0.45","53.6","0.78"
"2013-2006","0","75","1","75","1","75","1","75","1","75","1","0.3404793","0.35","30.69355","0.91","33.1","0.38"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.3489663","0.43","40.37097","1","58.4","0.81"
"2015-2008","0","75","1","75","1","75","1","75","1","75","1","0.2888358","0.03","25.7258","0.64",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.3208913","0.22","28.16128","0.82",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.2890851","0.05","28.12903","0.73",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.3148799","0.14",,,,
"2019-2012","0","75","1","75","1","75","1","75","1","75","1","0.3900386","1",,,,
