"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.14","1","1","1","0.14","0.22",,"0.72"
"Abara","0.32","1","1","1","0.32","0.22",,"0.34"
"Abarwuha","1","1","1","1","1","0.16",,"0.72"
"Abaselima","0.27","1","1","1","0.27","0.27",,"0.34"
"Abina","0.22","1","1","1","0.22","0.19",,"0.72"
"AbrahaAtsbaha","1","1","1","1","1","0.7",,"1"
"Abrekuy","1","1","1","1","1","0.27",,"0.34"
"AdekeAla","0.38","1","1","1","0.38","0.65",,"0.84"
"Adekiney","0.86","1","1","1","0.86","0.19",,"0.62"
"AderSeg","0.14","1","1","1","0.14","0.11",,"0.72"
"Adibearj","1","1","1","1","1","0.32",,"0.75"
"AdiHa","1","1","1","1","1","0.16",,"0.94"
"AdiKisandid","1","1","1","1","1","0.54",,"1"
"Adisalem","0.35","1","1","1","0.35","0.46",,"0.44"
"AdisAlemS","0.38","1","1","1","0.38","0.76",,"0.84"
"AdisAlemW","1","1","1","1","1","0.92",,"0.38"
"Adiselam","1","1","1","1","1","0.62",,"0.72"
"Adishimbirkti","0.57","1","0.19","0.19","0.57","0.05",,"0.59"
"AdisKigni","0.62","1","0.19","0.19","0.62","0.54",,"0.31"
"Adiyikoro","1","1","1","1","1","0.81",,"0.38"
"Adizata","1","1","1","1","1","0.19",,"0.38"
"Adreb","1","1","1","1","1","0.78",,"0.72"
"AgazenMeda","1","1","1","1","1","0.11",,"0.72"
"Agazi","0.92","1","1","1","0.92","0.62",,"0.59"
"Agbe","1","1","1","1","1","0.95",,"0.94"
"Agela","1","1","1","1","1","0.32",,"0.81"
"Agid","1","1","1","1","1","0.49",,"0.88"
"AlemeTesfa","0.3","1","0.08","1","0.3","0.4",,"0.44"
"AmdiWeyane","0.38","1","1","1","0.38","0.78",,"0.84"
"Amedwuha","0.59","1","0.14","0.05","0.59","0.95",,"0.78"
"Ameno","0.08","1","1","1","0.08","0.7",,"0.81"
"Amisetya","0.24","1","1","1","0.24","0.41",,"0.47"
"Angot","1","1","1","1","1","0.27",,"0.72"
"Anigot","1","1","1","1","1","0.35",,"0.81"
"Ansheb","0.32","1","1","1","0.32","0.46",,"0.38"
"AquaShumoch","0.14","1","1","1","0.14","0.68",,"0.75"
"Aquha","0.24","1","0.08","1","0.24","0.35",,"0.47"
"Arena","1","1","1","1","1","0.78",,"0.78"
"Asmena","0.84","1","1","1","0.84","0.65",,"0.59"
"Asta","1","1","1","1","1","0.73",,"0.81"
"Atakilti","1","1","1","1","1","0.57",,"0.75"
"AwetBikalsi","1","1","1","1","1","0.54",,"0.94"
"AwusaMeda","0.3","1","0.05","1","0.3","0.22",,"0.44"
"Ayba","0.16","1","0.38","0.27","0.16","0.08",,"0.84"
"Aynalem","1","1","1","1","1","0.68",,"1"
"Bala","0.62","1","0.16","0.16","0.62","0.05",,"0.31"
"Balarab","0.24","1","1","1","0.24","0.32",,"0.47"
"Bamba","1","1","1","1","1","0.81",,"0.84"
"BarkaAdiswha","1","1","1","1","1","0.35",,"1"
"Begasheka","1","1","1","1","1","0.89",,"0.75"
"Berlay","0.38","1","0.08","1","0.38","0.43",,"0.44"
"Betgebez","0.65","1","1","1","0.65","0.38",,"0.59"
"Bethans","1","1","1","1","1","0.65",,"0.44"
"BilbWuha","1","1","1","1","1","0.51",,"0.81"
"Birkutea","0.08","1","1","1","0.08","0.51",,"0.81"
"Boneya","0.27","1","1","1","0.27","0.27",,"0.34"
"Burkoche","0.19","1","0.08","1","0.19","0.38",,"0.47"
"Cheli","0.38","1","1","1","0.38","0.73",,"0.84"
"Darubekeda","0.57","1","0.19","0.11","0.57","0.78",,"0.59"
"Deberkerbye","1","1","1","1","1","0.41",,"0.62"
"DeberAbaJale","0.11","1","1","1","0.11","0.65",,"0.75"
"DebrAbay","0.38","1","1","1","0.38","0.35",,"0.44"
"DebreAliays","0.24","1","0.05","1","0.24","0.19",,"0.44"
"Debrebirhan","1","1","1","1","1","0.51",,"0.69"
"Debrebrhan","1","1","1","1","1","0.68",,"0.81"
"DebreGenet","1","1","1","1","1","0.27",,"0.44"
"DebreGenetA","1","1","1","1","1","0.76",,"0.44"
"DebreGenetK","1","1","1","1","1","0.95",,"0.75"
"DebreGeorgis","0.3","1","0.08","1","0.3","0.27",,"0.44"
"DebreKidusan","0.41","1","1","1","0.41","0.32",,"0.44"
