"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","32","0.46","58.0754","0.05","43.3","0.16","46","0.22","31.5081062873016","0.46","0.112516046179277","0.03",,,"30.9439627410584","0.81"
"1984-1977","100","2","0.03","64.42184","0.32","27.3","0.03","44","0.14","2.29801638888889","0.03","0.154447030212003","0.16",,,"2.16258962927973","0.06"
"1985-1978","44","15","0.14","58.95724","0.14","46.6","0.24","54","0.41","15.1369791944444","0.14","0.171521178009592","0.3",,,"9.01777204899879","0.25"
"1986-1979","0","54","0.84","67.51294","0.65","69.6085714285714","0.62","74","0.76","54.458858","0.84","0.206725368292748","0.73",,,"25.9752645351757","0.72"
"1987-1980","0","62","0.97","62.22901","0.24","75","1","61","0.59","61.7065163150794","0.97","0.20956594926647","0.78",,,"39.2974634632002","0.94"
"1988-1981","0","38","0.57","66.42095","0.46","75","1","75","1","37.664462","0.57","0.18136104713418","0.35",,,"20.6125030886625","0.53"
"1989-1982","0","46","0.65","67.51294","0.65","75","1","68","0.68","45.6290759444444","0.65","0.22124844985947","0.86",,,"14.2570598178726","0.34"
"1990-1983","97","6","0.08","58.95724","0.14","31.8","0.05","36","0.03","5.612743","0.08","0.161371352838643","0.22",,,"-13.5338290842389","0.03"
"1991-1984","0","58","0.89","75","1","71.2","0.65","67","0.65","58.274909","0.89","0.146892574840887","0.08",,,"21.2482246000722","0.56"
"1992-1985","62","12","0.11","58.93389","0.08","39.3","0.11","44","0.14","11.7784","0.11","0.147117386945367","0.11",,,"23.6813885877703","0.66"
"1993-1986","0","59","0.92","75","1","75","1","75","1","58.7073379166667","0.92","0.206320047652753","0.7",,,"17.2326723118329","0.38"
"1994-1987","0","50","0.7","66.65445","0.51","72","0.68","71","0.7","50","0.7","0.205230112281662","0.68",,,"6.85932311020143","0.19"
"1995-1988","0","25","0.3","59.16739","0.19","39.6","0.14","38","0.08","25","0.3","0.185485671394113","0.46",,,"20.0519923588347","0.47"
