"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","56","54","0.14","75","1","75","1","74","0.14","54.0686844411765","0.14","0.349882735863121","0.89",,,"-19.0380341948427","0.03"
"1984-1977","40","59","0.19","75","1","75","1","75","1","59.177727","0.19","0.304292207849354","0.35",,,"86.6410731168748","0.88"
"1985-1978","1","72","0.24","75","1","75","1","75","1","71.649849","0.24","0.355835474145764","0.95",,,"86.1186678750542","0.84"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.308107366943606","0.38",,,"68.6002034755611","0.69"
"1987-1980","56","54","0.16","75","1","75","1","75","1","54.0995326285714","0.16","0.291657674989406","0.22",,,"52.1445364686238","0.44"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.320189786564335","0.51",,,"62.8983533496424","0.56"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.336483731766609","0.76",,,"43.4497955132037","0.31"
"1990-1983","0","72","0.27","75","1","75","1","75","1","72.451373","0.27","0.386314090984629","1",,,"62.1949671006704","0.53"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.32503127681872","0.62",,,"4.29988201139965","0.06"
"1992-1985","69","50","0.08","75","1","75","1","72","0.11","50","0.08","0.341650846393858","0.84",,,"21.6904758402455","0.16"
"1993-1986","69","50","0.08","75","1","75","1","75","1","50","0.08","0.298141286323065","0.3",,,"49.9109548230832","0.38"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.350597617404086","0.92",,,"110.838698162292","1"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.285938491007624","0.16",,,"71.8579270112265","0.72"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.246279504972983","0.03",,,"53.6488961232969","0.47"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.261348935771478","0.05",,,"25.1541658347181","0.19"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.300887589996092","0.32",,,"50.6324587948528","0.41"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.321902693642725","0.54",,,"47.8772567907897","0.34"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.3700676","0.97",,,"33.2","0.25"
"2001-1994","0","75","1","75","1","75","1","75","1","75","1","0.2947871","0.24",,,"17","0.12"
"2002-1995","0","75","1","75","1","75","1","75","1","75","1","0.2765162","0.11",,,"8.8","0.09"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.3387356","0.78",,,"32.6","0.22"
"2004-1997","58","54","0.11","75","1","75","1","62","0.05","53.525088","0.11","0.3302231","0.7",,,"38.7","0.28"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.3480026","0.86",,,"87.7","0.91"
"2006-1999","69","50","0.08","75","1","75","1","75","1","50","0.08","0.3150191","0.49",,,"60.2","0.5"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2907817","0.19","25.51612","0.27","91","0.94"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.2624472","0.08","25.14516","0.18","93.2","0.97"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.3317602","0.73","28.40322","0.45","68.5","0.66"
"2010-2003","0","75","1","75","1","75","1","75","1","75","1","0.308227","0.41","31.30645","0.55","83.5","0.81"
"2011-2004","9","69","0.22","75","1","75","1","75","1","69.236033","0.22","0.3261573","0.65","27.77419","0.36","77.8","0.78"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.2840901","0.14","24.16129","0.09","65.7","0.59"
"2013-2006","0","75","1","75","1","75","1","75","1","75","1","0.3396168","0.81","36.06451","0.82","66.4","0.62"
"2014-2007","0","75","1","75","1","75","1","71","0.08","75","1","0.3235201","0.57","35.30645","0.73","73","0.75"
"2015-2008","0","75","1","75","1","75","1","50","0.03","75","1","0.3122868","0.43","33.30645","0.64",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.3127404","0.46","36.70967","0.91",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.2971942","0.27","37.95161","1",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.3248992","0.59",,,,
"2019-2012","0","75","1","75","1","75","1","75","1","75","1","0.3297796","0.68",,,,
