"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","36","51","0.08","75","1","75","1","73","0.05","50.6054961617647","0.08","0.198985690536775","0.62",,,"-22.1117747877763","0.03"
"1984-1977","19","57","0.19","75","1","75","1","75","1","57.494026","0.19","0.183628578418655","0.3",,,"14.5418829868151","0.22"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.176317126867598","0.14",,,"29.9412753450184","0.44"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.200827850533464","0.68",,,"38.345761219759","0.56"
"1987-1980","85","31","0.03","75","1","75","1","74","0.08","31.0366434285714","0.03","0.164129911407043","0.05",,,"-11.5097428299158","0.06"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.194501223097476","0.49",,,"29.2613813282234","0.41"
"1989-1982","0","73","0.41","75","1","75","1","75","1","72.592392","0.41","0.19043882703014","0.38",,,"65.220790081744","0.97"
"1990-1983","24","56","0.16","75","1","75","1","75","1","55.500924","0.16","0.176554548828965","0.16",,,"11.894902226972","0.19"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.183808839202871","0.35",,,"16.1231072149323","0.25"
"1992-1985","31","53","0.11","75","1","73.2","0.03","62","0.03","52.632411","0.11","0.216875230886683","0.86",,,"30.6971688558788","0.47"
"1993-1986","38","50","0.05","75","1","73.9","0.05","75","1","50","0.05","0.172245926288952","0.08",,,"26.5167455250076","0.38"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.229581203792333","0.97",,,"62.7044398608097","0.88"
"1995-1988","14","60","0.22","75","1","75","1","75","1","59.5138820903361","0.22","0.179152915490666","0.19",,,"47.0934547395826","0.72"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.182977889596634","0.27",,,"36.6432577126611","0.53"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.172562479817925","0.11",,,"23.8943323296249","0.28"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.201333442099416","0.7",,,"47.8903625483735","0.75"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.205817909538716","0.81",,,"63.429080476647","0.94"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.1979069","0.59",,,"25.6","0.34"
"2001-1994","0","75","1","75","1","75","1","75","1","75","1","0.2031268","0.76",,,"6.4","0.12"
"2002-1995","0","75","1","75","1","75","1","75","1","75","1","0.1586758","0.03",,,"2.2","0.09"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.2032005","0.78",,,"24.2","0.31"
"2004-1997","27","54","0.14","75","1","75","1","75","1","54.28699","0.14","0.1800337","0.22",,,"10.4","0.16"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.1806599","0.24",,,"39.8","0.62"
"2006-1999","0","75","1","75","1","75","1","75","1","75","1","0.1956723","0.51",,,"62.9","0.91"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2174378","0.89","12.81452","0.55","79.3","1"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.1836403","0.32","8.439515","0.18","60.9","0.84"
"2009-2002","0","68","0.35","75","1","75","1","75","1","68.200691","0.35","0.1975262","0.57","6.548387","0.09","30.7","0.5"
"2010-2003","0","66","0.3","75","1","75","1","75","1","66.272193","0.3","0.1929318","0.43","14.94758","0.82","60.7","0.81"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.202282","0.73","10.85081","0.36","48.3","0.78"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.1965801","0.54","10.35887","0.27","38.7","0.59"
"2013-2006","0","75","1","75","1","75","1","75","1","75","1","0.1990126","0.65","18.0121","0.91","46.7","0.66"
"2014-2007","0","70","0.38","75","1","75","1","75","1","70.00351","0.38","0.2502499","1","24.19354","1","46.9","0.69"
"2015-2008","0","65","0.27","75","1","75","1","75","1","65.25783","0.27","0.1940091","0.46","13.17339","0.64",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.1927048","0.41","14.31451","0.73",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.2119244","0.84","12.02016","0.45",,
"2018-2011","1","65","0.24","75","1","75","1","75","1","64.565857","0.24","0.2206676","0.92",,,,
"2019-2012","0","66","0.32","75","1","75","1","75","1","66.451719","0.32","0.2238801","0.95",,,,
