"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Melabesh","Melabesh","Melabesh","Melabesh","Melabesh","Melabesh","Melabesh","Melabesh"
"Region","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","14","7","0.24","6","54","0.22","20.19","0"
"1984-1977","0","48","0.89","0","61","0.32","0","0"
"1985-1978","100","0","0.14","0","75","1","100","0"
"1986-1979","0","25","0.7","18","50","0.14","17.65","0"
"1987-1980","100","5","0.19","17","50","0.16","117.4","0"
"1988-1981","0","29","0.73","0","75","1","0","0"
"1989-1982","100","2","0.16","0","75","1","100","0"
"1990-1983","0","8","0.3","0","59","0.3","0","0"
"1991-1984","0","23","0.62","0","69","0.41","0","1"
"1992-1985","54","6","0.22","83","28","0.03","137.49","0"
"1993-1986","0","50","0.95","21","49","0.08","21.25","0"
"1994-1987","0","25","0.68","0","75","1","0","1"
"1995-1988","100","0","0.11","0","65","0.35","100","0"
"1996-1989","0","38","0.84","0","75","1","0","0"
"1997-1990","0","66","1","0","75","1","0","0"
"1998-1991","0","13","0.38","0","75","1","0","0"
"1999-1992","0","29","0.76","0","75","1","0","0"
"2000-1993","0","16","0.49","0","75","1","0","0"
"2001-1994","0","17","0.54","0","75","1","0","0"
"2002-1995","0","14","0.41","0","75","1","0","0"
"2003-1996","0","17","0.51","0","75","1","0","0"
"2004-1997","0","13","0.35","2","55","0.24","1.87","0"
"2005-1998","0","10","0.32","0","75","1","0","0"
"2006-1999","0","14","0.46","18","50","0.14","17.65","1"
"2007-2000","0","20","0.59","0","75","1","0","0"
"2008-2001","0","38","0.81","0","75","1","0","0"
"2009-2002","0","18","0.57","0","75","1","0","0"
"2010-2003","0","24","0.65","0","75","1","0","0"
"2011-2004","0","39","0.86","7","54","0.19","7.31","0"
"2012-2005","0","8","0.27","0","58","0.27","0","0"
"2013-2006","100","0","0.11","0","75","1","100","0"
"2014-2007","100","0","0.11","0","68","0.38","100","0"
"2015-2008","0","14","0.43","45","41","0.05","44.99","0"
"2016-2009","0","37","0.78","0","75","1","0","0"
"2017-2010","100","0","0.11","0","75","1","100","0"
"2018-2011","0","50","0.95","0","75","1","0","0"
"2019-2012","0","60","0.97","0","75","1","0","0"
