"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.11","1","1","1","0.11","0.43",,"0.16"
"Abara","0.11","1","1","1","0.11","0.46",,"0.22"
"Abarwuha","0.11","1","1","0.05","0.11","0.7",,"0.28"
"Abaselima","0.14","1","1","1","0.14","0.22",,"0.22"
"Abina","0.14","1","1","1","0.14","0.22",,"0.16"
"AbrahaAtsbaha","0.22","1","0.14","0.14","0.22","0.24",,"0.25"
"Abrekuy","0.19","1","1","1","0.19","0.97",,"0.22"
"AdekeAla","0.43","1","1","1","0.43","0.51",,"0.22"
"Adekiney","0.38","1","0.03","0.03","0.38","0.08",,"0.22"
"AderSeg","0.11","1","1","1","0.11","0.41",,"0.16"
"Adibearj","0.05","1","1","1","0.05","0.54",,"0.12"
"AdiHa","0.14","1","1","1","0.14","0.27",,"0.22"
"AdiKisandid","0.24","1","0.05","0.05","0.24","0.16",,"0.25"
"Adisalem","0.24","1","1","1","0.24","0.14",,"0.28"
"AdisAlemS","0.43","1","1","1","0.43","0.22",,"0.22"
"AdisAlemW","0.22","1","0.05","1","0.22","0.14",,"0.22"
"Adiselam","1","1","1","1","1","0.57",,"0.25"
"Adishimbirkti","0.16","1","0.19","0.19","0.16","0.08",,"0.28"
"AdisKigni","0.11","0.32","0.08","0.14","0.11","0.14",,"0.22"
"Adiyikoro","0.14","1","0.05","1","0.14","0.3",,"0.22"
"Adizata","0.14","1","1","1","0.14","0.27",,"0.22"
"Adreb","1","1","1","1","1","0.24",,"0.25"
"AgazenMeda","0.08","1","1","0.19","0.08","0.59",,"0.28"
"Agazi","0.35","1","0.11","0.11","0.35","0.41",,"0.22"
"Agbe","0.32","1","1","1","0.32","0.27",,"0.22"
"Agela","0.03","1","1","1","0.03","0.81",,"0.12"
"Agid","0.03","1","1","1","0.03","0.73",,"0.19"
"AlemeTesfa","0.22","1","0.03","0.22","0.22","0.28",,"0.28"
"AmdiWeyane","0.43","1","1","1","0.43","0.14",,"0.22"
"Amedwuha","0.24","1","0.03","0.03","0.24","0.19",,"0.22"
"Ameno","0.03","1","1","1","0.03","0.54",,"0.12"
"Amisetya","0.16","1","0.05","0.08","0.16","0.24",,"0.25"
"Angot","0.11","1","1","0.05","0.11","0.76",,"0.28"
"Anigot","0.03","1","1","1","0.03","0.73",,"0.12"
"Ansheb","0.16","1","1","1","0.16","0.38",,"0.28"
"AquaShumoch","0.11","1","1","1","0.11","0.62",,"0.44"
"Aquha","0.14","1","0.05","0.11","0.14","0.24",,"0.25"
"Arena","0.22","1","0.03","1","0.22","0.16",,"0.22"
"Asmena","0.24","1","0.08","0.11","0.24","0.19",,"0.22"
"Asta","0.03","1","1","1","0.03","0.46",,"0.12"
"Atakilti","0.05","1","1","1","0.05","0.38",,"0.16"
