"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Segena","Segena","Segena","Segena","Segena","Segena","Segena","Segena"
"Region","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","60","9","0.05","30","54","0.11","89.66","0"
"1984-1977","0","69","0.97","16","60","0.19","15.7","0"
"1985-1978","0","25","0.54","0","75","1","0","0"
"1986-1979","0","45","0.84","0","75","1","0","0"
"1987-1980","22","13","0.14","29","54","0.14","51.15","0"
"1988-1981","0","22","0.41","0","75","1","0","0"
"1989-1982","58","9","0.08","0","75","1","58.41","0"
"1990-1983","0","25","0.51","0","73","0.35","0","0"
"1991-1984","0","25","0.51","0","75","1","0","1"
"1992-1985","0","31","0.62","90","25","0.03","89.58","0"
"1993-1986","11","14","0.19","17","60","0.16","27.79","1"
"1994-1987","0","34","0.65","0","72","0.32","0","0"
"1995-1988","0","30","0.59","0","75","1","0","0"
"1996-1989","0","28","0.57","0","75","1","0","0"
"1997-1990","0","57","0.89","0","75","1","0","0"
"1998-1991","0","61","0.95","0","75","1","0","0"
"1999-1992","0","42","0.76","0","75","1","0","0"
"2000-1993","34","12","0.11","0","75","1","34.38","0"
"2001-1994","0","36","0.68","2","67","0.24","1.98","0"
"2002-1995","0","43","0.78","0","75","1","0","0"
"2003-1996","2","15","0.27","0","75","1","1.51","0"
"2004-1997","0","17","0.3","37","50","0.08","37.5","0"
"2005-1998","0","17","0.32","0","75","1","0","0"
"2006-1999","0","22","0.43","37","50","0.08","37.5","0"
"2007-2000","8","14","0.22","0","75","1","7.82","0"
"2008-2001","0","59","0.92","0","75","1","0","1"
"2009-2002","0","21","0.38","0","75","1","0","1"
"2010-2003","0","37","0.7","0","71","0.3","0","0"
"2011-2004","0","41","0.73","0","70","0.27","0","0"
"2012-2005","4","15","0.24","0","75","1","4.33","0"
"2013-2006","12","14","0.16","0","75","1","12.37","0"
"2014-2007","0","25","0.51","0","75","1","0","0"
"2015-2008","0","20","0.35","8","64","0.22","7.54","0"
"2016-2009","0","56","0.86","0","75","1","0","0"
"2017-2010","100","1","0.03","0","75","1","100","0"
"2018-2011","0","70","1","0","75","1","0","0"
"2019-2012","0","44","0.81","0","75","1","0","0"
