"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","53","0.68","63.21696","0.62","47.6","0.35","50","0.46","52.8616036388889","0.68","0.170384753954065","0.27",,,"19.4382701627912","0.56"
"1984-1977","93","7","0.08","54.19624","0.32","16.6","0.03","43","0.16","6.66482558333333","0.08","0.154272809681189","0.03",,,"-10.842359727879","0.03"
"1985-1978","0","30","0.32","58.84404","0.49","50","0.41","50","0.46","30.0481961111111","0.32","0.203388097358668","0.68",,,"7.35094435942032","0.25"
"1986-1979","0","37","0.46","63.0965","0.54","66.4228571428571","0.7","72","0.76","37.28017","0.46","0.190072953634589","0.46",,,"14.2878482718559","0.44"
"1987-1980","0","75","1","66.86099","0.76","72.2","0.89","68","0.7","75","1","0.210090165067006","0.78",,,"31.0651287202595","0.91"
"1988-1981","0","54","0.7","63.68827","0.65","69.8","0.78","75","1","53.918281","0.7","0.172685327995992","0.32",,,"25.8167797715888","0.75"
"1989-1982","0","73","0.89","63.10439","0.57","61.7811904761905","0.62","75","1","72.567572","0.89","0.204466900071878","0.73",,,"30.5508096723927","0.88"
"1990-1983","97","6","0.05","47.061","0.08","33.9","0.08","47","0.22","5.691954","0.05","0.191523942949428","0.51",,,"2.69904552642836","0.16"
"1991-1984","42","18","0.16","64.87274","0.73","56.7","0.54","62","0.65","18.283355","0.16","0.160030950097681","0.08",,,"34.5377013695009","0.94"
"1992-1985","0","28","0.27","57.18923","0.41","35.9","0.14","43","0.16","28.218125","0.27","0.163264649358283","0.14",,,"20.8172075644753","0.62"
"1993-1986","0","54","0.76","52.41539","0.24","61.8","0.65","60","0.59","54.0196464722222","0.76","0.190105326411153","0.49",,,"14.6864647234546","0.47"
"1994-1987","0","39","0.51","58.54975","0.46","55.5","0.51","54","0.57","38.732109","0.51","0.192885940571668","0.54",,,"18.9330408789469","0.53"
"1995-1988","0","37","0.43","63.21696","0.62","47.6","0.35","36","0.08","37.2658594","0.43","0.196537676719713","0.59",,,"9.27656036889119","0.28"
