"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.14","0.32","0.11","0.05","0.14","0.59","0.45",
"Abara","0.08","0.24","0.16","0.11","0.08","0.89","0.55",
"Abarwuha","0.08","0.08","0.27","0.03","0.08","0.59","0.36",
"Abaselima","0.05","0.24","0.19","0.11","0.05","0.78","0.45",
"Abina","0.16","0.16","0.24","0.16","0.16","0.84","0.45",
"AbrahaAtsbaha","0.22","0.14","0.46","0.11","0.22","0.65","0.36",
"Abrekuy","0.05","0.27","0.11","0.03","0.05","1","0.36",
"AdekeAla","0.46","0.24","0.7","0.32","0.46","0.62","0.18",
"Adekiney","0.24","0.14","0.3","0.51","0.24","0.95","0.36",
"AderSeg","0.14","0.35","0.11","0.24","0.14","0.62","0.45",
"Adibearj","0.59","0.89","0.57","0.46","0.59","0.92","0.55",
"AdiHa","0.65","0.86","0.27","0.32","0.65","0.86","0.36",
"AdiKisandid","0.24","0.16","0.51","0.24","0.24","0.27","0.36",
"Adisalem","0.11","0.24","0.14","0.03","0.11","0.38","0.64",
"AdisAlemS","0.46","0.24","0.68","0.38","0.46","0.73","0.18",
"AdisAlemW","0.46","0.43","0.49","0.54","0.46","0.84","0.45",
"Adiselam","0.51","1","0.43","0.35","0.51","0.86","0.45",
"Adishimbirkti","0.43","0.43","0.41","0.19","0.43","0.14","0.55",
"AdisKigni","0.7","0.19","0.65","0.57","0.7","0.95","0.55",
"Adiyikoro","0.19","0.59","0.46","0.16","0.19","0.68","0.36",
"Adizata","0.19","0.38","0.22","0.3","0.19","0.78","0.27",
"Adreb","0.59","0.78","0.59","0.51","0.59","0.84","0.55",
"AgazenMeda","0.03","0.08","0.22","0.03","0.03","0.73","0.27",
"Agazi","0.3","0.14","0.3","0.19","0.3","0.59","0.36",
"Agbe","0.76","0.62","0.59","0.38","0.76","0.57","0.36",
"Agela","0.14","0.22","0.05","0.57","0.14","0.49","0.45",
"Agid","0.62","0.22","0.19","0.54","0.62","0.19","0.55",
"AlemeTesfa","0.11","0.22","0.3","0.03","0.11",,"0.36",
"AmdiWeyane","0.46","0.7","0.65","0.35","0.46","0.81","0.27",
"Amedwuha","0.38","0.68","0.38","0.43","0.38","0.81","0.45",
"Ameno","0.16","0.22","0.3","0.59","0.16","0.78","0.45",
"Amisetya","0.27","0.51","0.16","0.19","0.27","0.54","0.55",
"Angot","0.08","0.11","0.22","0.03","0.08","0.76","0.36",
"Anigot","0.14","0.22","0.08","0.41","0.14","0.51","0.55",
"Ansheb","0.08","0.22","0.19","0.11","0.08","0.76","0.55",
"AquaShumoch","0.22","0.08","0.05","0.03","0.22","0.19","0.45",
"Aquha","0.24","0.59","0.38","0.19","0.24","0.19","0.55",
"Arena","0.57","0.54","0.32","0.49","0.57","0.62","0.36",
"Asmena","0.27","0.11","0.41","0.22","0.27","0.41","0.27",
"Asta","0.22","0.22","0.11","0.62","0.22","0.81","0.45",
"Atakilti","0.57","0.62","0.46","0.19","0.57","0.89","0.27",
"AwetBikalsi","0.65","0.89","0.38","0.43","0.65","0.86","0.36",
"AwusaMeda","0.11","0.27","0.24","0.03","0.11","0.73","0.36",
"Ayba","0.46","0.65","0.68","0.3","0.46","0.43","0.36",
"Aynalem","0.22","0.14","0.41","0.27","0.22","0.59","0.45",
"Bala","0.7","0.19","0.32","0.54","0.7","0.89","0.64",
"Balarab","0.27","0.51","0.14","0.22","0.27","0.51","0.45",
"Bamba","0.43","0.7","0.59","0.3","0.43","0.59","0.18",
"BarkaAdiswha","0.51","0.08","0.51","0.22","0.51","0.54","0.27",
"Begasheka","0.59","0.49","0.46","0.19","0.59","0.81","0.36",
"Berlay","0.08","0.27","0.08","0.03","0.08","0.62","0.36",
"Betgebez","0.16","0.43","0.32","0.27","0.16","0.92","0.27",
"Bethans","0.7","0.86","0.51","0.3","0.7","0.84","0.55",
"BilbWuha","0.49","0.32","0.43","0.65","0.49","0.24","0.45",
"Birkutea","0.16","0.22","0.08","0.3","0.16","0.68","0.45",
"Boneya","0.05","0.24","0.19","0.16","0.05","0.62","0.45",
"Burkoche","0.32","0.59","0.38","0.19","0.32","0.27","0.55",
"Cheli","0.35","0.65","0.59","0.35","0.35","0.89","0.27",
"Darubekeda","0.38","0.49","0.38","0.16","0.38","0.84","0.55",
"Deberkerbye","0.38","0.59","0.62","0.59","0.38","0.84","0.36",
"DeberAbaJale","0.24","0.22","0.05","0.11","0.24","0.54","0.45",
"DebrAbay","0.08","0.27","0.11","0.03","0.08","0.46","0.64",
"DebreAliays","0.05","0.24","0.24","0.05","0.05","0.73","0.36",
"Debrebirhan","0.43","0.16","0.22","0.14","0.43","0.54","0.36",
"Debrebrhan","0.41","0.49","0.59","0.49","0.41","0.73","0.36",
"DebreGenet","0.05","0.43","0.16","0.05","0.05","0.57","0.55",
"DebreGenetA","0.78","0.76","0.43","0.3","0.78","0.57","0.55",
