"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","HadushAdi","HadushAdi","HadushAdi","HadushAdi","HadushAdi","HadushAdi","HadushAdi","HadushAdi"
"Region","SaesiTsaedaemba","SaesiTsaedaemba","SaesiTsaedaemba","SaesiTsaedaemba","SaesiTsaedaemba","SaesiTsaedaemba","SaesiTsaedaemba","SaesiTsaedaemba"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","26","0.95","0","30","0.24","0","0"
"1984-1977","100","0","0.3","90","11","0.03","190.19","0"
"1985-1978","100","0","0.32","0","58","0.76","100","0"
"1986-1979","0","22","0.84","0","36","0.32","0","0"
"1987-1980","100","2","0.46","0","31","0.27","100","0"
"1988-1981","100","4","0.51","0","68","0.84","100","0"
"1989-1982","100","1","0.35","36","22","0.14","136.41","0"
"1990-1983","100","0","0.27","0","43","0.49","100","0"
"1991-1984","0","9","0.7","24","25","0.16","23.81","1"
"1992-1985","100","0","0.27","0","50","0.68","100","0"
"1993-1986","0","26","0.97","0","34","0.3","0","0"
"1994-1987","100","0","0.27","0","75","1","100","1"
"1995-1988","100","0","0.27","0","71","0.89","100","0"
"1996-1989","0","40","1","1","30","0.22","1.26","0"
"1997-1990","0","8","0.68","0","50","0.68","0","0"
"1998-1991","0","24","0.86","0","72","0.92","0","0"
"1999-1992","100","0","0.27","0","70","0.86","100","0"
"2000-1993","0","15","0.81","0","59","0.78","0","0"
"2001-1994","0","7","0.65","0","42","0.46","0","1"
"2002-1995","100","4","0.57","46","20","0.11","145.66","0"
"2003-1996","0","15","0.78","60","17","0.05","59.55","0"
"2004-1997","100","2","0.43","0","39","0.41","100","0"
"2005-1998","0","7","0.62","0","47","0.54","0","0"
"2006-1999","100","4","0.54","21","26","0.19","120.9","1"
"2007-2000","100","3","0.49","0","75","1","100","0"
"2008-2001","100","2","0.41","0","50","0.62","100","0"
"2009-2002","100","1","0.38","0","47","0.57","100","0"
"2010-2003","100","0","0.27","0","50","0.7","100","0"
"2011-2004","0","25","0.92","0","41","0.43","0","0"
"2012-2005","0","25","0.92","0","46","0.51","0","0"
"2013-2006","0","6","0.59","0","66","0.81","0","0"
"2014-2007","100","0","0.27","0","50","0.59","100","0"
"2015-2008","0","10","0.73","47","20","0.08","47.26","0"
"2016-2009","0","14","0.76","0","55","0.73","0","0"
"2017-2010","100","0","0.27","0","38","0.38","100","0"
"2018-2011","100","0","0.27","0","75","1","100","0"
"2019-2012","100","0","0.27","0","38","0.35","100","0"
