"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","28","0.68","51.36603","0.57","38.5","0.32","36","0.24","28.4740759199206","0.68","0.17651517242174","0.32",,,"50.9939054423229","0.88"
"1984-1977","11","9","0.24","46.358549","0.27","44.7","0.46","57","0.7","8.55531326111111","0.24","0.160395231376621","0.08",,,"5.9440654436485","0.06"
"1985-1978","89","5","0.08","38.92909","0.08","16","0.03","28","0.11","5.42323835833333","0.08","0.173583163183195","0.3",,,"25.3227053580877","0.44"
"1986-1979","0","43","0.95","61.59151","0.89","65.6571428571428","0.84","70","0.92","42.7376682","0.95","0.205287761808605","0.86",,,"22.1885940918387","0.38"
"1987-1980","0","42","0.92","54.892601","0.76","58.9361111111111","0.73","43","0.46","42.1266322226984","0.92","0.201053995078902","0.78",,,"61.3071539193623","0.97"
"1988-1981","100","4","0.03","51.89999","0.59","49.5","0.57","53","0.65","4.3614648","0.03","0.145199864004458","0.05",,,"27.528958758356","0.47"
"1989-1982","0","46","0.97","59.87041","0.86","61.3599206349206","0.78","60","0.81","45.8694484444444","0.97","0.185274692394547","0.51",,,"15.6112602760518","0.19"
"1990-1983","83","6","0.11","48.20093","0.32","34.8","0.19","43","0.46","5.680234","0.11","0.189934257075206","0.65",,,"5.1156541913158","0.03"
"1991-1984","0","30","0.81","52.36454","0.68","58.5","0.7","60","0.81","30.3784376","0.81","0.168132798552525","0.16",,,"42.9794865457041","0.78"
"1992-1985","31","8","0.19","48.20093","0.32","32.8","0.11","31","0.16","7.772947","0.19","0.165979407444846","0.14",,,"38.2939091257242","0.69"
"1993-1986","0","27","0.59","52.33836","0.65","58.3","0.68","41","0.35","27.4669758277778","0.59","0.180335285305023","0.43",,,"45.6777619650782","0.81"
"1994-1987","0","29","0.7","48.21293","0.35","69.2","0.86","70","0.92","29.4253845","0.7","0.188206701633092","0.59",,,"20.2261537446449","0.28"
