"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","75","1","75","1","75","1","75","1","75","1","0.268506624652443","0.78",,,"0.0693169101137272","0.12"
"1984-1977","25","68","0.05","75","1","75","1","75","1","68.147704","0.05","0.248655286224352","0.16",,,"-8.09438767359534","0.03"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.265023380224675","0.62",,,"52.9504126621955","0.78"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.262901398027701","0.51",,,"38.0314920305047","0.53"
"1987-1980","0","75","1","75","1","75","1","75","1","75","1","0.258544600651524","0.41",,,"-3.88392644264165","0.06"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.253063084108497","0.27",,,"35.591641759879","0.47"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.265092524276185","0.65",,,"42.2553815477466","0.59"
"1990-1983","57","60","0.03","75","1","75","1","75","1","59.656165","0.03","0.275043671177617","0.89",,,"-2.95428555246709","0.09"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.233157134517008","0.11",,,"2.09263813141185","0.16"
"1992-1985","23","69","0.08","75","1","75","1","75","1","68.688534","0.08","0.266082520862254","0.68",,,"7.2056315055731","0.28"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.230227132767702","0.05",,,"49.037926995287","0.75"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.288681884005913","0.97",,,"43.8933172569305","0.69"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.255538098140267","0.35",,,"46.1750857065801","0.72"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.234787796776169","0.14",,,"43.6901277418734","0.66"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.232953313017911","0.08",,,"15.3365849403302","0.31"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.315525211543521","1",,,"63.2212234084099","0.88"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.258759299250107","0.46",,,"59.7346287650721","0.84"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.2635047","0.54",,,"24.8","0.34"
"2001-1994","0","75","1","75","1","75","1","75","1","75","1","0.260763","0.49",,,"3.6","0.22"
"2002-1995","0","75","1","75","1","75","1","75","1","75","1","0.2202247","0.03",,,"2.8","0.19"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.2874315","0.95",,,"39.4","0.56"
"2004-1997","0","75","1","75","1","75","1","75","1","75","1","0.2679301","0.73",,,"4.4","0.25"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.2487284","0.19",,,"69.4","0.94"
"2006-1999","0","75","1","75","1","75","1","75","1","75","1","0.2639842","0.57",,,"54.4","0.81"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2670419","0.7","4.427419","0.27","71.1","0.97"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.268359","0.76","4.137097","0.18","75.6","1"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.2707218","0.86","2.491935","0.09","36.8","0.5"
"2010-2003","0","75","1","75","1","75","1","75","1","75","1","0.2563419","0.38","6.717741","0.91","64.6","0.91"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.2587457","0.43","5.225806","0.55","24.9","0.38"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.2526045","0.24","5.048388","0.45","35.1","0.44"
"2013-2006","2","74","0.11","75","1","75","1","75","1","74.374017","0.11","0.2704531","0.84","5.838709","0.73","35.1","0.44"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.2842175","0.92","9.790323","1","42.4","0.62"
"2015-2008","0","75","1","75","1","75","1","75","1","75","1","0.2500115","0.22","4.483871","0.36",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.2647451","0.59","6.346774","0.82",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.255496","0.32","5.419354","0.64",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.2689866","0.81",,,,
"2019-2012","0","75","1","75","1","75","1","75","1","75","1","0.2542329","0.3",,,,
