"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.27","0.49","0.65","0.46","0.27","0.08",,"0.66"
"Abara","0.19","0.46","0.32","0.08","0.19","0.59",,"0.5"
"Abarwuha","0.46","0.73","0.32","0.24","0.46","0.86",,"0.62"
"Abaselima","0.49","0.46","0.24","0.08","0.49","0.7",,"0.5"
"Abina","0.27","0.22","0.54","0.41","0.27","0.35",,"0.66"
"AbrahaAtsbaha","0.22","0.46","0.11","0.08","0.22","0.3",,"0.75"
"Abrekuy","0.32","0.16","0.32","0.08","0.32","0.51",,"0.5"
"AdekeAla","0.41","0.19","0.03","0.03","0.41","0.84",,"0.56"
"Adekiney","0.24","0.32","0.03","0.08","0.24","0.57",,"0.56"
"AderSeg","0.27","0.16","0.59","0.49","0.27","0.05",,"0.66"
"Adibearj","0.43","0.62","0.35","0.08","0.43","0.59",,"0.28"
"AdiHa","0.05","0.08","0.14","0.03","0.05","0.57",,"0.47"
"AdiKisandid","0.41","0.49","0.11","0.16","0.41","0.08",,"0.75"
"Adisalem","0.11","0.46","0.54","0.19","0.11","0.65",,"0.34"
"AdisAlemS","0.41","0.19","0.05","0.05","0.41","0.57",,"0.56"
"AdisAlemW","0.16","0.27","0.03","0.03","0.16","0.24",,"0.44"
"Adiselam","0.35","0.35","0.27","0.11","0.35","0.27",,"0.88"
"Adishimbirkti","0.62","0.68","0.65","0.73","0.62","0.05",,"0.53"
"AdisKigni","0.62","0.27","0.43","0.57","0.62","0.38",,"0.59"
"Adiyikoro","0.43","0.14","0.05","0.08","0.43","0.46",,"0.44"
"Adizata","0.43","0.22","0.05","0.08","0.43","0.49",,"0.44"
"Adreb","0.46","0.59","0.27","0.05","0.46","0.19",,"0.88"
"AgazenMeda","0.41","0.73","0.32","0.32","0.41","0.46",,"0.62"
"Agazi","0.3","0.43","0.05","0.05","0.3","0.11",,"0.88"
"Agbe","0.51","0.11","0.08","0.05","0.51","0.54",,"0.47"
"Agela","0.68","0.54","0.38","0.05","0.68","0.05",,"0.5"
"Agid","0.78","0.54","0.3","0.05","0.78","0.68",,"0.47"
"AlemeTesfa","0.76","0.51","0.76","0.32","0.76","0.56",,"0.34"
"AmdiWeyane","0.41","0.19","0.05","0.05","0.41","0.38",,"0.56"
"Amedwuha","0.51","0.57","0.27","0.27","0.51","0.43",,"0.41"
