"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Endagahamus","Endagahamus","Endagahamus","Endagahamus","Endagahamus","Endagahamus","Endagahamus","Endagahamus"
"Region","WiereLahe","WiereLahe","WiereLahe","WiereLahe","WiereLahe","WiereLahe","WiereLahe","WiereLahe"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","30","0.59","0","73","0.43","0","0"
"1984-1977","73","6","0.14","44","53","0.11","117.18","0"
"1985-1978","71","6","0.16","0","75","1","70.55","0"
"1986-1979","0","25","0.54","0","75","1","0","0"
"1987-1980","0","52","1","10","62","0.19","10.13","0"
"1988-1981","0","10","0.3","0","75","1","0","0"
"1989-1982","0","11","0.32","0","75","1","0","0"
"1990-1983","0","11","0.35","58","50","0.08","58.33","0"
"1991-1984","66","6","0.19","0","75","1","65.93","0"
"1992-1985","100","0","0.05","0","71","0.38","100","0"
"1993-1986","0","35","0.73","0","75","1","0","0"
"1994-1987","0","50","0.97","0","75","1","0","0"
"1995-1988","54","6","0.22","0","75","1","53.78","0"
"1996-1989","0","40","0.84","0","66","0.3","0","0"
"1997-1990","0","41","0.86","58","50","0.08","58.33","0"
"1998-1991","0","44","0.92","0","75","1","0","0"
"1999-1992","0","12","0.38","0","75","1","0","0"
"2000-1993","0","27","0.57","0","75","0.46","0","0"
"2001-1994","100","0","0.05","58","50","0.08","158.33","0"
"2002-1995","100","4","0.08","21","59","0.16","121.32","0"
"2003-1996","0","31","0.65","0","70","0.35","0","0"
"2004-1997","0","20","0.46","41","54","0.14","40.54","0"
"2005-1998","0","17","0.41","0","75","1","0","1"
"2006-1999","0","18","0.43","0","75","1","0","0"
"2007-2000","0","34","0.7","0","75","1","0","0"
"2008-2001","0","8","0.27","0","75","1","0","0"
"2009-2002","76","6","0.11","0","75","1","75.84","1"
"2010-2003","0","32","0.68","0","67","0.32","0","0"
"2011-2004","0","41","0.89","0","75","1","0","1"
"2012-2005","0","30","0.62","0","75","1","0","0"
"2013-2006","0","25","0.54","3","63","0.24","3.41","0"
"2014-2007","0","25","0.54","0","75","1","0","1"
"2015-2008","1","8","0.24","0","71","0.41","0.6","0"
"2016-2009","0","39","0.81","0","75","1","0","1"
"2017-2010","0","38","0.78","0","65","0.27","0","0"
"2018-2011","0","36","0.76","0","75","1","0","0"
"2019-2012","0","49","0.95","9","62","0.22","8.74","0"
