"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Ebo","0.73","1","1","0.59","0.73","0.76","0.45","0.72"
"Edagaarbi","0.46","1","1","1","0.46","0.92","0.73","0.38"
"EmbaAhfrom","0.19","1","1","1","0.19","0.84","0.64","0.34"
"EmbachekoGunaguna","1","1","1","1","1","0.11","0.45","0.34"
"EndaBagerima","0.27","1","1","1","0.27","0.57","0.45","0.34"
"Endabano","1","1","1","1","1","0.51","0.73","0.34"
"Endachiwa","1","1","1","1","1","0.49","0.64","0.34"
"EndaFelasi","1","1","1","1","1","0.65","0.73","0.34"
"Endagahamus","1","1","1","1","1","0.84","0.73","0.34"
"Endamariam","0.14","1","1","1","0.14","0.78","0.64","0.25"
"Erba","0.7","0.59","1","0.54","0.7","0.62","0.18","0.66"
"Esiret","1","1","1","1","1","0.97","0.45","0.53"
"Estifanos","1","1","1","1","1","0.24","0.36","0.69"
"Fala","0.51","1","1","1","0.51","0.81","0.18","0.75"
"Felegehiwot","0.27","1","1","1","0.27","0.11","0.45","0.72"
"FelegeWayane","0.35","1","0.51","1","0.35","0.95","0.09","0.44"
"FikreAlem","0.68","1","1","1","0.68","0.97","0.45","0.62"
"Filatako","0.19","1","1","1","0.19","0.22","0.45","0.78"
"Gebsit","1","1","1","1","1","0.81","0.09","0.75"
"Gedayasu","1","1","1","1","1","0.81","0.09","0.88"
"GelaMatebiya","1","1","1","1","1","0.57","0.36","0.34"
"Gendebta","0.27","1","1","1","0.27","0.86","0.55","0.34"
"Geneti","0.65","1","1","0.59","0.65","0.68","0.36","0.72"
"Genfel","0.7","1","1","1","0.7","1","0.55","0.44"
"Gera","1","1","1","1","1","0.62","0.73","0.28"
"Gerjale","0.62","1","1","0.43","0.62","0.68","0.18","0.75"
"GetskiMilesiley","1","1","1","1","1","0.41","0.64","0.16"
"Gijet","1","1","1","1","1","0.78","0.73","0.16"
"Ginaza","1","1","1","1","1","0.38","0.64","0.75"
"Golgolemalee","0.35","1","1","1","0.35","0.97","0.09","0.44"
"Goshedur","0.27","1","1","1","0.27","0.19","0.27","0.72"
"Goza","1","1","1","1","1","0.08","0.55","0.75"
"Grwre","1","1","1","1","1","0.49","0.45","0.28"
"GuemseAgamet","0.54","1","1","1","0.54","1","0.73","0.28"
"Guroro","1","1","1","1","1","0.65","0.82","0.34"
"Guya","1","1","1","1","1","0.49","0.82","0.34"
"Habees","0.38","1","1","1","0.38","1","0.27","0.44"
"Hadashtekli","1","1","1","1","1","0.7","0.82","0.16"
"HadeAlga","0.59","0.68","1","0.57","0.59","0.57","0.09","0.66"
"HadnetK","0.68","1","1","1","0.68","0.95","0.36","0.62"
"HadnetS","0.76","1","1","1","0.76","1","0.91","0.28"
"HadushAdi","0.43","1","0.51","1","0.43","0.84","0.82","0.28"
"HadushHiwet","0.41","1","0.46","0.46","0.41","0.62","0.64","0.28"
"HagereGenet","0.38","1","1","1","0.38","0.51","0.36","0.72"
"HagereSelamE","0.32","1","1","1","0.32","0.62","0.36","0.72"
"HagereSelamW","1","1","1","1","1","0.95","0.45","0.38"
"Hangoda","0.76","1","1","1","0.76","1","0.91","0.28"
"Hareko","0.43","1","1","1","0.43","0.81","0.55","0.44"
"Hawelti","0.65","1","1","1","0.65","0.7","0.27","0.72"
"Hayelom","1","1","1","1","1","0.92","0.73","0.28"
"Hintsa","0.27","1","1","1","0.27","0.62","0.45","0.53"
"HintsaWaza","0.27","1","1","1","0.27","0.62","0.45","0.53"
"HizbaTeklehymanot","0.73","1","1","0.51","0.73","0.76","0.45","0.72"
"ImbaRufael","1","1","1","1","1","0.7","0.55","0.28"
"Jijqe","1","1","1","1","1","0.76","0.91","0.34"
"JimanDeregeha","1","1","1","1","1","0.16","0.36","0.34"
"Jira","1","1","1","1","1","0.27","0.55","0.5"
"kabe","1","1","1","1","1","0.16","0.73","0.75"
"Karima","1","1","1","1","1","0.57","0.09","0.88"
"Keregna","1","1","1","1","1","0.05","0.73","0.75"
"Kihen","0.49","1","1","1","0.49","1","0.36","0.62"
"Kita","1","1","1","1","1","0.49","0.36","0.75"
"Korme","0.62","1","1","0.49","0.62","0.62","0.18","0.75"
"Ksadacki","1","1","1","1","1","0.43","0.55","0.38"
"Kudo","0.19","1","1","1","0.19","0.89","0.73","0.34"
"Kuluferha","1","1","1","1","1","0.7","0.55","0.44"
"KuluGizeLemlem","0.57","1","1","0.43","0.57","0.76","0.27","0.72"
"LaelayDayu","0.62","1","1","0.43","0.62","0.73","0.27","0.72"
"Laelayhahaile","0.19","1","1","1","0.19","0.68","0.82","0.34"
"LaelayMegariaTsemri","0.08","1","1","1","0.08","0.78","0.55","0.25"
"Lalaylogomti","1","1","1","1","1","0.46","0.45","0.34"
"Ledy","1","1","1","1","1","0.24","0.09","0.75"
"Lemlem","0.19","1","1","1","0.19","0.49","0.36","0.31"
"LemlemArena","0.35","1","1","1","0.35","0.51","0.64","0.44"
"Libo ","1","1","1","1","1","0.11","0.55","0.69"
"Limaat","0.57","0.57","0.38","0.27","0.57","0.62","0.27","0.72"
"Limat","1","1","1","1","1","0.81","0.91","0.34"
"Lul","0.27","1","1","1","0.27","0.7","0.36","0.88"
"LusinaAbegeldi","1","1","1","1","1","0.43","0.36","0.34"
"Maekelawi","1","1","1","1","1","0.84","0.73","0.34"
"MaekelSegli","1","1","1","1","1","0.65","0.73","0.34"
"MahbereWeyni","0.68","1","1","1","0.68","0.78","0.55","0.62"
"MariamShewito","0.27","1","1","1","0.27","0.76","0.45","0.34"
"Martadios","1","1","1","1","1","0.43","0.55","0.69"
"MayChekemte","0.49","1","1","1","0.49","0.76","0.64","0.34"
"MayNebri","0.38","1","1","1","0.38","0.95","0.82","0.38"
"Maysuru","0.14","1","1","1","0.14","0.84","0.55","0.25"
"MayTeklia","0.27","1","1","1","0.27","0.78","0.55","0.53"
"Mearey","0.19","1","1","1","0.19","0.3","0.36","0.56"
"Mechare","0.7","0.68","1","0.57","0.7","0.46","0.09","0.59"
"Mechena","1","1","1","1","1","0.11","0.36","0.34"
"MehalGoncha","0.24","1","1","1","0.24","0.24","0.36","0.78"
"Mekan ","0.76","1","1","0.49","0.76","0.78","0.36","0.75"
"MekaneGenet","0.27","1","1","1","0.27","0.41","0.64","0.69"
"Melabesh","0.19","1","1","1","0.19","0.76","0.55","0.72"
"MendereMariam","1","1","1","1","1","0.08","0.55","0.72"
"Menegobena","1","1","1","1","1","0.73","0.18","0.75"
"Menji","1","1","1","1","1","0.62","0.82","0.34"
"Mergech","1","1","1","1","1","0.81","0.18","0.75"
"Mesanu","0.38","1","1","1","0.38","0.95","0.27","0.62"
"Mesehle","1","1","1","1","1","0.49","0.55","0.44"
"Meswaeti ","0.76","1","1","0.38","0.76","0.65","0.27","0.75"
"Metkel","0.14","1","1","1","0.14","0.86","0.45","0.38"
"MetkelLemat","0.27","1","1","1","0.27","0.78","0.45","0.31"
"Mezbr","0.11","1","1","1","0.11","0.57","0.64","0.25"
"MichelDebre","1","1","1","1","1","0.05","0.55","0.72"
"Miraf","1","1","1","1","1","0.46","0.09","0.75"
"Misema","0.08","1","1","1","0.08","0.16","0.27","0.53"
"Mitad","1","1","1","1","1","0.08","0.55","0.75"
"MitinaYimach","0.32","1","1","1","0.32","0.49","0.64","0.69"
"Mozen","1","1","1","1","1","0.76","0.18","0.75"
"Mozutey","0.73","1","1","1","0.73","0.97","0.91","0.38"
"Mtsaiwerki","1","1","1","1","1","0.43","0.82","0.34"
"Nagash","0.27","1","1","1","0.27","1","0.73","0.44"
"Nebarhadinet","0.19","1","1","1","0.19","0.46","0.36","0.31"
"Nefasit","1","1","1","1","1","0.49","0.55","0.44"
"Negedebrhan","0.19","1","1","1","0.19","0.51","0.45","0.28"
"Niquara","1","1","1","1","1","0.27","0.36","0.75"
"Qoraro","0.59","1","1","1","0.59","0.89","0.82","0.28"
"RubaFelege","0.35","1","1","1","0.35","0.95","0.09","0.44"
"Santa gelebeda","1","1","1","1","1","0.7","0.73","0.44"
"SaratYerawoch","0.27","1","1","1","0.27","0.65","0.64","0.69"
"Sefo","0.19","1","1","1","0.19","0.78","0.64","0.34"
"Segena","0.27","1","1","1","0.27","0.54","0.55","0.69"
"Seka","1","1","1","1","1","0.62","0.55","0.38"
"Selamaya","1","1","1","1","1","0.03","0.36","0.34"
"SelamBekalsi","0.57","1","0.38","0.27","0.57","0.73","0.27","0.72"
"Selamber","0.32","1",,"1","0.32","0.86","0.64","0.72"
"SelamgieAmbarie","0.24","1","1","1","0.24","0.22","0.45","0.78"
"SelamH","0.54","1","1","1","0.54","0.76","0.73","0.28"
"SelamW","1","1","1","1","1","0.95","0.73","0.34"
"Selelkula","1","1","1","1","1","0.41","0.09","0.75"
"SelenWuha","0.57","0.57","0.38","0.27","0.57","0.78","0.27","0.72"
"Seloda","0.22","1","1","1","0.22","0.41","0.45","0.34"
"Sendada","0.54","1","1","1","0.54","1","0.73","0.44"
"Serawudi","1","1","1","1","1","0.08","0.55","0.69"
"Seret","0.89","1","1","1","0.89","0.46","0.55","0.44"
"Sero","0.14","1","1","1","0.14","0.84","0.55","0.25"
"Shamo","1","1","1","1","1","0.32","0.36","0.69"
"ShehochTehara","1","1","1","1","1","0.24","0.36","0.69"
"Shekatekli","1","1","1","1","1","0.92","0.82","0.16"
"Shunge","1","1","1","1","1","0.03","0.36","0.34"
"Simret","0.3","1","1","0.35","0.3","0.84","0.73","0.34"
"SimretS","0.76","1","1","0.54","0.76","0.78","0.45","0.75"
"SimretT","1","1","1","1","1","0.73","0.82","0.28"
"Sinkata","0.54","1","1","1","0.54","1","0.73","0.28"
"Siye","1","1","1","1","1","0.46","0.45","0.28"
"Smret","1","1","1","1","1","0.57","0.82","0.34"
"Sorya","0.49","1","1","0.27","0.49","0.62","0.18","0.75"
"Suha","1","1","1","1","1","0.54","0.18","0.75"
"Tahtayhaya","0.49","1","1","0.38","0.49","0.78","0.27","0.75"
"TahtayDaeroka","0.38","1","1","1","0.38","0.76","0.55","0.34"
"TahtayLegomti","1","1","1","1","1","0.62","0.55","0.34"
"TahtayMegariaTsebri","0.08","1","1","1","0.08","0.62","0.55","0.25"
"Tao","0.62","1","1","0.43","0.62","0.62","0.18","0.75"
"TaraGedam","1","1","1","1","1","0.32","0.64","0.75"
"TaraSenba","1","1","1","1","1","0.3","0.45","0.34"
"Tekea","0.92","1","1","1","0.92","0.97","0.55","0.47"
"Tekleweyni","1","1","1","1","1","0.62","0.27","0.28"
"Tetatiro","1","1","1","1","1","0.19","0.27","0.75"
"Tibaga","1","1","1","1","1","0.27","0.73","0.75"
"Tigage","1","1","1","1","1","0.57","0.36","0.72"
"Tsae","1","1","1","1","1","0.81","0.82","0.44"
"Tsetsera","0.54","1","1","0.38","0.54","0.7","0.18","0.75"
"Tseykeme","1","1","1","1","1","0.59","0.73","0.28"
"Tsigea","0.65","1","1","0.59","0.65","0.68","0.36","0.72"
"Ulaga","0.68","0.59","0.43","0.35","0.68","0.65","0.18","0.78"
"Wargba","0.65","1","1","0.54","0.65","0.49","0.36","0.72"
"Wariba","1","1","1","1","1","0.03","0.36","0.75"
"Wedikeshi","0.22","1","1","1","0.22","0.62","0.45","0.34"
"Werabaye","0.49","1","1","0.54","0.49","0.81","0.18","0.75"
"Werkamba","1","1","1","1","1","0.51","0.73","0.34"
"Wobo","1","1","1","1","1","0.19","0.09","0.75"
"Wonberoch","1","1","1","1","1","0.22","0.45","0.34"
"Wondye","0.27","1","1","1","0.27","0.35","0.36","0.69"
"Worego","1","1","1","1","1","0.54","0.09","0.75"
"WorgajaWagi","0.24","1","1","1","0.24","0.68","0.45","0.78"
"WoryaMeskel","0.38","1","1","1","0.38","0.68","0.36","0.88"
"Woyenti","0.27","1","1","1","0.27","0.86","0.55","0.34"
"Woynye","1","1","1","1","1","0.78","0.09","0.75"
"WuhdetG","0.3","1","1","1","0.3","0.7","0.55","0.34"
"WuhdetK","1","1","1","1","1","0.78","0.73","0.44"
"WushaTires","1","1","1","1","1","0.27","0.73","0.75"
"Yedwuha","1","1","1","1","1","0.51","0.09","0.75"
"Yeju","1","1","1","1","1","0.14","0.18","0.75"
"Yetefet","0.27","1","1","1","0.27","0.59","0.55","0.72"
"YifagAkababi","1","1","1","1","1","0.16","0.73","0.75"
"Yitihana","1","1","1","1","1","0.46","0.09","0.75"
"Zata","0.51","1","1","1","0.51","0.95","0.27","0.75"
"Ziha","1","1","1","1","1","0.14","0.36","0.69"
"ZihonHuha","0.35","1","1","1","0.35","0.7","0.45","0.72"
"ZobarYikuanda","0.38","1","1","1","0.38","0.59","0.36","0.88"
"Zongi","1","1","1","1","1","0.95","0.73","0.34"
