"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.65",,"0.56"
"Abara","1","1","1","1","1","0.14",,"0.53"
"Abarwuha","1","1","1","1","1","0.38",,"0.69"
"Abaselima","1","1","1","1","1","0.08",,"0.53"
"Abina","1","1","1","1","1","0.68",,"0.56"
"AbrahaAtsbaha","1","1","1","1","1","0.54",,"0.38"
"Abrekuy","1","1","1","1","1","0.08",,"0.53"
"AdekeAla","1","1","1","1","1","0.59",,"0.41"
"Adekiney","0.51","1","1","1","0.51","0.24",,"0.59"
"AderSeg","1","1","1","1","1","0.73",,"0.56"
"Adibearj","1","1","1","1","1","0.16",,"0.5"
"AdiHa","1","1","1","1","1","0.11",,"0.34"
"AdiKisandid","1","1","1","1","1","0.49",,"0.38"
"Adisalem","0.14","1","0.11","0.14","0.14","0.54",,"0.88"
"AdisAlemS","1","1","1","1","1","0.73",,"0.41"
"AdisAlemW","1","1","1","1","1","0.73",,"0.62"
"Adiselam","1","1","1","1","1","0.73",,"0.53"
"Adishimbirkti","0.27","1","1","1","0.27","0.89",,"0.41"
"AdisKigni","0.22","0.27","0.27","0.3","0.22","0.76",,"0.44"
"Adiyikoro","1","1","1","1","1","0.62",,"0.62"
"Adizata","1","1","1","1","1","0.43",,"0.62"
"Adreb","1","1","1","1","1","0.49",,"0.53"
"AgazenMeda","1","1","1","1","1","0.54",,"0.69"
"Agazi","0.46","1","1","1","0.46","0.03",,"0.31"
"Agbe","1","1","1","1","1","0.86",,"0.34"
"Agela","1","1","1","1","1","0.59",,"0.72"
"Agid","1","1","1","1","1","0.76",,"0.69"
"AlemeTesfa","1","1","1","0.24","1","0.48",,"0.88"
"AmdiWeyane","1","1","1","1","1","0.84",,"0.41"
"Amedwuha","0.14","1","1","1","0.14","0.49",,"0.34"
"Ameno","1","1","1","1","1","0.68",,"0.72"
"Amisetya","0.27","1","1","1","0.27","0.65",,"0.59"
"Angot","1","1","1","1","1","0.86",,"0.69"
"Anigot","1","1","1","1","1","0.54",,"0.72"
"Ansheb","1","1","0.11","0.08","1","0.19",,"0.97"
"AquaShumoch","1","1","1","1","1","0.78",,"0.69"
"Aquha","1","1","1","1","1","0.59",,"0.59"
"Arena","1","1","1","1","1","0.57",,"0.38"
"Asmena","0.43","1","0.27","0.35","0.43","0.32",,"0.31"
"Asta","0.05","1","1","1","0.05","0.54",,"0.72"
"Atakilti","1","1","1","1","1","0.86",,"0.38"
"AwetBikalsi","1","1","1","1","1","0.16",,"0.34"
"AwusaMeda","1","1","1","0.22","1","0.51",,"0.88"
"Ayba","0.84","1","0.27","0.38","0.84","0.46",,"0.56"
"Aynalem","1","1","1","1","1","0.51",,"0.38"
"Bala","0.22","0.27","0.3","0.35","0.22","0.89",,"0.44"
"Balarab","0.27","1","1","1","0.27","0.78",,"0.59"
"Bamba","1","1","1","1","1","0.76",,"0.41"
"BarkaAdiswha","1","1","1","1","1","0.32",,"0.38"
"Begasheka","1","1","1","1","1","0.92",,"0.38"
"Berlay","0.14","1","1","0.14","0.14","0.62",,"0.88"
"Betgebez","0.62","1","1","1","0.62","0.22",,"0.53"
"Bethans","1","1","1","1","1","0.57",,"0.5"
"BilbWuha","1","1","1","1","1","0.73",,"0.78"
"Birkutea","1","1","1","1","1","0.92",,"0.72"
"Boneya","1","1","1","1","1","0.19",,"0.53"
"Burkoche","0.57","1","1","1","0.57","0.46",,"0.59"
"Cheli","1","1","1","1","1","0.86",,"0.41"
"Darubekeda","0.27","1","1","1","0.27","0.86",,"0.41"
"Deberkerbye","1","1","1","1","1","0.89",,"0.72"
"DeberAbaJale","1","1","1","1","1","0.57",,"0.69"
"DebrAbay","0.16","1","1","0.08","0.16","0.59",,"0.88"
"DebreAliays","0.16","1","0.08","0.08","0.16","0.41",,"0.88"
"Debrebirhan","1","1","1","1","1","0.19",,"0.34"
"Debrebrhan","1","1","1","1","1","0.41",,"0.59"
"DebreGenet","0.35","1","1","1","0.35","0.76",,"0.88"
"DebreGenetA","1","1","1","1","1","0.78",,"0.5"
"DebreGenetK","1","1","1","1","1","1",,"0.38"
"DebreGeorgis","1","1","1","0.35","1","0.59",,"0.88"
"DebreKidusan","0.3","1","1","1","0.3","0.57",,"0.88"
"Debremawie","0.14","1","0.08","0.08","0.14","0.43",,"0.88"
"Debreselam","1","1","1","1","1","0.68",,"0.34"
"Debrinetseb","1","1","1","1","1","0.92",,"0.38"
"Dekera","1","1","1","1","1","0.7",,"0.28"
"DembezaAmbaLay","0.14","1","0.05","0.08","0.14","0.57",,"0.88"
"Derit","1","1","1","1","1","0.68",,"0.69"
"Derita","0.05","1","1","1","0.05","0.62",,"0.72"
"Dinkashena","0.19","1","1","1","0.19","0.68",,"0.62"
"Ebo","0.24","0.3","0.43","0.51","0.24","0.19",,"0.56"
"Edagaarbi","0.54","1","1","1","0.54","0.32",,"0.56"
"EmbaAhfrom","0.65","1","1","1","0.65","0.19",,"0.62"
"EmbachekoGunaguna","1","1","1","1","1","0.78",,"0.69"
"EndaBagerima","1","1","1","1","1","0.7",,"0.5"
"Endabano","1","1","1","1","1","0.41",,"0.41"
"Endachiwa","1","1","1","1","1","0.81",,"0.62"
"EndaFelasi","1","1","1","1","1","0.86",,"0.41"
"Endagahamus","1","1","1","1","1","0.57",,"0.62"
"Endamariam","0.59","1","1","1","0.59","0.11",,"0.53"
"Erba","0.19","0.27","0.38","0.46","0.19","0.89",,"0.38"
"Esiret","1","1","1","1","1","0.86",,"0.41"
"Estifanos","1","1","1","1","1","0.62",,"0.72"
"Fala","0.27","1","1","1","0.27","0.76",,"0.41"
"Felegehiwot","0.35","1","1","1","0.35","0.73",,"0.88"
"FelegeWayane","0.65","1","0.32","0.51","0.65","0.11",,"0.38"
"FikreAlem","1","1","1","1","1","0.46",,"0.25"
"Filatako","1","1","1","1","1","0.16",,"0.69"
"Gebsit","1","1","1","1","1","0.19",,"0.53"
"Gedayasu","1","1","1","1","1","0.11",,"0.97"
"GelaMatebiya","1","1","1","1","1","0.43",,"0.69"
"Gendebta","1","1","1","1","1","0.43",,"0.62"
"Geneti","0.19","0.3","0.35","0.49","0.19","0.27",,"0.56"
"Genfel","1","1","1","1","1","0.7",,"0.38"
"Gera","1","1","1","1","1","0.7",,"0.41"
"Gerjale","0.19","0.27","0.24","0.38","0.19","0.59",,"0.38"
"GetskiMilesiley","1","1","1","1","1","0.51",,"0.34"
"Gijet","1","1","1","1","1","0.38",,"0.34"
"Ginaza","1","1","1","1","1","0.65",,"0.69"
"Golgolemalee","0.65","1","1","1","0.65","0.22",,"0.38"
"Goshedur","0.35","1","1","1","0.35","0.73",,"0.88"
"Goza","1","1","1","1","1","0.7",,"0.78"
"Grwre","1","1","1","1","1","0.68",,"0.41"
"GuemseAgamet","0.24","1","0.43","1","0.24","0.11",,"0.31"
"Guroro","1","1","1","1","1","0.76",,"0.38"
"Guya","1","1","1","1","1","0.86",,"0.38"
"Habees","1","1","1","1","1","0.51",,"0.38"
"Hadashtekli","1","1","1","1","1","0.81",,"0.34"
"HadeAlga","0.19","0.19","0.14","0.3","0.19","0.76",,"0.38"
"HadnetK","1","1","1","1","1","0.49",,"0.34"
"HadnetS","0.46","1","1","1","0.46","0.03",,"0.31"
"HadushAdi","0.32","1","0.46","1","0.32","0.16",,"0.31"
"HadushHiwet","0.43","1","0.54","1","0.43","0.32",,"0.31"
"HagereGenet","0.3","1","1","0.14","0.3","0.76",,"0.88"
"HagereSelamE","0.16","1","1","0.11","0.16","0.41",,"0.88"
"HagereSelamW","1","1","1","1","1","0.59",,"0.41"
"Hangoda","0.46","1","1","1","0.46","0.03",,"0.31"
"Hareko","1","1","1","1","1","0.43",,"0.28"
"Hawelti","0.19","0.3","0.41","0.51","0.19","0.08",,"0.56"
"Hayelom","1","1","1","1","1","0.59",,"0.34"
"Hintsa","1","1","1","1","1","0.81",,"0.41"
"HintsaWaza","1","1","1","1","1","0.78",,"0.41"
"HizbaTeklehymanot","0.27","1","0.35","0.46","0.27","0.41",,"0.56"
"ImbaRufael","1","1","1","1","1","0.81",,"0.41"
"Jijqe","1","1","1","1","1","0.86",,"0.38"
"JimanDeregeha","1","1","1","1","1","0.41",,"0.69"
"Jira","1","1","1","1","1","0.84",,"0.41"
"kabe","1","1","1","1","1","0.49",,"0.69"
"Karima","1","1","1","1","1","0.11",,"0.97"
"Keregna","1","1","1","1","1","0.62",,"0.69"
"Kihen","1","1","1","1","1","0.41",,"0.34"
"Kita","1","1","1","1","1","0.57",,"0.53"
"Korme","0.19","0.27","0.32","0.41","0.19","0.86",,"0.38"
"Ksadacki","1","1","1","1","1","0.51",,"0.53"
"Kudo","0.65","1","1","1","0.65","0.43",,"0.62"
"Kuluferha","1","1","1","1","1","0.3",,"0.41"
"KuluGizeLemlem","0.22","0.27","0.22","0.3","0.22","0.84",,"0.44"
"LaelayDayu","0.19","0.24","0.22","0.3","0.19","0.84",,"0.44"
"Laelayhahaile","0.65","1","1","1","0.65","0.57",,"0.62"
"LaelayMegariaTsemri","1","1","1","1","1","0.41",,"0.53"
"Lalaylogomti","1","1","1","1","1","0.73",,"0.62"
"Ledy","1","1","1","1","1","0.08",,"0.53"
"Lemlem","1","1","1","1","1","0.95",,"0.28"
"LemlemArena","1","1","1","1","1","0.27",,"0.28"
"Libo ","1","1","1","1","1","0.62",,"0.72"
"Limaat","0.22","0.24","0.27","0.3","0.22","0.65",,"0.44"
"Limat","1","1","1","1","1","0.92",,"0.38"
"Lul","0.3","1","1","0.11","0.3","0.19",,"0.97"
"LusinaAbegeldi","0.14","1","1","1","0.14","0.59",,"0.69"
"Maekelawi","1","1","1","1","1","0.57",,"0.62"
"MaekelSegli","1","1","1","1","1","0.78",,"0.41"
"MahbereWeyni","1","1","1","1","1","0.54",,"0.34"
"MariamShewito","1","1","1","1","1","0.54",,"0.5"
"Martadios","1","1","1","1","1","0.38",,"0.72"
"MayChekemte","1","1","1","1","1","0.78",,"0.62"
"MayNebri","1","1","1","1","1","0.59",,"0.56"
"Maysuru","0.59","1","1","1","0.59","0.11",,"0.53"
"MayTeklia","1","1","1","1","1","0.51",,"0.41"
"Mearey","1","1","1","1","1","0.22",,"0.34"
"Mechare","0.19","0.16","0.05","0.24","0.19","0.11",,"0.38"
"Mechena","1","1","1","1","1","0.76",,"0.69"
"MehalGoncha","1","1","1","1","1","0.54",,"0.69"
"Mekan ","0.19","1","0.38","0.59","0.19","0.86",,"0.38"
"MekaneGenet","1","1","1","1","1","0.54",,"0.91"
"Melabesh","0.14","1","0.11","0.19","0.14","0.54",,"0.88"
"MendereMariam","1","1","1","1","1","0.7",,"0.69"
"Menegobena","1","1","1","1","1","0.14",,"0.53"
"Menji","1","1","1","1","1","0.73",,"0.38"
"Mergech","1","1","1","1","1","0.11",,"0.53"
"Mesanu","1","1","1","1","1","0.65",,"0.34"
"Mesehle","1","1","1","1","1","0.46",,"0.41"
"Meswaeti ","0.19","1","0.41","0.51","0.19","0.81",,"0.38"
"Metkel","1","1","1","1","1","0.57",,"0.41"
"MetkelLemat","1","1","1","1","1","0.57",,"0.28"
"Mezbr","1","1","1","1","1","0.24",,"0.53"
"MichelDebre","1","1","1","1","1","0.84",,"0.69"
"Miraf","1","1","1","1","1","0.16",,"0.53"
"Misema","1","1","1","1","1","0.11",,"0.31"
"Mitad","1","1","1","1","1","0.76",,"0.69"
"MitinaYimach","1","1","1","0.22","1","0.51",,"0.91"
"Mozen","1","1","1","1","1","0.14",,"0.53"
"Mozutey","1","1","1","1","1","0.3",,"0.56"
"Mtsaiwerki","1","1","1","1","1","0.86",,"0.38"
"Nagash","0.76","1","1","1","0.76","0.3",,"0.38"
"Nebarhadinet","1","1","1","1","1","0.32",,"0.28"
"Nefasit","1","1","1","1","1","0.46",,"0.41"
"Negedebrhan","1","1","1","1","1","0.46",,"0.41"
"Niquara","0.19","1","1","1","0.19","0.81",,"0.53"
"Qoraro","1","1","1","1","1","0.49",,"0.34"
"RubaFelege","0.65","1","0.08","0.16","0.65","0.16",,"0.38"
"Santa gelebeda","1","1","1","1","1","0.19",,"0.38"
"SaratYerawoch","1","1","1","0.32","1","0.51",,"0.91"
"Sefo","0.65","1","1","1","0.65","0.49",,"0.62"
"Segena","1","1","1","1","1","0.68",,"0.91"
"Seka","1","1","1","1","1","0.65",,"0.53"
"Selamaya","1","1","1","1","1","0.84",,"0.69"
"SelamBekalsi","0.22","0.27","0.27","0.3","0.22","0.76",,"0.44"
"Selamber","0.16","1",,"0.08","0.16","0.38",,"0.88"
"SelamgieAmbarie","1","1","1","1","1","0.62",,"0.69"
"SelamH","0.62","1","1","1","0.62","0.11",,"0.34"
"SelamW","1","1","1","1","1","0.65",,"0.5"
"Selelkula","1","1","1","1","1","0.14",,"0.53"
"SelenWuha","0.22","0.24","0.27","0.35","0.22","0.57",,"0.44"
"Seloda","1","1","1","1","1","0.35",,"0.5"
"Sendada","0.24","1","1","1","0.24","0.19",,"0.38"
"Serawudi","1","1","1","1","1","0.76",,"0.72"
"Seret","0.92","1","1","1","0.92","0.41",,"0.28"
"Sero","0.59","1","1","1","0.59","0.14",,"0.53"
"Shamo","1","1","1","1","1","0.78",,"0.72"
"ShehochTehara","1","1","1","1","1","0.62",,"0.72"
"Shekatekli","1","1","1","1","1","0.86",,"0.34"
"Shunge","1","1","1","1","1","0.92",,"0.69"
"Simret","0.51","1","1","1","0.51","0.19",,"0.59"
"SimretS","0.19","1","0.35","0.51","0.19","0.89",,"0.38"
"SimretT","1","1","1","1","1","0.84",,"0.41"
"Sinkata","0.24","1","0.43","1","0.24","0.11",,"0.31"
"Siye","1","1","1","1","1","0.73",,"0.41"
"Smret","1","1","1","1","1","0.84",,"0.38"
"Sorya","0.38","1","0.24","0.35","0.38","0.54",,"0.41"
"Suha","1","1","1","1","1","0.14",,"0.53"
"Tahtayhaya","0.38","1","0.41","0.51","0.38","0.62",,"0.38"
"TahtayDaeroka","1","1","1","1","1","0.54",,"0.62"
"TahtayLegomti","1","1","1","1","1","0.76",,"0.5"
"TahtayMegariaTsebri","1","1","1","1","1","0.35",,"0.53"
"Tao","0.19","0.3","0.24","0.38","0.19","0.68",,"0.38"
"TaraGedam","1","1","1","1","1","0.62",,"0.69"
"TaraSenba","1","1","1","1","1","0.41",,"0.69"
"Tekea","0.84","1","0.27","0.51","0.84","0.73",,"0.34"
"Tekleweyni","1","1","1","1","1","0.41",,"0.41"
"Tetatiro","1","1","1","1","1","0.08",,"0.69"
"Tibaga","1","1","1","1","1","0.54",,"0.69"
"Tigage","0.38","1","1","1","0.38","0.38",,"0.59"
"Tsae","1","1","1","1","1","0.46",,"0.38"
"Tsetsera","0.24","1","0.32","0.38","0.24","0.73",,"0.41"
"Tseykeme","1","1","1","1","1","0.76",,"0.41"
"Tsigea","0.19","0.3","0.35","0.49","0.19","0.27",,"0.56"
"Ulaga","0.19","0.3","0.35","0.43","0.19","0.97",,"0.56"
"Wargba","0.19","0.3","0.41","0.49","0.19","0.35",,"0.56"
"Wariba","1","1","1","1","1","0.78",,"0.69"
"Wedikeshi","1","1","1","1","1","0.35",,"0.5"
"Werabaye","0.38","0.27","0.35","0.51","0.38","0.57",,"0.38"
"Werkamba","1","1","1","1","1","0.41",,"0.41"
"Wobo","1","1","1","1","1","0.08",,"0.69"
"Wonberoch","1","1","1","1","1","0.76",,"0.69"
"Wondye","1","1","1","1","1","0.51",,"0.91"
"Worego","1","1","1","1","1","0.19",,"0.53"
"WorgajaWagi","1","1","1","1","1","0.51",,"0.56"
"WoryaMeskel","0.35","1","0.14","0.14","0.35","0.41",,"0.97"
"Woyenti","1","1","1","1","1","0.49",,"0.62"
"Woynye","1","1","1","1","1","0.16",,"0.53"
"WuhdetG","0.51","1","1","1","0.51","0.24",,"0.59"
"WuhdetK","1","1","1","1","1","0.16",,"0.38"
"WushaTires","1","1","1","1","1","0.73",,"0.69"
"Yedwuha","1","1","1","1","1","0.22",,"0.53"
"Yeju","1","1","1","1","1","0.16",,"0.69"
"Yetefet","1","1","1","1","1","0.62",,"0.88"
"YifagAkababi","1","1","1","1","1","0.59",,"0.69"
"Yitihana","1","1","1","1","1","0.08",,"0.53"
"Zata","0.22","1","1","1","0.22","0.76",,"0.41"
"Ziha","1","1","1","1","1","0.81",,"0.72"
"ZihonHuha","0.14","1","0.11","0.08","0.14","0.43",,"0.88"
"ZobarYikuanda","0.35","1","0.08","0.22","0.35","0.22",,"0.97"
"Zongi","1","1","1","1","1","0.65",,"0.5"
