"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.73","0.7","0.86","1","0.73","0.84",,"0.09"
"Abara","0.43","0.46","0.49","0.62","0.43","0.49",,"0.09"
"Abarwuha","0.54","0.24","0.78","0.54","0.54","0.41",,"0.25"
"Abaselima","0.46","0.46","0.38","0.57","0.46","0.3",,"0.09"
"Abina","0.84","0.49","0.73","1","0.84","0.68",,"0.09"
"AbrahaAtsbaha","0.92","0.7","0.54","0.65","0.92","0.54",,"0.53"
"Abrekuy","0.81","0.46","0.62","0.7","0.81","0.11",,"0.09"
"AdekeAla","0.7","0.46","0.89","0.92","0.7","0.89",,"0.28"
"Adekiney","0.24","0.32","0.78","1","0.24","0.81",,"0.38"
"AderSeg","0.73","0.32","0.86","1","0.73","0.78",,"0.09"
"Adibearj","0.51","0.46","0.51","0.57","0.51","0.54",,"0.53"
"AdiHa","0.89","0.35","0.59","0.65","0.89","0.84",,"0.53"
"AdiKisandid","0.86","0.68","0.65","0.73","0.86","0.32",,"0.53"
"Adisalem","0.68","0.46","0.51","0.27","0.68","0.3",,"0.28"
"AdisAlemS","0.7","0.46","0.81","0.89","0.7","0.76",,"0.28"
"AdisAlemW","0.76","0.27","0.78","0.78","0.76","0.89",,"0.53"
"Adiselam","0.43","0.35","0.46","0.49","0.43","0.57",,"0.25"
"Adishimbirkti","0.43","0.46","0.22","0.57","0.43","0.51",,"0.03"
"AdisKigni","0.49","0.27","0.46","0.57","0.49","0.14",,"0.03"
"Adiyikoro","0.73","0.68","0.68","0.73","0.73","0.11",,"0.53"
"Adizata","0.73","0.51","0.68","0.7","0.73","0.11",,"0.53"
"Adreb","0.73","0.59","0.49","0.54","0.73","0.24",,"0.25"
"AgazenMeda","0.54","0.24","1","0.59","0.54","0.57",,"0.25"
"Agazi","0.3","0.43","0.73","0.84","0.3","0.84",,"0.59"
"Agbe","0.73","0.59","1","1","0.73","0.86",,"0.53"
"Agela","1","0.16","0.54","1","1","0.89",,"0.16"
"Agid","0.46","0.16","1","1","0.46","0.76",,"0.25"
"AlemeTesfa","0.59","0.51","0.59","0.16","0.59","0.24",,"0.28"
"AmdiWeyane","0.7","0.32","0.78","0.89","0.7","0.76",,"0.28"
"Amedwuha","0.38","0.22","0.62","0.84","0.38","0.41",,"0.09"
