"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Dinkashena","Dinkashena","Dinkashena","Dinkashena","Dinkashena","Dinkashena","Dinkashena","Dinkashena"
"Region","Ofla","Ofla","Ofla","Ofla","Ofla","Ofla","Ofla","Ofla"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","23","0.84","35","35","0.14","34.62","0"
"1984-1977","100","0","0.38","60","25","0.11","159.52","0"
"1985-1978","100","1","0.43","0","75","1","100","0"
"1986-1979","0","25","0.92","13","45","0.19","12.89","0"
"1987-1980","100","2","0.49","96","9","0.03","196.49","0"
"1988-1981","100","0","0.35","0","75","1","100","0"
"1989-1982","100","1","0.46","19","42","0.16","119.3","0"
"1990-1983","100","0","0.35","0","50","0.43","100","0"
"1991-1984","0","31","1","0","75","1","0","1"
"1992-1985","100","0","0.35","60","25","0.11","159.52","0"
"1993-1986","0","25","0.95","0","50","0.43","0","0"
"1994-1987","100","0","0.35","0","50","0.43","100","1"
"1995-1988","100","3","0.57","0","54","0.49","100","0"
"1996-1989","0","25","0.92","0","61","0.65","0","0"
"1997-1990","0","26","0.97","0","75","1","0","0"
"1998-1991","100","0","0.35","0","75","1","100","0"
"1999-1992","0","15","0.76","0","75","1","0","0"
"2000-1993","100","1","0.41","0","70","0.76","100","1"
"2001-1994","0","13","0.73","0","50","0.43","0","0"
"2002-1995","100","0","0.35","0","66","0.73","100","0"
"2003-1996","0","9","0.62","11","45","0.22","11.14","0"
"2004-1997","0","10","0.68","0","50","0.43","0","0"
"2005-1998","0","11","0.7","0","63","0.7","0","1"
"2006-1999","100","0","0.35","0","50","0.43","100","0"
"2007-2000","0","18","0.78","0","75","1","0","0"
"2008-2001","0","8","0.59","0","58","0.62","0","0"
"2009-2002","100","0","0.35","0","58","0.59","100","0"
"2010-2003","100","0","0.35","0","50","0.43","100","0"
"2011-2004","0","9","0.65","0","54","0.51","0","0"
"2012-2005","0","25","0.92","0","57","0.57","0","0"
"2013-2006","100","0","0.35","0","75","1","100","0"
"2014-2007","100","0","0.35","0","53","0.46","100","0"
"2015-2008","100","0","0.35","72","20","0.05","171.85","0"
"2016-2009","0","18","0.81","0","50","0.43","0","0"
"2017-2010","100","0","0.35","0","75","1","100","0"
"2018-2011","100","2","0.51","0","55","0.54","100","0"
"2019-2012","100","3","0.54","0","62","0.68","100","0"
