"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","MariamShewito","MariamShewito","MariamShewito","MariamShewito","MariamShewito","MariamShewito","MariamShewito","MariamShewito"
"Region","Adwa","Adwa","Adwa","Adwa","Adwa","Adwa","Adwa","Adwa"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","30","0.81","34","53","0.11","33.53","0"
"1984-1977","0","30","0.76","51","49","0.03","51.03","0"
"1985-1978","89","5","0.22","0","75","1","88.56","0"
"1986-1979","0","39","0.89","0","75","1","0","0"
"1987-1980","0","56","0.97","0","66","0.35","0","0"
"1988-1981","0","11","0.32","0","75","1","0","0"
"1989-1982","100","3","0.11","30","54","0.14","129.74","0"
"1990-1983","100","0","0.08","24","55","0.16","123.94","0"
"1991-1984","14","8","0.24","0","75","1","13.66","0"
"1992-1985","0","12","0.38","0","70","0.41","0","0"
"1993-1986","0","26","0.7","0","75","1","0","0"
"1994-1987","0","38","0.86","0","75","1","0","0"
"1995-1988","0","10","0.3","0","75","1","0","0"
"1996-1989","0","30","0.84","0","75","1","0","0"
"1997-1990","0","66","1","0","75","1","0","0"
"1998-1991","0","44","0.92","0","75","1","0","0"
"1999-1992","100","4","0.19","0","75","1","100","0"
"2000-1993","0","27","0.73","0","65","0.3","0","0"
"2001-1994","100","4","0.16","13","57","0.22","113","0"
"2002-1995","0","10","0.27","0","67","0.38","0","0"
"2003-1996","0","30","0.78","0","75","1","0","0"
"2004-1997","0","16","0.43","48","50","0.08","47.62","0"
"2005-1998","0","12","0.35","0","72","0.43","0","0"
"2006-1999","0","16","0.41","0","73","0.46","0","1"
"2007-2000","0","18","0.46","0","75","1","0","0"
"2008-2001","0","18","0.49","0","75","1","0","0"
"2009-2002","0","20","0.57","0","75","1","0","1"
"2010-2003","0","21","0.59","17","56","0.19","17.38","0"
"2011-2004","0","25","0.68","0","62","0.27","0","0"
"2012-2005","0","25","0.68","0","73","0.49","0","1"
"2013-2006","0","20","0.54","0","66","0.32","0","0"
"2014-2007","100","0","0.08","0","75","1","100","1"
"2015-2008","100","0","0.08","2","60","0.24","102.16","0"
"2016-2009","0","20","0.51","0","75","1","0","1"
"2017-2010","100","3","0.14","0","75","1","100","0"
"2018-2011","0","24","0.62","0","75","1","0","0"
"2019-2012","0","53","0.95","48","50","0.08","47.62","0"
