"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"MaekelSegli","0.51","0.3","0.11","0.3","0.51","0.24",,"0.53"
"MahbereWeyni","0.78","0.41","0.49","0.41","0.78","0.62",,"0.44"
"MariamShewito","0.81","0.7","0.22","0.35","0.81","0.03",,"0.25"
"Martadios","0.24","0.59","0.08","0.32","0.24","0.03",,"0.94"
"MayChekemte","0.81","0.7","0.19","0.22","0.81","0.14",,"0.5"
"MayNebri","0.86","0.73","0.16","0.24","0.86","0.14",,"0.66"
"Maysuru","0.78","0.59","0.27","0.54","0.78","0.16",,"0.81"
"MayTeklia","0.68","0.57","0.32","0.24","0.68","0.32",,"0.88"
"Mearey","0.68","0.19","0.14","0.16","0.68","0.08",,"0.84"
"Mechare","0.84","0.73","0.41","0.84","0.84","0.68",,"0.88"
"Mechena","0.05","0.54","0.11","0.08","0.05","0.14",,"0.81"
"MehalGoncha","0.11","1","0.05","0.35","0.11","0.19",,"0.22"
"Mekan ","0.73","0.7","0.27","0.62","0.73","0.73",,"0.72"
"MekaneGenet","0.14","0.86","0.05","0.14","0.14","0.11",,"0.38"
"Melabesh","0.24","0.59","0.24","0.32","0.24","0.03",,"0.5"
"MendereMariam","0.16","0.38","0.32","0.73","0.16","0.05",,"0.75"
"Menegobena","0.11","0.86","0.16","0.32","0.11","0.46",,"0.25"
"Menji","0.46","0.08","0.11","0.16","0.46","0.05",,"0.81"
"Mergech","0.16","0.86","0.19","0.38","0.16","0.35",,"0.25"
"Mesanu","0.7","0.51","0.3","0.19","0.7","0.46",,"0.44"
"Mesehle","0.59","0.51","0.51","0.43","0.59","0.41",,"0.53"
"Meswaeti ","0.73","0.86","0.38","0.68","0.73","0.86",,"0.72"
"Metkel","0.73","0.32","0.22","0.08","0.73","0.08",,"0.88"
"MetkelLemat","0.73","0.54","0.11","0.08","0.73","0.24",,"0.94"
"Mezbr","0.76","0.65","0.3","0.46","0.76","0.27",,"0.81"
"MichelDebre","0.16","0.41","0.24","0.43","0.16","0.03",,"0.75"
"Miraf","0.11","0.62","0.14","0.14","0.11","0.43",,"0.25"
"Misema","0.43","1","1","1","0.43","0.43",,"0.69"
"Mitad","0.03","0.59","0.41","0.57","0.03","0.03",,"0.81"
"MitinaYimach","0.19","0.62","0.03","0.3","0.19","0.03",,"0.38"
"Mozen","0.11","0.86","0.14","0.16","0.11","0.46",,"0.25"
"Mozutey","0.86","0.81","0.38","0.27","0.86","0.27",,"0.66"
"Mtsaiwerki","0.43","0.08","0.08","0.08","0.43","0.03",,"0.81"
"Nagash","0.78","0.86","0.59","0.65","0.78","0.24",,"0.22"
"Nebarhadinet","0.68","0.22","0.11","0.19","0.68","0.14",,"0.94"
"Nefasit","0.62","0.57","0.46","0.49","0.62","0.57",,"0.53"
"Negedebrhan","0.59","0.32","0.22","0.24","0.59","0.16",,"0.75"
"Niquara","0.89","0.54","0.35","0.43","0.89","0.08",,"0.62"
"Qoraro","0.73","0.84","0.16","0.32","0.73","0.05",,"0.44"
"RubaFelege","0.78","0.81","0.68","0.78","0.78","0.43",,"0.22"
"Santa gelebeda","0.7","0.65","0.24","0.38","0.7","0.03",,"0.81"
"SaratYerawoch","0.05","0.86","0.14","0.27","0.05","0.08",,"0.38"
"Sefo","0.86","0.78","0.27","0.59","0.86","0.11",,"0.5"
"Segena","0.05","0.81","0.05","0.3","0.05","0.03",,"0.38"
"Seka","0.49","0.59","0.11","0.22","0.49","0.11",,"0.91"
"Selamaya","0.19","0.54","0.46","0.57","0.19","0.3",,"0.81"
"SelamBekalsi","0.84","0.78","0.51","0.78","0.84","0.57",,"0.78"
"Selamber","0.16","0.59","0.33","0.35","0.16","0.03",,"0.5"
"SelamgieAmbarie","0.11","1","0.05","0.3","0.11","0.03",,"0.22"
"SelamH","0.86","0.92","0.41","0.35","0.86","0.03",,"0.44"
"SelamW","0.59","0.51","0.11","0.11","0.59","0.08",,"0.25"
"Selelkula","0.11","0.62","0.19","0.35","0.11","0.38",,"0.25"
"SelenWuha","0.84","0.78","0.49","0.78","0.84","0.73",,"0.78"
"Seloda","0.81","0.65","0.11","0.3","0.81","0.03",,"0.25"
"Sendada","0.92","0.89","0.62","0.65","0.92","0.3",,"0.22"
"Serawudi","0.05","0.54","0.27","0.57","0.05","0.03",,"0.94"
"Seret","0.95","0.59","0.05","0.08","0.95","0.43",,"0.78"
"Sero","0.78","0.62","0.24","0.57","0.78","0.24",,"0.81"
"Shamo","0.03","0.54","0.38","0.62","0.03","0.05",,"0.94"
"ShehochTehara","0.05","0.54","0.3","0.54","0.05","0.32",,"0.94"
"Shekatekli","0.59","0.14","0.24","0.22","0.59","0.08",,"0.69"
"Shunge","0.19","0.73","0.43","0.57","0.19","0.24",,"0.81"
"Simret","0.51","0.62","0.57","0.68","0.51","0.14",,"0.28"
"SimretS","0.73","0.7","0.38","0.49","0.73","0.46",,"0.72"
"SimretT","0.46","0.05","0.14","0.14","0.46","0.03",,"0.75"
"Sinkata","0.92","0.81","0.59","0.73","0.92","0.38",,"0.34"
"Siye","0.54","0.11","0.22","0.32","0.54","0.08",,"0.75"
"Smret","0.51","0.08","0.08","0.11","0.51","0.03",,"0.81"
"Sorya","0.95","0.73","0.41","0.78","0.95","0.16",,"0.62"
"Suha","0.16","0.81","0.24","0.32","0.16","0.41",,"0.25"
"Tahtayhaya","0.7","0.76","0.38","0.68","0.7","0.89",,"0.72"
"TahtayDaeroka","0.84","0.65","0.24","0.46","0.84","0.08",,"0.5"
"TahtayLegomti","0.68","0.51","0.11","0.14","0.68","0.03",,"0.25"
"TahtayMegariaTsebri","0.78","0.41","0.27","0.51","0.78","0.11",,"0.81"
"Tao","0.84","0.92","0.51","0.81","0.84","0.51",,"0.72"
"TaraGedam","0.03","0.62","1","1","0.03","0.24",,"0.81"
"TaraSenba","0.05","0.59","0.16","0.54","0.05","0.03",,"0.81"
"Tekea","0.68","0.54","0.24","0.76","0.68","0.16",,"0.59"
"Tekleweyni","0.54","0.16","0.14","0.11","0.54","0.16",,"0.75"
"Tetatiro","0.19","0.62","0.16","0.49","0.19","0.51",,"0.56"
"Tibaga","0.32","0.54","0.51","0.62","0.32","0.08",,"0.81"
"Tigage","1","0.65","0.24","0.32","1","0.19",,"0.62"
"Tsae","0.62","0.59","0.22","0.27","0.62","0.05",,"0.81"
"Tsetsera","0.73","0.68","0.43","0.62","0.73","0.35",,"0.62"
"Tseykeme","0.46","0.08","0.11","0.08","0.46","0.11",,"0.75"
"Tsigea","0.81","0.89","0.43","0.68","0.81","0.84",,"0.69"
"Ulaga","0.84","0.76","0.49","0.78","0.84","0.43",,"0.84"
"Wargba","0.81","0.89","0.43","0.7","0.81","0.59",,"0.69"
"Wariba","0.05","0.59","0.08","0.05","0.05","0.32",,"0.78"
"Wedikeshi","0.81","0.65","0.11","0.32","0.81","0.03",,"0.25"
"Werabaye","0.7","0.92","0.62","0.81","0.7","0.62",,"0.72"
"Werkamba","0.54","0.32","0.19","0.24","0.54","0.03",,"0.53"
"Wobo","0.19","0.62","0.22","0.38","0.19","0.41",,"0.56"
"Wonberoch","0.05","0.62","0.19","0.49","0.05","0.03",,"0.81"
"Wondye","0.05","0.81","0.08","0.3","0.05","0.14",,"0.38"
"Worego","0.11","0.62","0.11","0.11","0.11","0.19",,"0.25"
"WorgajaWagi","0.16","0.41","0.22","0.49","0.16","0.03",,"0.78"
"WoryaMeskel","0.27","0.59","0.22","0.41","0.27","0.3",,"0.09"
"Woyenti","0.81","0.78","0.27","0.41","0.81","0.05",,"0.5"
"Woynye","0.11","0.62","0.11","0.16","0.11","0.22",,"0.25"
"WuhdetG","0.51","0.65","0.35","0.73","0.51","0.19",,"0.28"
"WuhdetK","0.68","0.57","0.19","0.3","0.68","0.05",,"0.81"
"WushaTires","0.32","0.54","1","0.57","0.32","0.11",,"0.81"
"Yedwuha","0.11","0.86","0.11","0.16","0.11","0.51",,"0.25"
"Yeju","0.24","0.86","0.22","0.38","0.24","0.38",,"0.56"
"Yetefet","0.14","0.86","0.05","0.14","0.14","0.27",,"0.5"
"YifagAkababi","0.32","0.54","0.54","0.65","0.32","0.11",,"0.81"
"Yitihana","0.14","0.62","0.14","0.14","0.14","0.41",,"0.25"
"Zata","0.89","0.27","0.38","0.68","0.89","0.16",,"0.47"
"Ziha","0.05","0.54","0.11","0.38","0.05","0.16",,"0.94"
"ZihonHuha","0.16","0.62","0.16","0.19","0.16","0.14",,"0.5"
"ZobarYikuanda","0.27","0.59","0.14","0.27","0.27","0.27",,"0.09"
"Zongi","0.59","0.51","0.11","0.11","0.59","0.08",,"0.25"
