"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AwetBikalsi","0.76","0.84","0.73","0.95","0.76","0.95",,"0.56"
"AwusaMeda","0.89","0.81","0.84","0.95","0.89","0.97",,"0.53"
"Ayba","0.92","1","0.92","0.89","0.92","0.92",,"0.47"
"Aynalem","0.97","1","0.89","0.89","0.97","0.86",,"0.09"
"Bala","0.97","0.97","0.97","0.95","0.97","0.57",,"0.97"
"Balarab","0.7","0.86","0.78","1","0.7","0.97",,"0.53"
"Bamba","0.84","0.59","0.68","0.84","0.84","0.95",,"0.38"
"BarkaAdiswha","0.84","0.97","0.86","0.84","0.84","0.95",,"0.09"
"Begasheka","0.57","0.68","0.62","0.81","0.57","0.65",,"0.72"
"Berlay","0.7","0.81","0.84","1","0.7","1",,"0.53"
"Betgebez","0.78","1","0.86","0.97","0.78","0.7",,"0.19"
"Bethans","0.84","0.84","0.73","0.81","0.84","0.51",,"0.69"
"BilbWuha","0.54","0.62","0.65","0.76","0.54","0.49",,"0.53"
"Birkutea","0.35","0.38","0.73","1","0.35","0.7",,"0.31"
"Boneya","0.92","0.84","0.92","0.89","0.92","0.86",,"0.28"
"Burkoche","0.73","0.86","0.89","1","0.73","0.92",,"0.53"
"Cheli","0.92","0.86","0.73","0.84","0.92","1",,"0.38"
"Darubekeda","0.92","0.86","0.92","0.95","0.92","0.95",,"0.59"
"Deberkerbye","0.54","0.46","0.65","1","0.54","0.62",,"0.5"
"DeberAbaJale","0.51","0.38","0.76","1","0.51","0.49",,"0.69"
"DebrAbay","0.65","0.81","0.81","1","0.65","0.89",,"0.53"
"DebreAliays","0.7","0.84","1","1","0.7","0.84",,"0.53"
"Debrebirhan","0.97","1","0.86","1","0.97","0.95",,"0.31"
"Debrebrhan","0.76","1","0.89","0.97","0.76","0.81",,"0.5"
"DebreGenet","0.78","0.76","1","1","0.78","1",,"0.53"
"DebreGenetA","0.54","0.86","0.84","0.97","0.54","0.97",,"0.69"
"DebreGenetK","0.65","0.65","0.7","0.81","0.65","0.95",,"0.72"
"DebreGeorgis","0.89","0.86","0.89","0.97","0.89","0.92",,"0.53"
"DebreKidusan","0.81","0.73","1","1","0.81","0.97",,"0.53"
"Debremawie","0.7","0.81","1","1","0.7","1",,"0.53"
"Debreselam","1","1","0.84","0.95","1","1",,"0.31"
"Debrinetseb","0.7","0.46","0.7","0.76","0.7","0.86",,"0.72"
"Dekera","0.95","0.86","0.78","0.92","0.95","0.89",,"0.38"
"DembezaAmbaLay","0.7","0.81","1","1","0.7","1",,"0.53"
"Derit","0.68","0.41","0.68","1","0.68","0.84",,"0.56"
"Derita","0.41","0.43","1","1","0.41","0.41",,"0.31"
"Dinkashena","0.92","0.89","0.92","0.97","0.92","1",,"0.41"
"Ebo","0.97","1","0.97","0.95","0.97","0.84",,"0.47"
"Edagaarbi","0.97","1","0.89","1","0.97","0.92",,"0.59"
"EmbaAhfrom","0.95","1","0.86","1","0.95","0.84",,"0.28"
"EmbachekoGunaguna","0.3","0.41","1","1","0.3","0.46",,"0.69"
"EndaBagerima","0.89","0.92","0.76","0.92","0.89","0.89",,"0.69"
"Endabano","0.59","0.7","0.73","0.86","0.59","0.97",,"0.94"
"Endachiwa","0.54","0.89","0.65","1","0.54","1",,"0.28"
"EndaFelasi","0.41","0.7","0.65","0.97","0.41","1",,"0.94"
"Endagahamus","0.54","0.92","0.78","0.84","0.54","0.97",,"0.28"
"Endamariam","0.97","0.97","0.68","0.97","0.97","0.59",,"0.19"
"Erba","0.97","0.65","0.97","1","0.97","0.51",,"0.72"
"Esiret","0.92","0.84","0.73","0.81","0.92","0.97",,"0.38"
"Estifanos","0.35","0.38","0.73","1","0.35","0.54",,"0.31"
"Fala","0.97","0.97","0.89","0.92","0.97","0.78",,"0.5"
"Felegehiwot","0.78","0.73","1","1","0.78","1",,"0.53"
"FelegeWayane","0.81","0.95","0.89","0.86","0.81","0.84",,"0.09"
"FikreAlem","0.86","1","0.86","0.92","0.86","0.92",,"0.19"
"Filatako","0.68","0.41","0.68","1","0.68","0.84",,"0.56"
"Gebsit","0.92","0.81","0.84","1","0.92","0.89",,"0.28"
"Gedayasu","0.92","0.81","0.89","1","0.92","0.95",,"0.38"
"GelaMatebiya","0.62","0.7","0.78","1","0.62","0.7",,"0.69"
"Gendebta","0.89","0.95","0.76","1","0.89","0.84",,"0.28"
"Geneti","0.62","1","1","0.95","0.62","0.62",,"0.47"
"Genfel","0.81","1","0.89","0.92","0.81","0.95",,"0.09"
"Gera","0.81","0.73","0.65","0.81","0.81","0.97",,"0.5"
"Gerjale","0.97","0.59","0.89","0.97","0.97","0.22",,"0.84"
"GetskiMilesiley","0.57","0.68","0.73","0.81","0.57","0.95",,"0.56"
"Gijet","0.95","0.89","0.78","0.92","0.95","1",,"0.56"
"Ginaza","0.3","0.38","1","1","0.3","0.57",,"0.84"
"Golgolemalee","0.81","1","0.89","0.86","0.81","0.97",,"0.09"
"Goshedur","0.78","0.73","1","1","0.78","0.95",,"0.53"
"Goza","0.54","0.54","0.62","1","0.54","0.43",,"0.53"
"Grwre","0.84","0.73","0.59","0.92","0.84","1",,"0.5"
"GuemseAgamet","0.89","1","0.86","0.86","0.89","1",,"0.22"
"Guroro","0.7","0.49","0.76","0.73","0.7","0.73",,"0.72"
"Guya","0.7","0.49","0.68","1","0.7","0.7",,"0.72"
"Habees","0.84","1","0.86","0.84","0.84","1",,"0.09"
"Hadashtekli","0.65","0.76","0.7","0.84","0.65","0.95",,"0.56"
"HadeAlga","0.57","0.51","0.92","0.89","0.57","0.76",,"0.72"
"HadnetK","0.73","1","0.89","0.97","0.73","0.73",,"0.03"
"HadnetS","0.89","1","0.86","0.92","0.89","1",,"0.22"
"HadushAdi","0.84","1","0.86","0.89","0.84","0.97",,"0.22"
"HadushHiwet","0.86","1","0.81","0.89","0.86","0.86",,"0.22"
"HagereGenet","0.81","0.76","0.86","1","0.81","0.89",,"0.53"
"HagereSelamE","0.65","0.81","1","1","0.65","0.95",,"0.53"
"HagereSelamW","0.78","1","0.84","0.92","0.78","0.92",,"0.31"
"Hangoda","0.89","1","0.86","0.92","0.89","1",,"0.22"
"Hareko","0.76","0.97","0.81","0.86","0.76","0.97",,"0.25"
"Hawelti","0.62","1","1","0.97","0.62","0.86",,"0.47"
"Hayelom","0.97","1","0.89","0.97","0.97","0.97",,"0.31"
"Hintsa","0.95","0.86","0.76","0.89","0.95","1",,"0.38"
"HintsaWaza","0.95","0.86","0.81","0.92","0.95","1",,"0.38"
"HizbaTeklehymanot","0.81","1","0.95","0.97","0.81","0.7",,"0.47"
"ImbaRufael","0.81","0.81","0.65","0.81","0.81","0.97",,"0.5"
"Jijqe","0.84","0.65","0.62","0.76","0.84","0.73",,"0.72"
"JimanDeregeha","0.68","0.43","0.76","1","0.68","0.43",,"0.69"
"Jira","0.62","1","1","1","0.62","0.68",,"0.78"
"kabe","0.57","0.35","1","1","0.57","0.95",,"0.84"
"Karima","0.84","0.76","0.92","1","0.84","0.97",,"0.38"
"Keregna","0.38","0.38","1","1","0.38","0.97",,"0.84"
"Kihen","0.73","1","0.89","0.97","0.73","0.73",,"0.03"
"Kita","0.7","0.89","0.84","1","0.7","0.97",,"0.59"
"Korme","0.97","0.57","1","1","0.97","0.41",,"0.84"
"Ksadacki","0.65","0.54","0.7","0.84","0.65","0.78",,"0.53"
"Kudo","0.95","1","0.86","1","0.95","0.97",,"0.28"
"Kuluferha","0.38","0.57","0.73","0.7","0.38","0.68",,"0.66"
"KuluGizeLemlem","0.97","0.97","0.92","0.97","0.97","0.11",,"0.97"
"LaelayDayu","0.97","0.95","0.92","0.97","0.97","0.11",,"0.97"
"Laelayhahaile","0.95","1","0.7","1","0.95","1",,"0.28"
"LaelayMegariaTsemri","0.76","0.95","0.7","0.92","0.76","0.62",,"0.19"
"Lalaylogomti","0.54","0.86","0.68","1","0.54","0.97",,"0.28"
"Ledy","0.89","0.81","1","0.81","0.89","0.76",,"0.28"
"Lemlem","0.95","0.84","0.73","0.89","0.95","0.97",,"0.38"
"LemlemArena","0.73","0.92","0.86","0.92","0.73","1",,"0.25"
"Libo ","0.49","0.43","0.59","1","0.49","0.54",,"0.31"
"Limaat","0.97","1","0.92","0.97","0.97","0.51",,"0.97"
"Limat","0.65","0.73","0.62","0.86","0.65","0.81",,"0.72"
"Lul","0.59","0.86","0.92","0.95","0.59","0.97",,"0.38"
"LusinaAbegeldi","0.54","0.68","0.81","1","0.54","0.7",,"0.69"
"Maekelawi","0.54","0.92","0.78","0.84","0.54","0.97",,"0.28"
"MaekelSegli","0.46","0.65","0.68","0.95","0.46","0.97",,"0.94"
"MahbereWeyni","0.73","1","0.92","0.97","0.73","0.43",,"0.03"
"MariamShewito","0.89","0.95","0.76","0.97","0.89","0.65",,"0.69"
"Martadios","0.49","0.43","0.62","1","0.49","0.43",,"0.31"
"MayChekemte","0.7","0.97","0.73","0.92","0.7","0.95",,"0.28"
"MayNebri","0.81","1","0.78","0.92","0.81","1",,"0.59"
"Maysuru","0.97","0.97","0.86","0.95","0.97","0.62",,"0.19"
"MayTeklia","0.95","0.89","0.84","0.92","0.95","0.86",,"0.38"
"Mearey","0.95","0.86","0.7","0.92","0.95","0.89",,"0.44"
"Mechare","0.54","0.97","0.95","0.92","0.54","0.57",,"0.62"
"Mechena","0.51","0.38","0.73","1","0.51","0.46",,"0.69"
"MehalGoncha","0.81","0.59","0.76","0.95","0.81","0.89",,"0.56"
"Mekan ","0.68","0.95","0.95","0.95","0.68","0.78",,"0.84"
"MekaneGenet","0.84","0.76","1","1","0.84","0.95",,"0.47"
"Melabesh","0.7","0.84","1","0.95","0.7","0.97",,"0.53"
"MendereMariam","0.51","0.62","1","0.62","0.51","0.46",,"0.66"
"Menegobena","0.7","0.76","1","1","0.7","0.76",,"0.28"
"Menji","0.51","0.49","0.7","0.73","0.51","0.76",,"0.72"
"Mergech","0.86","0.76","1","1","0.86","0.84",,"0.28"
"Mesanu","0.76","0.92","0.95","0.92","0.76","0.27",,"0.03"
"Mesehle","0.43","0.57","0.68","0.76","0.43","0.57",,"0.66"
"Meswaeti ","0.68","0.68","0.95","0.86","0.68","0.51",,"0.84"
"Metkel","0.65","0.89","0.78","0.86","0.65","0.92",,"0.31"
"MetkelLemat","0.97","0.89","0.81","0.92","0.97","0.95",,"0.38"
"Mezbr","0.89","0.95","0.84","0.97","0.89","0.73",,"0.19"
"MichelDebre","0.51","0.54","1","1","0.51","0.49",,"0.66"
"Miraf","0.97","0.81","0.81","0.86","0.97","0.92",,"0.28"
"Misema","0.49","0.22","1","1","0.49","0.84",,"0.81"
"Mitad","0.38","0.43","1","1","0.38","0.41",,"0.84"
"MitinaYimach","0.89","0.81","0.86","0.95","0.89","0.92",,"0.47"
"Mozen","0.7","0.76","0.78","1","0.7","0.76",,"0.28"
"Mozutey","0.89","1","0.86","1","0.89","0.97",,"0.59"
"Mtsaiwerki","0.7","0.43","1","0.76","0.7","0.76",,"0.72"
"Nagash","0.81","1","0.86","0.86","0.81","1",,"0.09"
"Nebarhadinet","0.95","0.86","0.84","0.92","0.95","0.89",,"0.38"
"Nefasit","0.38","0.54","0.78","0.81","0.38","0.92",,"0.66"
"Negedebrhan","0.84","0.78","0.59","0.92","0.84","0.97",,"0.5"
"Niquara","0.62","0.81","0.84","1","0.62","0.95",,"0.59"
"Qoraro","0.97","1","0.81","0.89","0.97","0.97",,"0.31"
"RubaFelege","0.81","0.95","0.84","0.89","0.81","0.92",,"0.09"
"Santa gelebeda","0.95","0.95","0.78","0.86","0.95","0.89",,"0.91"
"SaratYerawoch","0.84","0.76","0.81","1","0.84","0.89",,"0.47"
"Sefo","0.95","1","0.7","1","0.95","1",,"0.28"
"Segena","0.84","0.73","0.86","1","0.84","0.92",,"0.47"
"Seka","0.65","0.46","0.7","1","0.65","0.76",,"0.53"
"Selamaya","0.41","0.59","0.78","1","0.41","0.68",,"0.69"
"SelamBekalsi","0.97","0.97","0.92","0.97","0.97","0.35",,"0.97"
"Selamber","0.7","0.84",,"1","0.7","0.92",,"0.53"
"SelamgieAmbarie","0.81","0.59","0.86","1","0.81","1",,"0.56"
"SelamH","1","1","0.86","1","1","0.97",,"0.31"
"SelamW","0.49","0.76","0.78","0.95","0.49","1",,"0.69"
"Selelkula","0.97","0.81","1","0.81","0.97","0.97",,"0.28"
"SelenWuha","0.97","1","1","0.97","0.97","0.57",,"0.97"
"Seloda","0.84","0.89","0.78","0.89","0.84","0.35",,"0.69"
"Sendada","0.89","1","0.86","0.89","0.89","1",,"0.09"
"Serawudi","0.51","0.38","0.73","1","0.51","0.59",,"0.31"
"Seret","1","1","0.86","0.86","1","0.92",,"0.25"
"Sero","0.97","1","0.84","0.97","0.97","0.65",,"0.19"
"Shamo","0.35","0.38","0.7","1","0.35","0.76",,"0.31"
"ShehochTehara","0.24","0.38","1","1","0.24","0.57",,"0.31"
"Shekatekli","0.65","0.76","0.68","0.86","0.65","0.95",,"0.56"
"Shunge","0.41","0.57","0.81","1","0.41","0.65",,"0.69"
"Simret","1","0.97","0.89","0.97","1","0.84",,"0.22"
"SimretS","0.68","0.95","0.92","0.95","0.68","0.65",,"0.84"
"SimretT","0.76","0.57","0.62","0.81","0.76","0.65",,"0.5"
"Sinkata","0.89","1","0.86","0.86","0.89","1",,"0.22"
"Siye","0.59","0.68","0.59","0.81","0.59","0.81",,"0.5"
"Smret","0.57","0.49","0.7","0.73","0.57","0.65",,"0.72"
"Sorya","0.97","0.97","0.86","0.89","0.97","0.81",,"0.5"
"Suha","0.86","0.73","1","1","0.86","0.7",,"0.28"
"Tahtayhaya","0.76","0.95","0.95","0.86","0.76","0.46",,"0.84"
"TahtayDaeroka","0.73","0.97","0.68","0.92","0.73","1",,"0.28"
"TahtayLegomti","0.54","0.86","0.78","0.92","0.54","1",,"0.69"
"TahtayMegariaTsebri","0.76","0.95","0.7","0.92","0.76","0.76",,"0.19"
"Tao","0.97","0.57","0.89","0.97","0.97","0.14",,"0.84"
"TaraGedam","0.38","0.43","1","1","0.38","0.49",,"0.84"
"TaraSenba","0.65","0.43","0.78","1","0.65","0.73",,"0.69"
"Tekea","0.92","1","0.92","0.92","0.92","0.95",,"0.44"
"Tekleweyni","0.59","0.7","0.68","0.84","0.59","1",,"0.5"
"Tetatiro","0.51","0.81","1","0.7","0.51","0.68",,"0.47"
"Tibaga","0.3","0.38","1","1","0.3","0.89",,"0.84"
"Tigage","0.78","0.89","0.92","1","0.78","0.84",,"0.53"
"Tsae","0.86","0.95","0.76","0.95","0.86","0.95",,"0.91"
"Tsetsera","0.97","1","0.92","0.92","0.97","0.78",,"0.5"
"Tseykeme","0.84","0.68","0.62","0.81","0.84","0.92",,"0.5"
"Tsigea","0.62","1","1","0.95","0.62","0.62",,"0.47"
"Ulaga","0.97","0.97","1","0.97","0.97","0.68",,"0.97"
"Wargba","0.62","1","1","0.92","0.62","0.65",,"0.47"
"Wariba","0.3","0.41","1","1","0.3","0.41",,"0.69"
"Wedikeshi","0.84","0.89","0.78","0.95","0.84","0.32",,"0.69"
"Werabaye","0.76","0.57","1","0.89","0.76","0.22",,"0.84"
"Werkamba","0.59","0.7","0.73","0.86","0.59","0.97",,"0.94"
"Wobo","0.51","0.81","1","0.84","0.51","0.68",,"0.47"
"Wonberoch","0.65","0.43","0.76","1","0.65","0.54",,"0.69"
"Wondye","0.84","0.73","0.84","1","0.84","0.84",,"0.47"
"Worego","0.97","0.81","0.86","1","0.97","1",,"0.28"
"WorgajaWagi","0.59","0.54","0.78","1","0.59","0.89",,"0.62"
"WoryaMeskel","0.81","0.84","0.89","0.97","0.81","1",,"0.38"
"Woyenti","0.89","0.95","0.73","0.97","0.89","0.92",,"0.28"
"Woynye","0.97","0.86","0.92","0.86","0.97","0.95",,"0.28"
"WuhdetG","1","0.97","0.86","0.95","1","0.89",,"0.22"
"WuhdetK","0.89","0.92","0.73","0.92","0.89","1",,"0.91"
"WushaTires","0.3","0.38","1","1","0.3","0.78",,"0.84"
"Yedwuha","0.84","0.76","0.89","1","0.84","0.97",,"0.28"
"Yeju","0.7","0.76","1","0.84","0.7","0.86",,"0.47"
"Yetefet","0.84","0.76","1","1","0.84","0.97",,"0.53"
"YifagAkababi","0.3","0.38","1","1","0.3","0.73",,"0.84"
"Yitihana","0.89","0.86","0.92","0.84","0.89","0.81",,"0.28"
"Zata","0.97","1","0.92","0.92","0.97","0.92",,"0.59"
"Ziha","0.51","0.38","1","1","0.51","0.51",,"0.31"
"ZihonHuha","0.7","0.86","0.86","1","0.7","0.97",,"0.53"
"ZobarYikuanda","0.81","0.84","0.92","0.92","0.81","0.97",,"0.38"
"Zongi","0.49","0.76","0.78","0.95","0.49","1",,"0.69"
