"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.76","1","0.92","1","0.76","0.73","1","0.97"
"Abara","0.51","0.76","0.78","0.59","0.51","0.78","1","0.78"
"Abarwuha","0.38","0.81","0.46","0.81","0.38","0.84","1","0.88"
"Abaselima","0.59","0.76","0.81","0.62","0.59","0.86","0.91","0.78"
"Abina","0.7","0.84","0.89","1","0.7","1","1","0.97"
"AbrahaAtsbaha","0.43","0.86","0.89","0.89","0.43","0.97","1","0.97"
"Abrekuy","0.59","0.81","0.78","0.7","0.59","0.54","1","0.78"
"AdekeAla","0.38","0.54","0.84","0.78","0.38","0.86","0.91","1"
"Adekiney","0.49","0.78","0.97","0.95","0.49","0.76","1","0.97"
"AderSeg","0.76","0.84","0.92","1","0.76","0.92","1","0.97"
"Adibearj","0.41","0.84","0.84","1","0.41","0.84","1","1"
"AdiHa","0.14","0.62","0.81","0.78","0.14","0.78","0.91","0.97"
"AdiKisandid","0.57","0.86","0.89","0.95","0.57","0.97","1","0.97"
"Adisalem","0.59","0.76","0.65","0.7","0.59","1","1","0.56"
"AdisAlemS","0.38","0.54","0.78","0.81","0.38","0.7","1","1"
"AdisAlemW","0.27","0.65","0.97","0.97","0.27","0.81","1","1"
"Adiselam","0.38","0.51","0.57","0.68","0.38","0.73","0.91","1"
"Adishimbirkti","0.73","0.81","0.95","1","0.73","1","1","0.88"
"AdisKigni","0.49","0.68","0.95","0.84","0.49","0.97","1","1"
"Adiyikoro","0.59","0.76","0.95","0.92","0.59","0.89","1","1"
"Adizata","0.59","0.81","0.92","0.97","0.59","0.86","1","1"
"Adreb","0.54","0.65","0.68","0.49","0.54","0.81","1","1"
"AgazenMeda","0.65","0.81","0.62","0.86","0.65","1","0.91","0.88"
"Agazi","0.54","0.78","0.95","0.95","0.54","0.89","1","1"
"Agbe","0.27","0.84","1","0.65","0.27","0.81","1","0.97"
"Agela","0.59","0.65","0.62","0.62","0.59","0.92","1","0.97"
"Agid","0.76","1","1","1","0.76","0.84","0.91","1"
"AlemeTesfa","0.38","0.86","0.62","0.78","0.38","1","1","0.56"
"AmdiWeyane","0.38","0.57","0.81","0.78","0.38","0.43","1","1"
"Amedwuha","0.7","0.59","0.92","0.89","0.7","0.68","1","1"
"Ameno","0.73","1","0.7","0.7","0.73","0.43","1","0.97"
"Amisetya","0.7","0.86","0.76","0.78","0.7","1","1","0.94"
"Angot","0.38","0.78","0.46","0.73","0.38","0.57","1","0.88"
"Anigot","0.59","0.65","0.62","0.59","0.59","0.95","1","0.97"
"Ansheb","0.62","0.86","0.81","0.54","0.62","0.86","1","0.84"
"AquaShumoch","0.41","0.65","1","1","0.41","0.95","1","1"
"Aquha","0.73","0.86","0.73","0.73","0.73","1","1","0.94"
"Arena","0.24","0.65","0.95","0.92","0.24","0.86","0.91","1"
"Asmena","0.62","0.78","0.97","1","0.62","0.84","1","1"
"Asta","0.76","1","1","1","0.76","0.51","1","0.97"
"Atakilti","0.16","0.59","0.73","0.62","0.16","0.7","0.64","1"
"AwetBikalsi","0.14","0.65","0.86","0.81","0.14","0.54","0.91","0.97"
"AwusaMeda","0.38","0.81","0.51","0.65","0.38","0.92","1","0.56"
"Ayba","0.73","0.78","0.95","0.95","0.73","0.65","1","1"
"Aynalem","0.43","0.78","0.86","0.95","0.43","0.92","1","0.97"
"Bala","0.49","0.7","0.84","0.84","0.49","0.95","1","1"
"Balarab","0.7","0.86","0.81","0.84","0.7","1","1","0.94"
"Bamba","0.27","0.78","0.7","0.68","0.27","0.89","1","1"
"BarkaAdiswha","0.59","0.84","0.92","0.95","0.59","1","1","0.97"
"Begasheka","0.43","0.76","0.78","0.59","0.43","1","0.91","1"
"Berlay","0.38","0.81","0.51","0.49","0.38","0.86","1","0.56"
"Betgebez","0.35","0.7","0.92","0.92","0.35","0.68","1","0.97"
"Bethans","0.3","0.84","0.65","0.41","0.3","0.95","1","0.97"
"BilbWuha","0.73","1","1","0.68","0.73","0.51","1","1"
"Birkutea","0.62","1","0.68","0.62","0.62","0.73","1","0.97"
"Boneya","0.59","0.76","0.78","0.57","0.59","0.76","0.91","0.78"
"Burkoche","0.89","0.81","0.73","0.73","0.89","0.97","1","0.94"
"Cheli","0.11","0.46","0.84","0.78","0.11","0.76","1","1"
"Darubekeda","0.81","0.92","0.95","1","0.81","0.89","1","0.88"
"Deberkerbye","0.68","1","1","1","0.68","0.59","0.73","1"
"DeberAbaJale","0.57","1","0.7","0.65","0.57","0.62","1","1"
"DebrAbay","0.43","0.81","0.68","0.65","0.43","1","1","0.56"
"DebreAliays","0.49","0.76","0.65","0.68","0.49","1","1","0.56"
"Debrebirhan","0.41","0.84","0.89","0.89","0.41","0.97","0.91","1"
"Debrebrhan","0.3","0.7","0.84","0.84","0.3","0.97","1","0.97"
"DebreGenet","0.3","0.76","0.68","0.57","0.3","0.59","1","0.56"
"DebreGenetA","0.7","0.81","0.73","0.68","0.7","0.84","1","0.97"
"DebreGenetK","0.19","0.76","0.76","0.62","0.19","0.89","1","1"
"DebreGeorgis","0.38","0.86","0.62","0.76","0.38","0.97","1","0.56"
"DebreKidusan","0.46","0.86","0.73","0.7","0.46","1","1","0.56"
"Debremawie","0.38","0.81","0.7","0.54","0.38","0.76","1","0.56"
"Debreselam","0.35","0.78","0.92","1","0.35","0.92","0.91","1"
"Debrinetseb","0.16","0.46","0.57","0.62","0.16","0.89","0.64","1"
"Dekera","0.14","0.51","0.89","0.65","0.14","0.54","1","1"
"DembezaAmbaLay","0.38","0.81","0.65","0.62","0.38","0.97","1","0.56"
"Derit","0.59","1","0.54","0.84","0.59","1","0.91","0.88"
"Derita","0.76","1","1","1","0.76","0.59","1","0.97"
"Dinkashena","0.78","0.92","0.97","0.92","0.78","0.95","1","0.84"
"Ebo","0.73","0.73","0.95","0.49","0.73","1","1","1"
"Edagaarbi","0.51","0.81","0.97","0.97","0.51","0.89","1","1"
"EmbaAhfrom","0.54","0.68","0.95","0.95","0.54","0.97","1","1"
"EmbachekoGunaguna","0.41","1","0.73","0.76","0.41","0.59","1","1"
"EndaBagerima","0.46","0.92","0.81","0.68","0.46","0.95","1","0.97"
"Endabano","0.19","0.59","0.81","0.7","0.19","0.84","0.91","1"
"Endachiwa","0.7","0.76","0.86","0.78","0.7","0.97","1","1"
"EndaFelasi","0.73","0.92","0.73","0.7","0.73","0.95","0.91","1"
"Endagahamus","0.7","0.81","0.81","0.86","0.7","0.92","0.91","1"
"Endamariam","0.49","0.7","0.95","0.92","0.49","0.92","1","0.97"
"Erba","0.46","0.68","0.89","0.84","0.46","0.78","1","0.88"
"Esiret","0.11","0.43","0.7","0.51","0.11","0.62","1","1"
"Estifanos","0.62","0.65","0.65","0.65","0.62","0.7","1","0.97"
"Fala","0.81","0.84","0.95","1","0.81","0.24","1","0.94"
"Felegehiwot","0.3","0.86","0.68","0.65","0.3","0.57","1","0.56"
"FelegeWayane","0.59","0.86","0.68","0.92","0.59","0.92","1","0.97"
"FikreAlem","0.65","0.68","0.92","0.81","0.65","0.97","1","1"
"Filatako","0.59","1","0.49","0.86","0.59","1","0.91","0.88"
"Gebsit","0.62","0.81","0.68","0.46","0.62","0.81","1","0.78"
"Gedayasu","0.62","0.81","0.68","0.46","0.62","0.84","1","0.84"
"GelaMatebiya","0.65","1","1","1","0.65","0.65","1","1"
"Gendebta","0.46","0.84","0.92","0.73","0.46","0.92","1","1"
"Geneti","0.65","0.76","0.92","0.43","0.65","1","1","1"
"Genfel","0.57","0.86","0.86","0.95","0.57","0.92","1","0.97"
"Gera","0.24","0.78","0.68","0.59","0.24","0.73","1","0.97"
"Gerjale","0.68","0.59","0.97","0.92","0.68","0.73","1","0.81"
"GetskiMilesiley","0.08","0.49","0.84","0.7","0.08","0.86","1","0.97"
"Gijet","0.24","0.62","0.73","0.78","0.24","0.89","0.91","0.97"
"Ginaza","0.68","1","1","1","0.68","0.78","1","1"
"Golgolemalee","0.59","0.86","0.86","0.92","0.59","0.92","1","0.97"
"Goshedur","0.3","0.86","1","1","0.3","0.54","1","0.56"
"Goza","0.73","1","1","1","0.73","0.65","1","1"
"Grwre","0.35","0.68","0.68","0.46","0.35","0.86","1","0.97"
"GuemseAgamet","0.51","0.7","0.95","0.95","0.51","0.92","1","1"
"Guroro","0.16","0.65","0.62","0.59","0.16","0.59","0.64","1"
"Guya","0.3","0.7","0.65","0.62","0.3","0.95","0.64","1"
"Habees","0.59","0.86","0.89","0.95","0.59","0.95","1","0.97"
"Hadashtekli","0.41","0.81","0.65","0.59","0.41","0.76","1","0.97"
"HadeAlga","0.68","0.73","0.86","0.73","0.68","1","1","0.88"
"HadnetK","0.51","0.76","0.86","0.95","0.51","0.97","1","0.97"
"HadnetS","0.54","0.78","0.95","0.95","0.54","0.89","1","1"
"HadushAdi","0.49","0.78","0.97","0.97","0.49","0.89","1","1"
"HadushHiwet","0.62","0.78","0.97","1","0.62","0.89","1","1"
"HagereGenet","0.46","0.76","0.57","0.65","0.46","0.97","1","0.56"
"HagereSelamE","0.43","0.81","0.73","0.54","0.43","1","1","0.56"
"HagereSelamW","0.32","0.59","0.92","0.84","0.32","0.32","1","1"
"Hangoda","0.54","0.78","0.95","0.95","0.54","0.89","1","1"
"Hareko","0.59","0.76","0.89","0.89","0.59","0.62","1","1"
"Hawelti","0.65","0.76","0.95","0.89","0.65","1","1","1"
"Hayelom","0.43","0.73","0.86","0.95","0.43","0.92","0.91","1"
"Hintsa","0.38","0.78","0.73","0.68","0.38","0.38","1","1"
"HintsaWaza","0.38","0.78","0.78","0.73","0.38","0.38","1","1"
"HizbaTeklehymanot","0.86","0.78","0.97","0.3","0.86","0.97","1","1"
"ImbaRufael","0.24","0.7","0.62","0.62","0.24","0.86","1","0.97"
"Jijqe","0.59","0.81","0.59","0.62","0.59","0.92","0.91","1"
"JimanDeregeha","0.38","1","1","1","0.38","0.54","1","1"
"Jira","0.08","1","1","1","0.08","0.08","1","1"
"kabe","1","1","1","1","1","0.38","0.91","1"
"Karima","0.57","0.76","0.59","0.46","0.57","0.95","1","0.84"
"Keregna","0.76","0.65","1","1","0.76","0.54","0.91","1"
"Kihen","0.49","0.7","0.86","0.57","0.49","1","1","0.97"
"Kita","0.78","0.89","0.81","0.84","0.78","1","1","0.97"
