"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Kihen","Kihen","Kihen","Kihen","Kihen","Kihen","Kihen","Kihen"
"Region","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","9","0.43","0","50","0.35","0","0"
"1984-1977","0","12","0.51","3","44","0.22","2.97","0"
"1985-1978","0","15","0.59","0","68","0.7","0","0"
"1986-1979","0","29","0.73","0","75","1","0","0"
"1987-1980","0","39","0.89","85","20","0.03","85.06","0"
"1988-1981","100","1","0.11","0","63","0.54","100","0"
"1989-1982","100","1","0.08","49","31","0.08","148.97","0"
"1990-1983","0","7","0.35","0","47","0.3","0","1"
"1991-1984","0","32","0.81","0","68","0.68","0","1"
"1992-1985","100","0","0.05","10","42","0.16","109.85","0"
"1993-1986","0","41","0.97","0","75","1","0","0"
"1994-1987","0","40","0.95","0","75","1","0","1"
"1995-1988","0","6","0.27","0","75","1","0","0"
"1996-1989","0","43","1","0","75","1","0","1"
"1997-1990","0","40","0.92","0","66","0.62","0","1"
"1998-1991","0","35","0.84","0","73","0.76","0","0"
"1999-1992","0","7","0.38","0","75","1","0","0"
"2000-1993","0","30","0.76","8","43","0.19","7.61","0"
"2001-1994","0","25","0.7","0","48","0.32","0","0"
"2002-1995","0","6","0.3","58","28","0.05","58.07","0"
"2003-1996","0","13","0.54","47","31","0.11","47.15","0"
"2004-1997","100","0","0.05","2","45","0.24","101.56","0"
"2005-1998","0","6","0.32","0","52","0.38","0","0"
"2006-1999","0","32","0.78","0","75","1","0","0"
"2007-2000","0","11","0.49","0","75","1","0","0"
"2008-2001","8","6","0.24","0","66","0.59","8","0"
"2009-2002","100","1","0.14","0","63","0.57","100","0"
"2010-2003","0","15","0.62","0","75","1","0","0"
"2011-2004","0","19","0.65","0","63","0.49","0","0"
"2012-2005","0","13","0.57","0","70","0.73","0","0"
"2013-2006","100","2","0.16","0","55","0.46","100","0"
"2014-2007","0","11","0.46","0","63","0.51","0","0"
"2015-2008","0","35","0.86","0","53","0.41","0","0"
"2016-2009","0","21","0.68","0","67","0.65","0","0"
"2017-2010","0","8","0.41","41","33","0.14","41","0"
"2018-2011","100","4","0.19","0","53","0.43","100","0"
"2019-2012","100","5","0.22","0","47","0.27","100","0"
