"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Bamba","0.22","1","1","0.05","0.22","0.22",,"0.12"
"BarkaAdiswha","0.03","1","0.41","0.19","0.03","0.41",,"0.06"
"Begasheka","1","1","1","1","1","0.27",,"0.19"
"Berlay","0.16","1","0.11","0.19","0.16","0.03",,"0.31"
"Betgebez","0.03","1","0.08","1","0.03","0.32",,"0.06"
"Bethans","1","1","1","1","1","0.54",,"0.06"
"BilbWuha","1","1","1","1","1","0.22",,"0.19"
"Birkutea","0.05","1","1","1","0.05","0.27",,"0.25"
"Boneya","0.16","1","1","1","0.16","0.24",,"0.41"
"Burkoche","0.03","1","0.03","0.03","0.03","0.05",,"0.12"
"Cheli","0.19","1","1","0.03","0.19","0.51",,"0.12"
"Darubekeda","0.08","1","0.22","1","0.08","0.68",,"0.06"
"Deberkerbye","1","1","1","1","1","0.51",,"0.28"
"DeberAbaJale","0.08","1","1","1","0.08","0.24",,"0.09"
"DebrAbay","0.14","1","0.05","0.11","0.14","0.11",,"0.31"
"DebreAliays","0.08","1","0.11","0.11","0.08","0.38",,"0.31"
"Debrebirhan","0.03","1","0.16","1","0.03","0.27",,"0.03"
"Debrebrhan","0.03","1","0.11","0.11","0.03","0.43",,"0.12"
"DebreGenet","0.14","1","1","1","0.14","0.05",,"0.31"
"DebreGenetA","0.16","1","1","1","0.16","0.89",,"0.06"
"DebreGenetK","1","1","1","1","1","0.57",,"0.19"
"DebreGeorgis","0.14","1","0.05","0.16","0.14","0.68",,"0.31"
"DebreKidusan","0.14","1","0.05","0.08","0.14","0.16",,"0.31"
"Debremawie","0.16","1","0.05","0.11","0.16","0.08",,"0.31"
"Debreselam","0.05","1","0.16","0.16","0.05","0.38",,"0.03"
"Debrinetseb","1","1","1","1","1","0.41",,"0.19"
"Dekera","0.16","1","1","0.05","0.16","0.41",,"0.09"
"DembezaAmbaLay","0.16","1","1","1","0.16","0.05",,"0.31"
"Derit","0.11","1","1","0.22","0.11","0.08",,"0.44"
"Derita","0.08","1","1","1","0.08","0.3",,"0.25"
"Dinkashena","0.03","1","1","1","0.03","0.49",,"0.03"
"Ebo","0.11","0.19","0.16","0.11","0.11","0.24",,"0.03"
"Edagaarbi","0.11","1","0.05","0.19","0.11","0.51",,"0.03"
"EmbaAhfrom","0.05","1","0.05","0.19","0.05","0.51",,"0.06"
"EmbachekoGunaguna","0.03","1","1","1","0.03","0.3",,"0.09"
"EndaBagerima","0.35","1","1","1","0.35","0.86",,"0.06"
"Endabano","0.22","1","1","1","0.22","0.27",,"0.06"
"Endachiwa","0.16","1","1","1","0.16","0.65",,"0.06"
"EndaFelasi","0.22","1","1","0.05","0.22","0.7",,"0.06"
"Endagahamus","0.19","1","1","0.11","0.19","0.73",,"0.06"
"Endamariam","0.11","1","1","1","0.11","0.57",,"0.06"
"Erba","0.08","0.05","0.11","0.05","0.08","0.68",,"0.12"
"Esiret","0.19","1","1","0.03","0.19","0.32",,"0.12"
"Estifanos","0.05","1","1","1","0.05","0.3",,"0.25"
"Fala","0.08","1","0.14","0.16","0.08","0.92",,"0.06"
"Felegehiwot","0.14","1","0.03","0.08","0.14","0.16",,"0.31"
"FelegeWayane","0.03","1","0.49","0.41","0.03","0.27",,"0.06"
"FikreAlem","0.19","1","0.11","0.08","0.19","0.19",,"0.03"
"Filatako","0.11","1","1","0.22","0.11","0.24",,"0.44"
"Gebsit","0.03","1","0.08","0.05","0.03","0.11",,"0.41"
"Gedayasu","0.03","1","0.11","0.05","0.03","0.08",,"0.31"
"GelaMatebiya","0.03","1","1","1","0.03","0.38",,"0.09"
"Gendebta","0.35","1","1","0.16","0.35","0.65",,"0.06"
"Geneti","0.08","0.14","0.3","0.11","0.08","0.38",,"0.03"
"Genfel","0.03","1","0.38","0.19","0.03","0.65",,"0.06"
"Gera","0.16","1","1","1","0.16","0.32",,"0.16"
"Gerjale","0.08","0.16","0.16","0.14","0.08","0.03",,"0.12"
"GetskiMilesiley","0.43","1","1","1","0.43","0.65",,"0.19"
"Gijet","0.16","1","1","1","0.16","0.32",,"0.19"
"Ginaza","0.05","1","1","1","0.05","0.32",,"0.22"
"Golgolemalee","0.03","1","1","0.16","0.03","0.16",,"0.06"
"Goshedur","0.14","1","0.03","1","0.14","0.54",,"0.31"
"Goza","1","1","1","1","1","0.19",,"0.19"
"Grwre","0.08","1","1","1","0.08","0.16",,"0.16"
"GuemseAgamet","0.22","1","0.3","0.38","0.22","0.35",,"0.03"
"Guroro","1","1","1","1","1","0.35",,"0.19"
"Guya","1","1","1","1","1","0.38",,"0.19"
"Habees","0.03","1","0.35","0.19","0.03","0.49",,"0.06"
"Hadashtekli","0.14","1","1","1","0.14","0.35",,"0.19"
"HadeAlga","0.05","0.05","0.05","0.05","0.05","0.46",,"0.12"
"HadnetK","0.03","1","0.22","0.14","0.03","0.59",,"0.03"
"HadnetS","0.14","1","0.22","0.35","0.14","0.16",,"0.03"
"HadushAdi","0.27","1","0.24","0.51","0.27","0.57",,"0.03"
"HadushHiwet","0.03","1","0.16","0.41","0.03","0.95",,"0.03"
"HagereGenet","0.14","1","0.05","0.11","0.14","0.14",,"0.31"
"HagereSelamE","0.14","1","0.03","0.14","0.14","0.14",,"0.31"
"HagereSelamW","0.16","1","0.16","0.11","0.16","0.22",,"0.06"
"Hangoda","0.14","1","0.22","0.35","0.14","0.16",,"0.03"
"Hareko","0.54","1","1","0.08","0.54","0.32",,"0.09"
"Hawelti","0.08","0.14","0.24","0.14","0.08","0.22",,"0.03"
"Hayelom","0.03","1","1","0.11","0.03","0.38",,"0.03"
"Hintsa","0.24","1","1","0.05","0.24","0.59",,"0.12"
"HintsaWaza","0.24","1","1","0.05","0.24","0.54",,"0.12"
"HizbaTeklehymanot","0.05","1","0.14","0.19","0.05","0.46",,"0.03"
"ImbaRufael","0.16","1","1","0.05","0.16","0.27",,"0.16"
"Jijqe","1","1","1","1","1","0.32",,"0.19"
"JimanDeregeha","0.03","1","1","1","0.03","0.3",,"0.09"
"Jira","1","1","1","1","1","0.57",,"0.25"
"kabe","1","1","1","1","1","0.27",,"0.22"
"Karima","0.03","1","1","1","0.03","0.08",,"0.31"
"Keregna","1","1","1","1","1","0.27",,"0.22"
"Kihen","0.03","1","0.19","0.11","0.03","0.46",,"0.03"
"Kita","0.03","1","0.03","0.08","0.03","0.11",,"0.12"
"Korme","0.08","0.19","0.05","0.05","0.08","0.32",,"0.12"
"Ksadacki","1","1","1","1","1","0.41",,"0.06"
"Kudo","0.05","1","0.05","0.14","0.05","0.49",,"0.06"
"Kuluferha","1","1","1","1","1","0.14",,"0.03"
"KuluGizeLemlem","0.08","0.27","0.11","0.08","0.08","0.16",,"0.12"
"LaelayDayu","0.08","0.24","0.11","0.08","0.08","0.16",,"0.12"
"Laelayhahaile","0.05","1","1","1","0.05","0.89",,"0.06"
"LaelayMegariaTsemri","0.05","1","1","1","0.05","0.49",,"0.06"
"Lalaylogomti","0.16","1","1","1","0.16","0.81",,"0.06"
"Ledy","0.14","1","1","1","0.14","0.05",,"0.41"
"Lemlem","0.22","1","1","1","0.22","0.35",,"0.09"
"LemlemArena","0.3","1","1","0.03","0.3","0.14",,"0.09"
"Libo ","0.05","1","1","1","0.05","0.3",,"0.25"
"Limaat","0.08","0.16","0.11","0.11","0.08","0.46",,"0.12"
"Limat","1","1","1","1","1","0.43",,"0.19"
"Lul","0.08","1","0.05","0.16","0.08","0.14",,"0.31"
"LusinaAbegeldi","0.03","1","1","1","0.03","0.51",,"0.09"
"Maekelawi","0.19","1","1","0.11","0.19","0.73",,"0.06"
"MaekelSegli","1","1","1","0.19","1","0.59",,"0.06"
"MahbereWeyni","0.03","1","0.11","0.11","0.03","0.65",,"0.03"
"MariamShewito","0.35","1","1","1","0.35","0.51",,"0.06"
"Martadios","0.05","1","1","1","0.05","0.22",,"0.25"
"MayChekemte","0.03","1","1","1","0.03","0.86",,"0.06"
"MayNebri","0.11","1","0.08","0.19","0.11","0.62",,"0.03"
"Maysuru","0.11","1","0.14","1","0.11","0.49",,"0.06"
"MayTeklia","0.24","1","1","0.11","0.24","0.27",,"0.12"
"Mearey","0.22","1","1","1","0.22","0.46",,"0.16"
"Mechare","0.08","0.22","0.11","0.08","0.08","0.43",,"0.03"
"Mechena","0.08","1","1","1","0.08","0.32",,"0.09"
"MehalGoncha","0.11","1","0.03","0.14","0.11","0.27",,"0.44"
"Mekan ","0.08","1","0.16","0.22","0.08","0.81",,"0.12"
"MekaneGenet","0.11","1","0.11","1","0.11","0.14",,"0.34"
"Melabesh","0.16","1","0.03","0.19","0.16","0.14",,"0.31"
"MendereMariam","1","1","1","1","1","0.32",,"0.22"
"Menegobena","0.05","1","1","1","0.05","0.08",,"0.41"
"Menji","1","1","1","1","1","0.22",,"0.19"
"Mergech","0.08","1","1","1","0.08","0.08",,"0.41"
"Mesanu","0.03","1","0.27","0.14","0.03","0.92",,"0.03"
"Mesehle","1","1","1","1","1","0.14",,"0.03"
"Meswaeti ","0.08","1","0.16","0.3","0.08","0.84",,"0.12"
"Metkel","0.32","1","1","0.08","0.32","0.14",,"0.06"
"MetkelLemat","0.14","1","1","0.05","0.14","0.24",,"0.09"
"Mezbr","0.32","1","0.08","1","0.32","0.38",,"0.06"
"MichelDebre","1","1","1","1","1","0.27",,"0.22"
"Miraf","0.05","1","1","1","0.05","0.08",,"0.41"
"Misema","1","1","1","1","1","0.24",,"0.28"
"Mitad","0.05","1","1","1","0.05","0.19",,"0.22"
"MitinaYimach","0.14","1","0.11","0.19","0.14","0.16",,"0.34"
"Mozen","0.05","1","1","1","0.05","0.08",,"0.41"
"Mozutey","0.16","1","0.08","1","0.16","0.22",,"0.03"
"Mtsaiwerki","1","1","1","1","1","0.35",,"0.19"
"Nagash","0.03","1","1","0.35","0.03","0.11",,"0.06"
"Nebarhadinet","0.22","1","1","1","0.22","0.41",,"0.09"
"Nefasit","1","1","1","1","1","0.41",,"0.03"
"Negedebrhan","0.24","1","1","1","0.24","0.22",,"0.16"
"Niquara","0.03","1","1","0.05","0.03","0.08",,"0.12"
"Qoraro","0.24","1","1","0.03","0.24","0.22",,"0.03"
"RubaFelege","0.03","1","0.46","0.27","0.03","0.24",,"0.06"
"Santa gelebeda","0.03","1","0.14","0.03","0.03","0.14",,"0.03"
"SaratYerawoch","0.14","1","0.05","0.11","0.14","0.27",,"0.34"
"Sefo","0.05","1","1","0.22","0.05","0.73",,"0.06"
"Segena","0.14","1","0.03","0.19","0.14","0.19",,"0.34"
"Seka","1","1","1","1","1","0.32",,"0.06"
"Selamaya","0.03","1","1","1","0.03","0.62",,"0.09"
"SelamBekalsi","0.08","0.27","0.11","0.11","0.08","0.3",,"0.12"
"Selamber","0.08","1",,"0.14","0.08","0.35",,"0.31"
"SelamgieAmbarie","0.11","1","0.03","0.11","0.11","0.14",,"0.44"
"SelamH","0.08","1","0.19","1","0.08","0.19",,"0.03"
"SelamW","0.3","1","1","1","0.3","0.7",,"0.06"
"Selelkula","0.05","1","1","1","0.05","0.08",,"0.41"
"SelenWuha","0.08","0.16","0.08","0.08","0.08","0.38",,"0.12"
"Seloda","1","1","1","1","1","0.14",,"0.06"
"Sendada","0.22","1","1","0.38","0.22","0.08",,"0.06"
"Serawudi","0.08","1","1","1","0.08","0.3",,"0.25"
"Seret","0.19","1","0.05","0.03","0.19","0.03",,"0.09"
"Sero","0.11","1","0.14","0.24","0.11","0.22",,"0.06"
"Shamo","0.05","1","1","1","0.05","0.27",,"0.25"
"ShehochTehara","0.05","1","1","1","0.05","0.32",,"0.25"
"Shekatekli","0.14","1","1","1","0.14","0.62",,"0.19"
"Shunge","0.03","1","1","1","0.03","0.68",,"0.09"
"Simret","0.14","1","0.08","0.19","0.14","0.22",,"0.12"
"SimretS","0.08","1","0.14","0.19","0.08","0.54",,"0.12"
"SimretT","1","1","1","1","1","0.32",,"0.16"
"Sinkata","0.22","1","0.3","0.38","0.22","0.35",,"0.03"
"Siye","1","1","1","1","1","0.38",,"0.16"
"Smret","1","1","1","1","1","0.3",,"0.19"
"Sorya","0.08","1","0.08","0.08","0.08","0.68",,"0.06"
"Suha","0.08","1","1","1","0.08","0.19",,"0.41"
"Tahtayhaya","0.05","1","0.16","0.3","0.05","0.38",,"0.12"
"TahtayDaeroka","0.03","1","1","1","0.03","0.41",,"0.06"
"TahtayLegomti","0.16","1","1","1","0.16","0.81",,"0.06"
"TahtayMegariaTsebri","0.05","1","1","1","0.05","0.49",,"0.06"
"Tao","0.08","0.14","0.16","0.14","0.08","0.05",,"0.12"
"TaraGedam","0.05","1","1","1","0.05","0.41",,"0.22"
"TaraSenba","0.03","1","1","1","0.03","0.22",,"0.09"
"Tekea","0.05","1","0.05","0.24","0.05","0.62",,"0.03"
"Tekleweyni","1","1","1","1","1","0.24",,"0.16"
"Tetatiro","1","1","1","1","1","0.11",,"0.47"
"Tibaga","0.05","1","1","1","0.05","0.24",,"0.22"
"Tigage","0.03","1","0.03","0.03","0.03","0.05",,"0.12"
"Tsae","0.11","1","1","0.03","0.11","0.3",,"0.03"
"Tsetsera","0.08","1","0.05","0.03","0.08","0.92",,"0.06"
"Tseykeme","1","1","1","1","1","0.32",,"0.16"
"Tsigea","0.08","0.14","0.3","0.11","0.08","0.38",,"0.03"
"Ulaga","0.11","0.05","0.11","0.11","0.11","0.41",,"0.12"
"Wargba","0.08","0.14","0.11","0.11","0.08","0.27",,"0.03"
"Wariba","0.03","1","1","1","0.03","0.38",,"0.22"
"Wedikeshi","1","1","1","1","1","0.19",,"0.06"
"Werabaye","0.05","0.16","0.14","0.11","0.05","0.27",,"0.12"
"Werkamba","0.22","1","1","1","0.22","0.27",,"0.06"
"Wobo","1","1","1","1","1","0.05",,"0.47"
"Wonberoch","0.03","1","1","1","0.03","0.3",,"0.09"
"Wondye","0.14","1","1","1","0.14","0.27",,"0.34"
"Worego","0.05","1","1","1","0.05","0.05",,"0.41"
"WorgajaWagi","0.03","1","1","1","0.03","0.24",,"0.06"
"WoryaMeskel","0.08","1","0.05","0.19","0.08","0.14",,"0.31"
"Woyenti","0.35","1","1","0.16","0.35","0.41",,"0.06"
"Woynye","0.05","1","1","0.05","0.05","0.08",,"0.41"
"WuhdetG","0.14","1","0.11","0.16","0.14","0.32",,"0.12"
"WuhdetK","0.03","1","1","0.05","0.03","0.14",,"0.03"
"WushaTires","0.05","1","1","1","0.05","0.38",,"0.22"
"Yedwuha","0.03","1","1","1","0.03","0.08",,"0.41"
"Yeju","1","1","1","1","1","0.32",,"0.47"
"Yetefet","0.11","1","0.11","1","0.11","0.03",,"0.31"
"YifagAkababi","0.05","1","1","1","0.05","0.22",,"0.22"
"Yitihana","0.14","1","1","1","0.14","0.05",,"0.41"
"Zata","0.08","1","0.14","0.14","0.08","0.7",,"0.06"
"Ziha","0.08","1","1","1","0.08","0.32",,"0.25"
"ZihonHuha","0.16","1","0.05","0.11","0.16","0.05",,"0.31"
"ZobarYikuanda","0.08","1","0.05","0.16","0.08","0.19",,"0.31"
"Zongi","0.3","1","1","1","0.3","0.7",,"0.06"
