"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Nefasit","Nefasit","Nefasit","Nefasit","Nefasit","Nefasit","Nefasit","Nefasit"
"Region","Medebay-Zana","Medebay-Zana","Medebay-Zana","Medebay-Zana","Medebay-Zana","Medebay-Zana","Medebay-Zana","Medebay-Zana"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","53","0.62","0","75","1","0","0"
"1984-1977","92","7","0.05","0","75","1","91.76","0"
"1985-1978","0","38","0.46","0","75","1","0","0"
"1986-1979","0","37","0.38","0","75","1","0","0"
"1987-1980","0","75","1","0","75","1","0","0"
"1988-1981","0","54","0.68","0","75","1","0","0"
"1989-1982","0","75","1","0","75","1","0","0"
"1990-1983","98","6","0.03","48","63","0.03","145.97","1"
"1991-1984","34","21","0.14","0","75","1","34.48","1"
"1992-1985","1","30","0.24","0","75","1","1.06","0"
"1993-1986","0","59","0.76","0","75","1","0","0"
"1994-1987","0","38","0.43","0","75","1","0","0"
"1995-1988","0","43","0.49","0","75","1","0","0"
"1996-1989","0","75","1","0","75","1","0","1"
"1997-1990","0","75","1","0","75","1","0","0"
"1998-1991","0","70","0.84","0","75","1","0","1"
"1999-1992","0","44","0.54","0","75","1","0","0"
"2000-1993","20","25","0.19","0","75","1","20","0"
"2001-1994","73","12","0.08","0","75","1","73.05","0"
"2002-1995","59","15","0.11","3","74","0.11","62.22","0"
"2003-1996","28","23","0.16","0","75","1","27.57","0"
"2004-1997","7","28","0.22","36","66","0.05","43.43","0"
"2005-1998","0","73","0.86","5","74","0.08","4.56","0"
"2006-1999","0","30","0.32","0","75","1","0","1"
"2007-2000","0","55","0.7","0","75","1","0","0"
"2008-2001","0","30","0.27","0","75","1","0","0"
"2009-2002","0","53","0.65","0","75","1","0","0"
"2010-2003","0","50","0.57","0","75","1","0","0"
"2011-2004","0","63","0.81","0","75","1","0","0"
"2012-2005","0","32","0.35","0","75","1","0","0"
"2013-2006","0","30","0.3","1","75","0.14","1.4","0"
"2014-2007","0","50","0.59","0","75","1","0","0"
"2015-2008","0","37","0.41","0","75","1","0","0"
"2016-2009","0","58","0.73","0","75","1","0","0"
"2017-2010","0","43","0.51","0","75","1","0","0"
"2018-2011","0","62","0.78","0","75","1","0","0"
"2019-2012","0","75","1","0","75","1","0","0"
