"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","75","1","75","1","75","1","75","1","75","1","0.366273336307499","0.7",,,"-1.9001086050714","0.03"
"1984-1977","0","75","1","75","1","75","1","75","1","75","1","0.353382478016786","0.43",,,"10.9766034886","0.19"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.362825857303534","0.59",,,"29.0991346494633","0.44"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.365382849299619","0.62",,,"50.4511266354132","0.72"
"1987-1980","48","62","0.05","75","1","75","1","75","1","61.5277293142857","0.05","0.34630735091243","0.32",,,"18.4045206211469","0.25"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.373857290595892","0.84",,,"27.7338358812246","0.41"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.371853714546069","0.78",,,"40.5666294231982","0.59"
"1990-1983","0","75","1","75","1","75","1","75","1","75","1","0.38121228053863","0.92",,,"-1.07480433211763","0.06"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.370295342564371","0.73",,,"8.15398783119371","0.16"
"1992-1985","0","75","1","75","1","75","1","75","1","75","1","0.353528758602297","0.46",,,"36.8533855607767","0.5"
"1993-1986","2","75","0.14","75","1","75","1","75","1","74.551733","0.14","0.358956493943764","0.54",,,"52.5284491160833","0.75"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.381837732574811","0.95",,,"61.7793613636101","0.94"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.365974386534342","0.68",,,"53.8683401623877","0.81"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.333265952968115","0.27",,,"39.8700075787748","0.56"
"1997-1990","8","73","0.08","75","1","75","1","75","1","72.749538","0.08","0.322296039548169","0.16",,,"27.0508648803719","0.38"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.365677540004686","0.65",,,"55.9424107405318","0.84"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.37161199928669","0.76",,,"84.7045594683095","1"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.3733167","0.81",,,"22.8","0.28"
"2001-1994","0","75","1","75","1","75","1","75","1","75","1","0.3564263","0.49",,,"16.6","0.22"
"2002-1995","0","75","1","75","1","75","1","75","1","75","1","0.3480049","0.38",,,"3.5","0.09"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.3762732","0.86",,,"36.1","0.47"
"2004-1997","57","59","0.03","75","1","75","1","75","1","58.903985","0.03","0.3832134","0.97",,,"7.4","0.12"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.3588389","0.51",,,"27","0.34"
"2006-1999","0","75","1","75","1","75","1","75","1","75","1","0.3423263","0.3",,,"61.7","0.91"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.3102452","0.11","17.93548","0.09","84.3","0.97"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.2993397","0.05","20.91936","0.27","61.7","0.91"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.3623404","0.57","18.25806","0.18","26.1","0.31"
"2010-2003","0","75","1","75","1","75","1","75","1","75","1","0.3269229","0.22","24.20968","0.55","53.1","0.78"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.3273297","0.24","23.85483","0.36","48.8","0.69"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.380235","0.89","24.1129","0.45","37","0.53"
"2013-2006","0","75","1","75","1","75","1","75","1","75","1","0.3518727","0.41","30.85484","0.91","48.3","0.66"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.34725","0.35","39.29033","1","42.4","0.62"
"2015-2008","0","75","1","75","1","75","1","75","1","75","1","0.3055767","0.08","24.79032","0.64",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.2881827","0.03","27.41936","0.82",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.3193762","0.14","27.32258","0.73",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.3250909","0.19",,,,
"2019-2012","7","73","0.11","75","1","75","1","75","1","73.105439","0.11","0.3894197","1",,,,
