"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"FelegeWayane","0.86","0.11","0.3","0.78","0.86","0.7","0.18",
"FikreAlem","0.68","0.35","0.7","0.54","0.68","0.68","0.09",
"Filatako","0.57","1","0.54","0.51","0.57","0.92","0.09",
"Gebsit","0.59","0.19","0.7","0.41","0.59","0.43","0.09",
"Gedayasu","0.59","0.19","0.7","0.27","0.59","0.32","0.09",
"GelaMatebiya","0.68","0.51","0.81","0.65","0.68","0.73","0.09",
"Gendebta","0.08","0.08","0.03","0.65","0.08","0.32","0.27",
"Geneti","0.51","0.16","0.43","0.38","0.51","0.95","0.27",
"Genfel","0.92","0.14","0.32","0.68","0.92","0.14","0.09",
"Gera","0.22","0.11","0.3","0.43","0.22","0.05","0.09",
"Gerjale","0.51","0.16","0.19","0.57","0.51","0.24","0.09",
"GetskiMilesiley","0.46","0.51","0.19","0.11","0.46","0.7","0.09",
"Gijet","0.38","0.27","0.14","0.35","0.38","0.41","0.09",
"Ginaza","0.62","1","0.24","0.16","0.62","0.68","0.18",
"Golgolemalee","0.86","0.11","0.3","0.73","0.86","0.65","0.18",
"Goshedur","0.62","0.19","1","0.43","0.62","1","0.09",
"Goza","0.65","0.73","0.35","0.27","0.65","0.68","0.09",
"Grwre","0.11","0.14","0.3","0.32","0.11","0.11","0.09",
"GuemseAgamet","0.76","0.16","0.35","0.51","0.76","0.24","0.18",
"Guroro","0.14","0.24","0.05","0.03","0.14","0.76","0.09",
"Guya","0.14","0.24","0.05","0.03","0.14","0.68","0.09",
"Habees","0.95","0.11","0.35","0.62","0.95","0.62","0.18",
"Hadashtekli","0.43","0.41","0.19","0.41","0.43","0.54","0.09",
"HadeAlga","0.57","0.62","0.19","0.65","0.57","0.49","0.18",
"HadnetK","0.89","0.46","0.32","0.49","0.89","0.27","0.18",
"HadnetS","0.7","0.14","0.22","0.46","0.7","0.46","0.18",
"HadushAdi","0.73","0.14","0.32","0.59","0.73","0.68","0.18",
"HadushHiwet","0.27","0.14","0.14","0.57","0.27","0.32","0.18",
"HagereGenet","0.89","0.19","0.68","0.27","0.89","0.49","0.09",
"HagereSelamE","0.68","0.19","0.78","0.32","0.68","0.43","0.09",
"HagereSelamW","0.7","0.08","0.32","0.38","0.7","0.19","0.09",
"Hangoda","0.7","0.14","0.22","0.46","0.7","0.46","0.18",
"Hareko","0.46","0.19","0.32","0.43","0.46","0.57","0.09",
"Hawelti","0.51","0.22","0.41","0.65","0.51","0.73","0.36",
"Hayelom","0.76","0.11","0.19","0.46","0.76","0.08","0.09",
"Hintsa","0.16","0.05","0.35","0.43","0.16","0.81","0.09",
"HintsaWaza","0.16","0.05","0.41","0.35","0.16","0.76","0.09",
"HizbaTeklehymanot","0.46","0.43","0.62","0.57","0.46","1","0.27",
"ImbaRufael","0.22","0.11","0.3","0.43","0.22","0.05","0.09",
"Jijqe","0.16","0.22","0.08","0.22","0.16","0.27","0.09",
"JimanDeregeha","0.62","0.65","0.38","0.41","0.62","0.81","0.09",
"Jira","0.16","0.05","0.03","0.05","0.16","0.84","0.09",
"kabe","0.19","0.65","0.24","0.19","0.19","0.19","0.27",
"Karima","0.68","0.19","0.89","0.43","0.68","0.35","0.09",
"Keregna","0.57","1","0.24","0.16","0.57","0.22","0.27",
"Kihen","0.86","0.43","0.32","0.38","0.86","0.16","0.18",
"Kita","0.16","0.32","0.81","0.62","0.16","0.14","0.09",
"Korme","0.51","0.16","0.35","0.59","0.51","0.57","0.09",
"Ksadacki","0.19","0.03","0.19","0.43","0.19","0.65","0.09",
"Kudo","0.27","0.08","0.05","0.05","0.27","0.27","0.09",
"Kuluferha","0.41","0.03","0.11","0.19","0.41","0.24","0.27",
"KuluGizeLemlem","0.49","0.19","0.19","0.57","0.49","0.51","0.09",
"LaelayDayu","0.51","0.16","0.19","0.57","0.51","0.49","0.09",
"Laelayhahaile","0.27","0.08","0.03","0.03","0.27","0.35","0.09",
"LaelayMegariaTsemri","0.16","0.08","0.03","0.05","0.16","0.32","0.09",
"Lalaylogomti","0.11","0.16","0.03","0.35","0.11","0.11","0.18",
"Ledy","0.68","0.19","0.57","0.32","0.68","0.97","0.09",
"Lemlem","0.05","0.14","0.35","0.41","0.05","0.32","0.09",
"LemlemArena","0.41","0.11","0.46","0.41","0.41","0.3","0.09",
"Libo ","0.68","1","0.38","0.41","0.68","1","0.09",
"Limaat","0.49","0.16","0.27","0.62","0.49","0.14","0.09",
"Limat","0.41","0.08","0.08","0.03","0.41","0.92","0.09",
"Lul","0.78","0.08","0.65","0.27","0.78","0.24","0.09",
"LusinaAbegeldi","0.3","0.35","0.7","0.62","0.3","1","0.09",
"Maekelawi","0.24","0.22","0.14","0.59","0.24","0.24","0.09",
"MaekelSegli","0.14","0.08","0.24","0.54","0.14","0.14","0.18",
"MahbereWeyni","0.89","0.46","0.54","0.7","0.89","0.19","0.09",
"MariamShewito","0.08","0.08","0.03","0.65","0.08","0.46","0.27",
"Martadios","0.68","1","0.43","0.27","0.68","0.95","0.09",
"MayChekemte","0.16","0.08","0.14","0.05","0.16","0.19","0.09",
"MayNebri","0.57","0.11","0.08","0.08","0.57","0.65","0.09",
"Maysuru","0.19","0.08","0.03","0.03","0.19","0.19","0.09",
"MayTeklia","0.16","0.11","0.38","0.24","0.16","0.35","0.09",
"Mearey","0.05","0.11","0.32","0.46","0.05","0.14","0.09",
"Mechare","0.54","0.16","0.49","0.7","0.54","0.89","0.27",
"Mechena","0.95","1","0.43","0.46","0.95","0.62","0.09",
"MehalGoncha","0.68","0.08","0.65","0.46","0.68","0.54","0.09",
"Mekan ","0.49","0.57","0.3","0.24","0.49","0.89","0.27",
"MekaneGenet","0.38","0.19","0.7","0.43","0.38","0.68","0.09",
"Melabesh","0.43","0.16","0.81","0.35","0.43","0.19","0.09",
"MendereMariam","0.27","0.78","0.27","0.3","0.27","0.89","0.09",
"Menegobena","0.84","0.19","0.57","0.32","0.84","0.84","0.09",
"Menji","0.35","0.27","0.19","0.49","0.35","0.59","0.09",
"Mergech","0.76","0.19","0.57","0.32","0.76","0.86","0.09",
"Mesanu","0.86","0.19","0.68","0.81","0.86","0.16","0.18",
"Mesehle","0.08","0.05","0.05","0.24","0.08","0.46","0.27",
"Meswaeti ","0.49","0.51","0.41","0.38","0.49","0.68","0.18",
"Metkel","0.7","0.22","0.24","0.19","0.7","0.11","0.09",
"MetkelLemat","0.27","0.05","0.35","0.24","0.27","0.78","0.09",
"Mezbr","0.05","0.08","0.03","0.08","0.05","0.19","0.18",
"MichelDebre","0.27","0.73","0.27","0.19","0.27","0.86","0.09",
"Miraf","0.62","0.19","0.65","0.27","0.62","0.86","0.09",
"Misema","1","0.08","0.11","0.14","1","0.03","0.09",
"Mitad","0.51","1","0.24","0.16","0.51","0.95","0.09",
"MitinaYimach","0.51","0.19","0.65","0.46","0.51","0.84","0.09",
"Mozen","0.84","0.19","0.59","0.32","0.84","0.89","0.09",
"Mozutey","0.76","0.11","0.11","0.41","0.76","0.3","0.09",
"Mtsaiwerki","0.14","0.22","0.05","0.22","0.14","0.81","0.09",
"Nagash","0.84","0.11","0.24","0.57","0.84","0.11","0.18",
"Nebarhadinet","0.05","0.08","0.38","0.35","0.05","0.05","0.09",
"Nefasit","0.41","0.05","0.11","0.3","0.41","0.05","0.27",
"Negedebrhan","0.3","0.08","0.3","0.32","0.3","0.11","0.09",
"Niquara","0.11","0.43","0.86","0.76","0.11","0.32","0.09",
"Qoraro","0.62","0.38","0.24","0.65","0.62","0.3","0.09",
"RubaFelege","0.86","0.11","0.3","0.7","0.86","0.59","0.18",
"Santa gelebeda","0.57","0.41","0.22","0.57","0.57","0.14","0.09",
"SaratYerawoch","0.35","0.19","0.73","0.57","0.35","0.68","0.09",
"Sefo","0.27","0.08","0.03","0.03","0.27","0.62","0.09",
"Segena","0.35","0.19","0.68","0.51","0.35","0.3","0.09",
"Seka","0.19","0.22","0.08","0.38","0.19","0.73","0.09",
"Selamaya","0.41","0.11","0.54","0.59","0.41","1","0.09",
"SelamBekalsi","0.49","0.19","0.27","0.62","0.49","0.14","0.09",
"Selamber","0.41","0.16",,"0.41","0.41","0.14","0.09",
"SelamgieAmbarie","0.68","0.08","0.68","0.57","0.68","0.24","0.09",
"SelamH","0.59","0.11","0.14","0.35","0.59","0.38","0.09",
"SelamW","0.08","0.14","0.16","0.59","0.08","0.62","0.09",
"Selelkula","0.62","0.19","0.59","0.22","0.62","0.84","0.09",
"SelenWuha","0.49","0.16","0.22","0.49","0.49","0.24","0.09",
"Seloda","0.05","0.05","0.03","0.38","0.05","0.54","0.27",
"Sendada","0.76","0.11","0.08","0.46","0.76","0.14","0.18",
"Serawudi","0.95","1","0.3","0.35","0.95","0.57","0.09",
"Seret","0.35","0.11","0.16","0.19","0.35","0.84","0.09",
"Sero","0.19","0.08","0.03","0.03","0.19","0.14","0.09",
"Shamo","0.57","1","0.24","0.16","0.57","0.49","0.09",
"ShehochTehara","0.51","1","0.22","0.16","0.51","0.92","0.18",
"Shekatekli","0.43","0.41","0.14","0.08","0.43","0.43","0.09",
"Shunge","0.41","0.14","0.59","0.59","0.41","1","0.09",
"Simret","0.24","0.08","0.05","0.41","0.24","0.46","0.09",
"SimretS","0.49","0.57","0.41","0.3","0.49","0.97","0.27",
"SimretT","0.22","0.22","0.03","0.03","0.22","0.11","0.09",
"Sinkata","0.76","0.16","0.35","0.51","0.76","0.24","0.18",
"Siye","0.14","0.24","0.03","0.11","0.14","0.05","0.09",
"Smret","0.32","0.24","0.05","0.03","0.32","0.73","0.09",
"Sorya","0.51","0.46","0.24","0.22","0.51","0.3","0.09",
"Suha","0.76","0.19","0.51","0.41","0.76","0.86","0.09",
"Tahtayhaya","0.54","0.19","0.41","0.38","0.54","0.41","0.18",
"TahtayDaeroka","0.19","0.05","0.03","0.03","0.19","0.27","0.09",
"TahtayLegomti","0.11","0.14","0.08","0.49","0.11","0.16","0.18",
"TahtayMegariaTsebri","0.16","0.05","0.03","0.05","0.16","0.24","0.18",
"Tao","0.51","0.14","0.19","0.57","0.51","0.32","0.09",
"TaraGedam","0.51","1","0.24","0.11","0.51","0.95","0.18",
"TaraSenba","0.54","1","0.62","0.46","0.54","0.76","0.09",
"Tekea","0.46","0.11","0.32","0.24","0.46","0.92","0.09",
"Tekleweyni","0.14","0.11","0.16","0.27","0.14","0.03","0.09",
"Tetatiro","0.73","0.19","0.46","0.19","0.73","0.81","0.09",
"Tibaga","0.62","1","0.24","0.19","0.62","0.3","0.27",
"Tigage","0.19","0.08","0.51","0.49","0.19","0.03","0.09",
"Tsae","0.38","0.22","0.14","0.51","0.38","0.32","0.09",
"Tsetsera","0.49","0.11","0.54","0.43","0.49","0.68","0.09",
"Tseykeme","0.16","0.05","0.16","0.38","0.16","0.05","0.09",
"Tsigea","0.51","0.16","0.43","0.38","0.51","0.95","0.27",
"Ulaga","0.49","0.19","0.16","0.68","0.49","0.41","0.09",
"Wargba","0.51","0.16","0.19","0.46","0.51","0.95","0.27",
"Wariba","0.46","1","0.54","0.59","0.46","0.92","0.09",
"Wedikeshi","0.05","0.05","0.03","0.57","0.05","0.68","0.27",
"Werabaye","0.54","0.19","0.32","0.54","0.54","0.59","0.09",
"Werkamba","0.14","0.14","0.14","0.16","0.14","0.11","0.09",
"Wobo","0.73","0.19","0.54","0.3","0.73","0.78","0.09",
"Wonberoch","0.54","1","0.59","0.51","0.54","0.65","0.09",
"Wondye","0.35","0.19","0.68","0.46","0.35","0.86","0.09",
"Worego","0.62","0.19","0.7","0.38","0.62","0.7","0.09",
"WorgajaWagi","0.73","0.73","0.51","0.43","0.73","0.46","0.09",
"WoryaMeskel","0.57","0.16","0.7","0.35","0.57","0.32","0.09",
"Woyenti","0.08","0.08","0.03","0.54","0.08","0.32","0.18",
"Woynye","0.62","0.08","0.65","0.27","0.62","0.76","0.09",
"WuhdetG","0.24","0.08","0.03","0.03","0.24","0.27","0.09",
"WuhdetK","0.16","0.27","0.22","0.57","0.16","0.16","0.09",
"WushaTires","0.62","1","0.22","0.19","0.62","0.43","0.27",
"Yedwuha","0.68","0.19","0.92","0.43","0.68","0.7","0.09",
"Yeju","0.73","0.19","0.43","0.19","0.73","0.76","0.09",
"Yetefet","0.38","0.19","0.7","0.43","0.38","0.89","0.09",
"YifagAkababi","0.62","1","0.19","0.22","0.62","0.43","0.27",
"Yitihana","0.68","0.08","0.62","0.22","0.68","0.38","0.09",
"Zata","0.43","0.38","0.3","0.19","0.43","0.08","0.09",
"Ziha","0.95","1","0.43","0.32","0.95","0.49","0.09",
"ZihonHuha","0.76","0.08","0.73","0.32","0.76","0.57","0.09",
"ZobarYikuanda","0.57","0.16","0.35","0.27","0.57","0.24","0.09",
"Zongi","0.08","0.14","0.16","0.59","0.08","0.62","0.09",
