"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","22","0.89","22.686837","0.27","20.9","0.38","25","0.68","21.5606008285714","0.89","0.13482610381993","0.16",,,"57.8204810855093","0.47"
"1984-1977","100","0","0.49","29.113314","0.62","6.4","0.16","10","0.27","0.425314666666667","0.49","0.163075658426023","0.57",,,"30.5125616584314","0.25"
"1985-1978","100","1","0.51","22.686837","0.27","0","0.14","0","0.14","0.676469277777778","0.51","0.149162334637166","0.3",,,"54.6911608035873","0.41"
"1986-1979","0","25","0.97","54.489967","1","53.3714285714286","0.92","60","0.92","25","0.97","0.195785383136583","0.92",,,"71.9884176895026","0.59"
"1987-1980","100","2","0.59","28.416848","0.57","25.2","0.51","13","0.32","1.54945716190476","0.59","0.146431603850085","0.27",,,"87.8227469907536","0.75"
"1988-1981","100","0","0.43","22.686837","0.27","12.2","0.22","15","0.35","0","0.43","0.143507490388477","0.24",,,"30.2423065867736","0.22"
"1989-1982","100","1","0.54","19.821504","0.05","19.4242063492064","0.32","19","0.46","0.911765777777778","0.54","0.158044699041218","0.43",,,"115.777533324548","1"
"1990-1983","100","0","0.43","22.686837","0.27","0","0.14","0","0.14","0","0.43","0.167681829628027","0.68",,,"29.2369144614952","0.19"
"1991-1984","0","17","0.84","29.785707","0.7","49.7","0.86","48","0.86","17.169721","0.84","0.164651501484896","0.62",,,"62.9511134518226","0.5"
"1992-1985","100","0","0.43","22.686837","0.27","0","0.14","0","0.14","0","0.43","0.133519548016491","0.14",,,"80.1793428591069","0.66"
"1993-1986","100","0","0.46","23.195766","0.41","22.4","0.41","16","0.41","0.160725777777778","0.46","0.162904990691134","0.54",,,"69.9781182348518","0.56"
"1994-1987","100","0","0.43","22.855427","0.32","17.7","0.24","16","0.41","0","0.43","0.161759602792756","0.51",,,"-5.02525307070322","0.03"
"1995-1988","100","3","0.65","29.34309","0.68","26.5","0.57","22","0.57","3.101303","0.65","0.15200111423133","0.32",,,"63.1186290833787","0.53"
