"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","30","0.62","59.83184","0.32","33.2","0.11","35","0.11","29.9548621636508","0.62","0.138859379469375","0.08",,,"50.9939054423229","0.88"
"1984-1977","80","6","0.11","61.66763","0.43","34.8","0.14","53","0.49","6.17952395","0.11","0.150641029374677","0.46",,,"5.9440654436485","0.06"
"1985-1978","71","7","0.14","51.84932","0.08","39.4","0.19","46","0.3","6.75867013888889","0.14","0.148119468163604","0.3",,,"25.3227053580877","0.44"
"1986-1979","0","42","0.84","67.01748","0.59","69.2114285714286","0.68","72","0.84","41.6965795","0.84","0.18401034859797","0.95",,,"22.1885940918387","0.38"
"1987-1980","0","48","0.92","61.6416","0.41","75","1","59","0.59","47.8027888025397","0.92","0.160515329099954","0.65",,,"61.3071539193623","0.97"
"1988-1981","18","10","0.19","67.79419","0.76","67.3","0.65","70","0.78","9.941719","0.19","0.146366583817927","0.24",,,"27.528958758356","0.47"
"1989-1982","0","38","0.78","59.05513","0.27","70.0975396825397","0.73","64","0.7","37.8483319444444","0.78","0.164179126851362","0.7",,,"15.6112602760518","0.19"
"1990-1983","5","11","0.22","59.05513","0.27","33.2","0.11","37","0.14","10.72285","0.22","0.144236554301446","0.19",,,"5.1156541913158","0.03"
"1991-1984","0","36","0.73","75","1","61.1","0.62","62","0.65","35.7436262","0.73","0.146039724669896","0.22",,,"42.9794865457041","0.78"
"1992-1985","49","8","0.16","51.84932","0.08","25.8","0.05","31","0.05","8.041674","0.16","0.140942730729109","0.11",,,"38.2939091257242","0.69"
"1993-1986","0","34","0.7","67.51385","0.73","73.5","0.78","70","0.78","33.9828549444444","0.7","0.155852959614639","0.54",,,"45.6777619650782","0.81"
"1994-1987","0","33","0.68","67.03765","0.65","75","1","75","1","32.6097876","0.68","0.176345092919202","0.81",,,"20.2261537446449","0.28"
"1995-1988","0","25","0.57","59.05513","0.27","22.1","0.03","19","0.03","25","0.57","0.150454249537208","0.41",,,"34.9741797070689","0.56"
