"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Mozen","Mozen","Mozen","Mozen","Mozen","Mozen","Mozen","Mozen"
"Region","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","63","12","0.11","17","68","0.16","79.76","0"
"1984-1977","0","55","0.89","37","61","0.11","37.08","0"
"1985-1978","100","3","0.05","0","75","1","100","0"
"1986-1979","0","50","0.7","0","75","1","0","0"
"1987-1980","0","40","0.49","39","60","0.05","38.68","0"
"1988-1981","0","26","0.27","0","75","1","0","0"
"1989-1982","1","25","0.16","0","75","1","1.36","0"
"1990-1983","0","34","0.38","0","75","1","0","0"
"1991-1984","0","50","0.7","0","75","1","0","1"
"1992-1985","22","21","0.14","0","75","1","21.86","0"
"1993-1986","0","55","0.86","0","75","1","0","0"
"1994-1987","0","54","0.78","0","75","1","0","1"
"1995-1988","0","25","0.24","0","75","1","0","0"
"1996-1989","0","50","0.7","0","75","1","0","0"
"1997-1990","0","63","0.97","0","75","1","0","1"
"1998-1991","0","40","0.51","0","75","1","0","0"
"1999-1992","0","34","0.41","0","75","1","0","0"
"2000-1993","0","51","0.73","0","75","1","0","0"
"2001-1994","0","58","0.92","0","75","1","0","0"
"2002-1995","0","33","0.35","15","69","0.19","14.69","1"
"2003-1996","0","37","0.43","0","75","1","0","0"
"2004-1997","0","25","0.24","25","65","0.14","25.07","0"
"2005-1998","0","25","0.24","0","75","1","0","0"
"2006-1999","0","32","0.32","8","72","0.22","7.54","0"
"2007-2000","0","40","0.46","0","75","1","0","0"
"2008-2001","0","75","1","0","75","1","0","0"
"2009-2002","0","50","0.7","0","75","1","0","0"
"2010-2003","0","49","0.57","38","60","0.08","37.62","0"
"2011-2004","0","53","0.76","0","75","1","0","0"
"2012-2005","0","29","0.3","0","75","1","0","0"
"2013-2006","0","47","0.54","0","75","1","0","0"
"2014-2007","100","0","0.03","0","75","1","100","0"
"2015-2008","0","54","0.84","77","45","0.03","76.64","0"
"2016-2009","0","59","0.95","0","75","1","0","0"
"2017-2010","100","3","0.08","0","75","1","100","0"
"2018-2011","0","50","0.7","0","75","1","0","0"
"2019-2012","0","54","0.81","0","75","1","0","0"
