"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Endachiwa","0.54","0.59","0.51","0.16","0.54","0.57",,"0.47"
"EndaFelasi","0.57","0.49","0.57","0.3","0.57","0.81",,"0.44"
"Endagahamus","0.43","0.59","0.57","0.41","0.43","0.49",,"0.47"
"Endamariam","0.84","0.68","0.65","0.3","0.84","0.38",,"0.56"
"Erba","0.46","0.65","0.54","0.54","0.46","0.16",,"0.5"
"Esiret","0.68","0.54","0.54","0.59","0.68","0.46",,"0.53"
"Estifanos","0.78","1","0.78","0.08","0.78","0.84",,"0.53"
"Fala","0.49","0.41","0.14","0.14","0.49","0.14",,"0.97"
"Felegehiwot","0.03","0.51","0.51","0.68","0.03","0.43",,"0.72"
"FelegeWayane","0.73","0.65","0.76","0.27","0.73","0.49",,"0.5"
"FikreAlem","0.86","0.73","0.78","0.7","0.86","0.76",,"0.53"
"Filatako","0.05","1","0.62","0.81","0.05","0.81",,"0.59"
"Gebsit","0.16","0.3","0.73","1","0.16","0.24",,"0.59"
"Gedayasu","0.16","0.3","0.73","1","0.16","0.38",,"0.75"
"GelaMatebiya","0.05","0.35","0.11","0.14","0.05","0.3",,"0.38"
"Gendebta","0.41","0.65","0.73","0.19","0.41","0.46",,"0.47"
"Geneti","0.68","0.49","0.46","0.51","0.68","0.65",,"0.53"
"Genfel","0.73","0.84","0.78","0.38","0.73","0.32",,"0.5"
"Gera","0.7","0.41","0.54","0.51","0.7","0.19",,"0.44"
"Gerjale","0.51","0.59","0.24","0.49","0.51","0.65",,"0.53"
"GetskiMilesiley","0.51","0.35","0.57","0.51","0.51","0.46",,"0.5"
"Gijet","0.65","0.68","0.38","0.19","0.65","0.76",,"0.5"
"Ginaza","1","1","1","0.16","1","0.76",,"0.44"
"Golgolemalee","0.73","0.62","0.84","0.38","0.73","0.46",,"0.5"
"Goshedur","0.03","0.51","0.43","1","0.03","0.51",,"0.72"
"Goza","0.68","0.24","0.51","0.05","0.68","0.7",,"0.44"
"Grwre","0.68","0.41","0.24","0.19","0.68","0.27",,"0.44"
"GuemseAgamet","0.65","0.59","0.81","0.24","0.65","0.3",,"0.47"
"Guroro","0.41","0.73","0.59","0.57","0.41","0.51",,"0.5"
"Guya","0.41","0.65","0.57","0.57","0.41","0.51",,"0.5"
"Habees","0.76","0.68","0.81","0.46","0.76","0.27",,"0.5"
"Hadashtekli","0.73","0.51","0.54","0.57","0.73","0.65",,"0.5"
"HadeAlga","0.7","0.51","0.3","0.59","0.7","0.43",,"0.5"
"HadnetK","0.81","0.89","0.81","0.35","0.81","0.54",,"0.47"
"HadnetS","0.49","0.57","0.68","0.19","0.49","0.27",,"0.47"
"HadushAdi","0.54","0.54","0.78","0.14","0.54","0.38",,"0.47"
"HadushHiwet","0.54","0.62","0.84","0.16","0.54","0.68",,"0.47"
"HagereGenet","0.43","0.41","0.41","0.78","0.43","0.08",,"0.72"
"HagereSelamE","0.59","0.3","0.43","0.81","0.59","0.05",,"0.72"
"HagereSelamW","0.78","0.73","0.62","0.49","0.78","0.24",,"0.47"
"Hangoda","0.49","0.57","0.68","0.19","0.49","0.27",,"0.47"
"Hareko","0.76","0.86","0.51","0.43","0.76","0.65",,"0.28"
"Hawelti","0.68","0.65","0.46","0.59","0.68","0.68",,"0.53"
"Hayelom","0.73","0.89","0.54","0.32","0.73","0.43",,"0.47"
"Hintsa","0.57","0.43","0.3","0.16","0.57","0.27",,"0.53"
"HintsaWaza","0.57","0.43","0.22","0.16","0.57","0.27",,"0.53"
"HizbaTeklehymanot","0.46","0.54","0.84","0.49","0.46","0.54",,"0.53"
"ImbaRufael","0.7","0.49","0.51","0.49","0.7","0.65",,"0.44"
"Jijqe","0.62","0.73","0.54","0.54","0.62","0.54",,"0.5"
"JimanDeregeha","0.08","0.73","0.59","0.03","0.08","0.32",,"0.38"
"Jira","0.73","1","0.51","0.49","0.73","0.89",,"0.44"
"kabe","0.65","1","1","0.22","0.65","0.78",,"0.44"
"Karima","0.08","0.41","0.73","1","0.08","0.24",,"0.75"
"Keregna","1","1","1","0.19","1","0.51",,"0.44"
"Kihen","0.78","0.86","0.84","0.46","0.78","0.51",,"0.47"
"Kita","0.16","0.24","0.14","0.51","0.16","0.32",,"0.5"
"Korme","0.51","0.57","0.49","0.49","0.51","0.16",,"0.53"
"Ksadacki","0.19","0.73","0.51","0.27","0.19","0.59",,"0.5"
"Kudo","0.73","0.41","0.65","0.46","0.73","0.81",,"0.47"
"Kuluferha","0.32","0.24","0.51","0.27","0.32","0.62",,"0.56"
"KuluGizeLemlem","0.49","0.68","0.16","0.49","0.49","0.78",,"0.94"
"LaelayDayu","0.51","0.68","0.16","0.49","0.51","0.84",,"0.94"
"Laelayhahaile","0.73","0.46","0.62","0.3","0.73","0.81",,"0.47"
"LaelayMegariaTsemri","0.81","0.78","0.65","0.22","0.81","0.57",,"0.56"
"Lalaylogomti","0.54","0.43","0.57","0.14","0.54","0.7",,"0.47"
"Ledy","0.46","0.3","0.84","1","0.46","0.14",,"0.59"
"Lemlem","0.73","0.51","0.41","0.3","0.73","0.22",,"0.47"
"LemlemArena","0.68","0.76","0.32","0.41","0.68","0.54",,"0.28"
"Libo ","0.51","0.43","1","0.3","0.51","0.65",,"0.53"
"Limaat","0.49","0.65","0.19","0.57","0.49","0.27",,"0.94"
"Limat","0.51","0.46","0.54","0.57","0.51","0.41",,"0.5"
"Lul","0.51","0.24","0.43","0.86","0.51","0.22",,"0.75"
"LusinaAbegeldi","0.05","0.27","0.11","0.14","0.05","0.11",,"0.38"
"Maekelawi","0.43","0.59","0.57","0.41","0.43","0.49",,"0.47"
"MaekelSegli","0.49","0.43","0.43","0.38","0.49","0.46",,"0.44"
"MahbereWeyni","0.81","0.89","0.68","0.38","0.81","0.49",,"0.47"
"MariamShewito","0.41","0.59","0.7","0.19","0.41","0.35",,"0.56"
"Martadios","0.51","0.24","0.54","0.05","0.51","0.78",,"0.53"
"MayChekemte","0.51","0.49","0.57","0.3","0.51","0.38",,"0.47"
"MayNebri","0.41","0.46","0.65","0.14","0.41","0.32",,"0.47"
"Maysuru","0.84","0.68","0.73","0.35","0.84","0.24",,"0.56"
"MayTeklia","0.57","0.46","0.27","0.14","0.57","0.27",,"0.53"
"Mearey","0.73","0.54","0.41","0.3","0.73","0.73",,"0.62"
"Mechare","0.68","0.46","0.51","0.62","0.68","0.32",,"0.38"
"Mechena","0.46","1","0.59","0.05","0.46","0.78",,"0.38"
"MehalGoncha","0.05","0.41","0.32","0.73","0.05","0.27",,"0.59"
"Mekan ","0.49","0.35","0.76","0.49","0.49","0.46",,"0.53"
"MekaneGenet","0.03","0.41","0.22","0.27","0.03","0.38",,"0.66"
"Melabesh","0.46","0.19","0.32","0.57","0.46","0.16",,"0.72"
"MendereMariam","0.62","0.24","1","0.05","0.62","0.95",,"0.53"
"Menegobena","0.32","0.41","1","1","0.32","0.11",,"0.59"
"Menji","0.43","0.54","0.59","0.57","0.43","0.54",,"0.5"
"Mergech","0.32","0.41","1","1","0.32","0.05",,"0.59"
"Mesanu","0.81","0.81","0.7","0.38","0.81","0.35",,"0.47"
"Mesehle","0.22","0.19","0.41","0.11","0.22","0.49",,"0.56"
"Meswaeti ","0.49","0.41","0.16","0.49","0.49","0.35",,"0.53"
"Metkel","0.51","0.81","0.54","0.32","0.51","0.57",,"0.47"
"MetkelLemat","0.84","0.51","0.27","0.16","0.84","0.14",,"0.47"
"Mezbr","0.84","0.7","0.51","0.22","0.84","0.41",,"0.56"
"MichelDebre","0.62","0.24","1","0.11","0.62","0.95",,"0.53"
"Miraf","0.24","0.3","0.86","1","0.24","0.05",,"0.59"
"Misema","0.38","0.32","0.3","0.19","0.38","0.76",,"0.56"
"Mitad","0.81","0.24","1","0.16","0.81","1",,"0.44"
"MitinaYimach","0.05","0.3","0.22","0.7","0.05","0.38",,"0.66"
"Mozen","0.32","0.41","1","1","0.32","0.08",,"0.59"
"Mozutey","0.92","0.54","0.68","0.27","0.92","0.65",,"0.47"
"Mtsaiwerki","0.41","1","0.51","0.57","0.41","0.59",,"0.5"
"Nagash","0.73","0.81","0.65","0.38","0.73","0.19",,"0.5"
"Nebarhadinet","0.73","0.54","0.43","0.41","0.73","0.73",,"0.47"
"Nefasit","0.32","0.22","0.49","0.3","0.32","0.68",,"0.56"
"Negedebrhan","0.62","0.41","0.24","0.19","0.62","0.27",,"0.44"
"Niquara","0.11","0.19","0.08","0.22","0.11","0.41",,"0.5"
"Qoraro","0.76","0.59","0.54","0.46","0.76","0.38",,"0.47"
"RubaFelege","0.73","0.65","0.7","0.24","0.73","0.41",,"0.5"
"Santa gelebeda","0.51","0.7","0.43","0.27","0.51","0.68",,"0.38"
"SaratYerawoch","0.43","0.41","0.27","0.65","0.43","0.22",,"0.66"
"Sefo","0.73","0.62","0.65","0.27","0.73","0.89",,"0.47"
"Segena","0.43","0.51","0.16","0.27","0.43","0.14",,"0.66"
"Seka","0.19","0.68","0.46","0.35","0.19","0.84",,"0.5"
"Selamaya","0.08","0.27","0.32","0.11","0.08","0.11",,"0.38"
"SelamBekalsi","0.49","0.68","0.19","0.57","0.49","0.41",,"0.94"
"Selamber","0.38","0.19",,"0.35","0.38","0.27",,"0.72"
"SelamgieAmbarie","0.05","0.41","0.46","0.73","0.05","0.11",,"0.59"
"SelamH","0.89","0.65","0.62","0.19","0.89","0.49",,"0.47"
"SelamW","0.49","0.54","0.43","0.19","0.49","0.38",,"0.56"
"Selelkula","0.24","0.3","1","1","0.24","0.05",,"0.59"
"SelenWuha","0.49","0.65","0.19","0.49","0.49","0.14",,"0.94"
"Seloda","0.65","0.7","0.43","0.05","0.65","0.14",,"0.56"
"Sendada","0.65","0.57","0.76","0.22","0.65","0.41",,"0.5"
"Serawudi","0.46","1","0.7","0.05","0.46","0.51",,"0.53"
"Seret","0.35","0.81","0.7","0.65","0.35","0.89",,"0.28"
"Sero","0.84","0.35","0.62","0.35","0.84","0.49",,"0.56"
"Shamo","0.78","1","1","0.08","0.78","0.68",,"0.53"
"ShehochTehara","0.76","1","1","0.16","0.76","0.97",,"0.53"
"Shekatekli","0.73","0.51","0.54","0.54","0.73","0.32",,"0.5"
"Shunge","0.08","0.38","0.32","0.14","0.08","0.43",,"0.38"
"Simret","0.92","0.49","0.76","0.16","0.92","0.38",,"0.53"
"SimretS","0.49","0.35","0.16","0.27","0.49","0.14",,"0.53"
"SimretT","0.41","0.68","0.57","0.59","0.41","0.32",,"0.44"
"Sinkata","0.65","0.59","0.81","0.24","0.65","0.3",,"0.47"
"Siye","0.51","0.57","0.3","0.24","0.51","0.41",,"0.44"
"Smret","0.46","0.59","0.54","0.57","0.46","0.46",,"0.5"
"Sorya","0.51","0.32","0.16","0.22","0.51","0.22",,"0.97"
"Suha","0.32","0.51","1","1","0.32","0.05",,"0.59"
"Tahtayhaya","0.54","0.57","0.16","0.49","0.54","0.73",,"0.53"
"TahtayDaeroka","0.62","0.78","0.62","0.24","0.62","0.89",,"0.47"
"TahtayLegomti","0.54","0.57","0.49","0.14","0.54","0.81",,"0.56"
"TahtayMegariaTsebri","0.81","0.81","0.65","0.22","0.81","0.43",,"0.56"
"Tao","0.51","0.51","0.24","0.49","0.51","0.65",,"0.53"
"TaraGedam","0.81","0.43","1","0.14","0.81","1",,"0.44"
"TaraSenba","0.62","0.24","0.35","0.05","0.62","0.51",,"0.38"
"Tekea","0.46","0.65","0.86","0.57","0.46","0.84",,"0.47"
"Tekleweyni","0.51","0.49","0.24","0.19","0.51","0.43",,"0.44"
"Tetatiro","0.46","0.3","1","0.86","0.46","0.24",,"0.12"
"Tibaga","1","1","1","0.22","1","0.76",,"0.44"
"Tigage","0.19","0.27","0.11","0.54","0.19","0.41",,"0.31"
"Tsae","0.54","0.73","0.54","0.27","0.54","0.73",,"0.38"
"Tsetsera","0.49","0.38","0.14","0.16","0.49","0.59",,"0.97"
"Tseykeme","0.62","0.76","0.54","0.49","0.62","0.3",,"0.44"
"Tsigea","0.68","0.49","0.46","0.51","0.68","0.65",,"0.53"
"Ulaga","0.49","0.68","0.57","0.57","0.49","0.19",,"1"
"Wargba","0.68","0.49","0.46","0.46","0.68","0.73",,"0.53"
"Wariba","0.03","1","1","0.41","0.03","0.14",,"0.53"
"Wedikeshi","0.65","0.7","0.49","0.05","0.65","0.16",,"0.56"
"Werabaye","0.54","0.57","0.19","0.54","0.54","0.73",,"0.53"
"Werkamba","0.57","0.43","0.54","0.32","0.57","0.81",,"0.44"
"Wobo","0.46","0.3","0.68","0.81","0.46","0.24",,"0.12"
"Wonberoch","0.62","0.43","0.57","0.05","0.62","0.19",,"0.38"
"Wondye","0.43","0.51","0.19","0.22","0.43","0.24",,"0.66"
"Worego","0.24","0.3","0.84","1","0.24","0.08",,"0.59"
"WorgajaWagi","0.22","0.24","0.57","0.05","0.22","0.7",,"0.34"
"WoryaMeskel","0.54","0.19","0.49","0.78","0.54","0.24",,"0.75"
"Woyenti","0.41","0.65","0.76","0.14","0.41","0.57",,"0.47"
"Woynye","0.24","0.24","0.7","1","0.24","0.08",,"0.59"
"WuhdetG","0.92","0.46","0.81","0.22","0.92","0.43",,"0.53"
"WuhdetK","0.57","0.68","0.41","0.24","0.57","0.57",,"0.38"
"WushaTires","1","1","1","0.19","1","0.62",,"0.44"
"Yedwuha","0.08","0.41","0.78","1","0.08","0.16",,"0.59"
"Yeju","0.46","0.41","0.76","0.7","0.46","0.11",,"0.12"
"Yetefet","0.03","0.41","0.22","0.27","0.03","0.51",,"0.72"
"YifagAkababi","1","1","1","0.22","1","0.65",,"0.44"
"Yitihana","0.46","0.24","0.81","0.89","0.46","0.11",,"0.59"
"Zata","0.43","0.27","0.14","0.14","0.43","0.35",,"0.84"
"Ziha","0.46","1","0.62","0.05","0.46","0.65",,"0.53"
"ZihonHuha","0.3","0.24","0.24","0.38","0.3","0.08",,"0.72"
"ZobarYikuanda","0.54","0.19","0.46","0.84","0.54","0.38",,"0.75"
"Zongi","0.49","0.54","0.43","0.19","0.49","0.38",,"0.56"
