"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Korme","Korme","Korme","Korme","Korme","Korme","Korme","Korme"
"Region","RayaAzebo","RayaAzebo","RayaAzebo","RayaAzebo","RayaAzebo","RayaAzebo","RayaAzebo","RayaAzebo"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","11","0.86","17","33","0.16","16.78","0"
"1984-1977","100","0","0.54","92","8","0.05","192.36","0"
"1985-1978","100","0","0.51","0","46","0.32","100","0"
"1986-1979","0","25","0.97","12","35","0.19","11.96","0"
"1987-1980","100","1","0.59","76","13","0.08","175.61","0"
"1988-1981","100","0","0.51","0","50","0.62","100","0"
"1989-1982","100","1","0.57","0","53","0.68","100","0"
"1990-1983","100","0","0.51","0","39","0.24","100.42","1"
"1991-1984","100","0","0.51","0","50","0.62","100","0"
"1992-1985","100","0","0.51","0","41","0.27","100","0"
"1993-1986","100","0","0.51","0","50","0.62","100","0"
"1994-1987","100","0","0.51","0","61","0.86","100","1"
"1995-1988","100","3","0.65","0","53","0.7","100","0"
"1996-1989","0","14","0.95","0","58","0.81","0","0"
"1997-1990","0","37","1","0","50","0.62","0","0"
"1998-1991","100","0","0.51","0","75","1","100","0"
"1999-1992","100","0","0.51","0","57","0.78","100","0"
"2000-1993","100","2","0.62","11","35","0.22","110.89","0"
"2001-1994","0","13","0.89","0","50","0.62","0","0"
"2002-1995","0","8","0.78","0","55","0.73","0","0"
"2003-1996","100","0","0.51","0","53","0.65","100","0"
"2004-1997","100","5","0.7","44","24","0.11","143.53","0"
"2005-1998","100","0","0.51","0","62","0.89","100","0"
"2006-1999","100","0","0.51","0","75","1","100","0"
"2007-2000","100","3","0.68","0","75","1","100","0"
"2008-2001","0","10","0.84","0","60","0.84","0","0"
"2009-2002","100","0","0.51","0","50","0.35","100","0"
"2010-2003","100","0","0.51","0","50","0.62","100","0"
"2011-2004","0","14","0.92","0","50","0.62","0","1"
"2012-2005","100","0","0.51","0","50","0.62","100","0"
"2013-2006","100","0","0.51","0","50","0.62","100","0"
"2014-2007","100","0","0.51","41","25","0.14","141.18","0"
"2015-2008","100","0","0.51","100","0","0.03","200","1"
"2016-2009","100","0","0.51","0","50","0.62","100","0"
"2017-2010","0","5","0.76","0","56","0.76","0","0"
"2018-2011","100","5","0.73","0","64","0.92","100","0"
"2019-2012","0","8","0.81","0","43","0.3","0","0"
