"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.92","1","1","1","0.92","0.41",,
"Abara","0.89","1","1","1","0.89","0.86",,
"Abarwuha","0.89","1","1","0.78","0.89","0.7",,
"Abaselima","0.97","1","1","1","0.97","1",,
"Abina","0.97","1","1","1","0.97","0.76",,
"AbrahaAtsbaha","0.65","0.84","0.95","1","0.65","0.76",,
"Abrekuy","0.95","1","1","1","0.95","0.95",,
"AdekeAla","0.84","0.92","0.81","0.95","0.84","0.41",,
"Adekiney","0.41","0.57","0.95","0.59","0.41","0.19",,
"AderSeg","0.92","1","1","1","0.92","0.41",,
"Adibearj","0.73","1","0.73","1","0.73","0.7",,
"AdiHa","0.81","1","0.84","1","0.81","0.11",,
"AdiKisandid","0.49","0.59","0.95","1","0.49","0.65",,
"Adisalem","0.95","1","1","1","0.95","0.86",,
"AdisAlemS","0.84","0.92","0.84","0.95","0.84","0.43",,
"AdisAlemW","0.51","0.92","0.95","0.92","0.51","0.14",,
"Adiselam","0.78","1","1","1","0.78","0.24",,
"Adishimbirkti","0.89","0.97","0.97","0.95","0.89","0.68",,
"AdisKigni","0.49","0.89","1","1","0.49","0.84",,
"Adiyikoro","0.38","0.89","0.95","0.89","0.38","0.16",,
"Adizata","0.38","0.84","0.89","0.76","0.38","0.54",,
"Adreb","0.86","1","0.81","1","0.86","0.3",,
"AgazenMeda","0.97","1","1","0.89","0.97","0.86",,
"Agazi","0.65","0.76","0.92","0.89","0.65","0.86",,
"Agbe","0.84","1","1","1","0.84","0.24",,
"Agela","1","1","1","1","1","0.73",,
"Agid","1","1","1","1","1","0.11",,
"AlemeTesfa","0.97","1","1","1","0.97",,,
"AmdiWeyane","0.84","0.97","0.86","1","0.84","0.49",,
"Amedwuha","0.54","0.95","0.97","1","0.54","0.11",,
"Ameno","0.76","1","1","1","0.76","0.38",,
"Amisetya","0.95","1","0.89","0.97","0.95","0.35",,
"Angot","0.89","1","1","0.89","0.89","0.68",,
"Anigot","1","1","1","1","1","0.92",,
"Ansheb","0.92","1","1","1","0.92","0.89",,
"AquaShumoch","0.76","1","1","1","0.76","0.41",,
"Aquha","0.86","0.95","0.84","0.97","0.86","0.3",,
"Arena","0.54","0.89","0.97","1","0.54","0.51",,
"Asmena","0.49","0.16","0.86","0.89","0.49","0.89",,
"Asta","0.78","1","1","1","0.78","0.78",,
"Atakilti","0.78","1","1","1","0.78","0.16",,
"AwetBikalsi","0.81","0.95","0.86","0.92","0.81","0.05",,
"AwusaMeda","0.97","1","1","1","0.97","0.86",,
"Ayba","0.97","0.92","0.97","0.97","0.97","0.81",,
"Aynalem","0.65","0.89","0.92","1","0.65","0.84",,
"Bala","0.49","0.89","0.89","1","0.49","0.86",,
"Balarab","0.95","1","0.86","1","0.95","0.27",,
"Bamba","0.81","1","1","1","0.81","0.38",,
"BarkaAdiswha","0.22","0.22","1","1","0.22","0.7",,
"Begasheka","0.76","1","1","1","0.76","0.38",,
"Berlay","0.97","1","1","1","0.97","0.76",,
"Betgebez","0.3","0.78","0.95","0.84","0.3","0.62",,
"Bethans","0.51","0.92","0.84","1","0.51","0.92",,
"BilbWuha","0.78","1","1","1","0.78","0.54",,
"Birkutea","1","1","1","1","1","0.57",,
"Boneya","0.97","1","1","1","0.97","0.81",,
"Burkoche","0.57","1","0.84","0.97","0.57","0.35",,
"Cheli","0.78","0.92","0.86","1","0.78","0.65",,
"Darubekeda","0.65","0.97","0.97","0.92","0.65","0.43",,
"Deberkerbye","0.7","1","1","1","0.7","0.16",,
"DeberAbaJale","0.84","1","1","1","0.84","0.41",,
"DebrAbay","0.89","1","1","1","0.89","0.97",,
"DebreAliays","0.95","1","1","1","0.95","0.97",,
"Debrebirhan","0.68","0.59","0.95","0.97","0.68","0.59",,
"Debrebrhan","0.65","0.92","0.95","1","0.65","0.59",,
"DebreGenet","0.95","1","1","1","0.95","0.92",,
"DebreGenetA","0.95","0.95","0.89","1","0.95","0.14",,
"DebreGenetK","0.7","1","1","1","0.7","0.24",,
"DebreGeorgis","0.97","1","1","1","0.97","0.84",,
"DebreKidusan","0.92","1","1","1","0.92","0.89",,
"Debremawie","0.97","1","1","1","0.97","0.7",,
"Debreselam","0.54","0.81","0.95","0.89","0.54","0.35",,
"Debrinetseb","0.54","1","1","1","0.54","0.05",,
"Dekera","0.59","0.92","0.92","1","0.59","0.57",,
"DembezaAmbaLay","0.97","1","1","1","0.97","0.62",,
"Derit","0.92","1","1","0.86","0.92","0.73",,
"Derita","0.78","1","1","1","0.78","0.49",,
"Dinkashena","0.51","0.97","0.95","0.97","0.51","0.32",,
"Ebo","0.81","0.57","0.81","0.97","0.81","0.68",,
"Edagaarbi","0.59","0.65","0.92","0.73","0.59","0.19",,
"EmbaAhfrom","0.41","0.49","0.97","0.73","0.41","0.3",,
