"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.27","1","1","1","0.27","0.59","0.09","0.5"
"Abara","1","1","1","1","1","0.81","0.45","0.5"
"Abarwuha","1","1","1","1","1","0.73","0.45","0.66"
"Abaselima","1","1","1","1","1","0.68","0.18","0.5"
"Abina","0.35","1","1","1","0.35","0.57","0.09","0.5"
"AbrahaAtsbaha","0.43","1","1","0.16","0.43","0.16","0.09","0.41"
"Abrekuy","1","1","1","1","1","0.68","0.27","0.5"
"AdekeAla","1","1","1","1","1","0.32","0.09","0.59"
"Adekiney","0.7","1","1","1","0.7","0.59","0.18","0.69"
"AderSeg","0.27","1","1","1","0.27","0.65","0.09","0.5"
"Adibearj","1","1","1","1","1","0.3","0.09","0.66"
"AdiHa","0.46","1","1","1","0.46","0.54","0.09","0.31"
"AdiKisandid","0.43","1","1","0.16","0.43","0.27","0.27","0.41"
"Adisalem","1","1","1","0.24","1","0.7","0.64","0.5"
"AdisAlemS","1","1","1","1","1","0.46","0.09","0.59"
"AdisAlemW","0.14","1","1","1","0.14","0.41","0.09","0.53"
"Adiselam","1","1","1","1","1","0.59","0.09","0.5"
"Adishimbirkti","0.19","1","1","1","0.19","0.32","0.09","0.62"
"AdisKigni","0.65","1","1","1","0.65","0.03","0.09","0.56"
"Adiyikoro","1","1","1","1","1","0.27","0.09","0.53"
"Adizata","1","1","1","1","1","0.35","0.09","0.53"
"Adreb","1","1","1","1","1","0.43","0.09","0.5"
"AgazenMeda","1","1","1","0.49","1","0.81","0.36","0.66"
"Agazi","0.54","1","1","0.22","0.54","0.27","0.82","0.72"
"Agbe","0.43","1","1","1","0.43","0.38","0.09","0.31"
"Agela","1","1","1","1","1","0.92","0.09","0.31"
"Agid","1","1","1","1","1","0.43","0.09","0.31"
"AlemeTesfa","1","1","1","0.62","1",,"0.55","0.5"
"AmdiWeyane","1","1","1","1","1","0.38","0.09","0.59"
"Amedwuha","0.22","1","1","1","0.22","0.51","0.09","0.31"
"Ameno","1","1","1","1","1","0.57","0.09","0.31"
"Amisetya","0.43","1","1","1","0.43","0.59","0.09","0.44"
"Angot","1","1","1","1","1","0.73","0.45","0.66"
"Anigot","1","1","1","1","1","0.95","0.09","0.31"
"Ansheb","1","1","1","1","1","0.89","0.45","0.75"
"AquaShumoch","0.22","1","1","1","0.22","0.59","0.18","0.56"
"Aquha","0.32","1","1","1","0.32","0.49","0.09","0.44"
"Arena","1","1","1","1","1","0.59","0.09","0.47"
"Asmena","0.35","1","1","0.46","0.35","0.78","0.91","0.72"
"Asta","1","1","1","1","1","0.7","0.09","0.31"
"Atakilti","1","1","1","1","1","0.43","0.09","0.56"
"AwetBikalsi","0.46","1","1","1","0.46","0.57","0.09","0.31"
"AwusaMeda","1","1","1","0.35","1","0.84","0.45","0.5"
"Ayba","0.41","1","1","1","0.41","0.76","0.09","0.53"
"Aynalem","0.43","1","1","0.16","0.43","0.38","0.09","0.41"
"Bala","0.65","1","1","0.73","0.65","0.03","0.09","0.56"
"Balarab","0.43","1","1","1","0.43","0.46","0.09","0.44"
"Bamba","0.3","1","1","1","0.3","0.51","0.18","0.59"
"BarkaAdiswha","0.46","1","1","0.14","0.46","0.05","0.18","0.41"
"Begasheka","1","1","1","1","1","0.76","0.09","0.56"
"Berlay","1","1","1","1","1","0.76","0.45","0.5"
"Betgebez","0.59","1","1","1","0.59","0.41","0.09","0.56"
"Bethans","1","1","1","0.19","1","0.22","0.09","0.56"
"BilbWuha","1","1","1","1","1","0.27","0.09","0.44"
"Birkutea","1","1","1","1","1","0.62","0.09","0.31"
"Boneya","1","1","1","1","1","0.62","0.18","0.5"
