"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Selamaya","Selamaya","Selamaya","Selamaya","Selamaya","Selamaya","Selamaya","Selamaya"
"Region","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","16","20","0.19","0","74","0.43","16.1","0"
"1984-1977","0","50","0.92","48","45","0.05","48","0"
"1985-1978","0","27","0.51","0","75","1","0","0"
"1986-1979","0","25","0.41","0","75","1","0","0"
"1987-1980","0","59","0.97","84","30","0.03","84.26","0"
"1988-1981","0","38","0.7","0","75","1","0","0"
"1989-1982","0","25","0.27","0","75","1","0","0"
"1990-1983","0","25","0.41","0","75","1","0","0"
"1991-1984","0","34","0.68","0","75","1","0","1"
"1992-1985","99","5","0.03","23","55","0.14","121.83","0"
"1993-1986","0","26","0.46","35","50","0.08","35","1"
"1994-1987","0","34","0.62","0","75","1","0","0"
"1995-1988","95","6","0.05","16","58","0.19","110.6","0"
"1996-1989","0","50","0.92","0","75","1","0","0"
"1997-1990","0","54","0.95","0","71","0.35","0","0"
"1998-1991","0","28","0.57","0","75","1","0","0"
"1999-1992","48","14","0.11","0","75","1","47.93","0"
"2000-1993","0","26","0.43","0","75","1","0","0"
"2001-1994","0","27","0.49","0","75","1","0","0"
"2002-1995","0","41","0.78","0","70","0.32","0","0"
"2003-1996","0","27","0.54","0","74","0.41","0","0"
"2004-1997","0","29","0.59","24","54","0.11","23.84","0"
"2005-1998","0","34","0.65","0","75","1","0","1"
"2006-1999","92","6","0.08","0","75","1","92.15","0"
"2007-2000","1","23","0.24","0","75","1","0.85","0"
"2008-2001","0","49","0.86","0","75","1","0","0"
"2009-2002","0","39","0.73","2","63","0.24","1.53","0"
"2010-2003","0","46","0.81","16","57","0.16","16.36","1"
"2011-2004","0","41","0.76","0","75","1","0","0"
"2012-2005","41","16","0.14","0","75","1","40.52","0"
"2013-2006","0","25","0.41","0","75","1","0","1"
"2014-2007","0","25","0.41","0","73","0.38","0","0"
"2015-2008","0","25","0.41","0","68","0.3","0","0"
"2016-2009","8","22","0.22","0","75","1","7.79","0"
"2017-2010","22","19","0.16","0","75","1","21.96","0"
"2018-2011","0","49","0.84","6","62","0.22","6.17","0"
"2019-2012","0","74","1","0","66","0.27","0","0"
