"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"FelegeWayane","0.38","1","1","0.46","0.38","0.73",,"0.19"
"FikreAlem","0.51","1","1","0.41","0.51","0.65",,"0.34"
"Filatako","1","1","1","0.11","1","0.97",,"0.25"
"Gebsit","1","1","1","1","1","0.65",,"0.31"
"Gedayasu","1","1","1","1","1","0.89",,"0.34"
"GelaMatebiya","1","1","1","1","1","0.92",,"0.38"
"Gendebta","0.3","1","1","1","0.3","0.89",,"0.31"
"Geneti","0.62","1","1","1","0.62","1",,"0.22"
"Genfel","0.57","1","1","0.24","0.57","0.95",,"0.19"
"Gera","0.35","1","1","1","0.35","0.46",,"0.47"
"Gerjale","0.22","1","1","0.65","0.22","0.97",,"0.31"
"GetskiMilesiley","0.49","1","1","1","0.49","0.97",,"0.25"
"Gijet","0.38","1","1","1","0.38","0.97",,"0.25"
"Ginaza","1","1","1","1","1","0.92",,"0.56"
"Golgolemalee","0.38","1","1","1","0.38","0.73",,"0.19"
"Goshedur","1","1","1","1","1","0.84",,"0.34"
"Goza","1","1","1","1","1","0.97",,"0.34"
"Grwre","0.32","1","1","1","0.32","0.41",,"0.47"
"GuemseAgamet","0.73","1","0.41","0.27","0.73","0.92",,"0.47"
"Guroro","0.14","1","1","1","0.14","0.68",,"0.62"
"Guya","0.14","1","1","1","0.14","0.65",,"0.62"
"Habees","0.3","1","1","1","0.3","0.92",,"0.19"
"Hadashtekli","0.32","1","1","1","0.32","0.76",,"0.25"
"HadeAlga","0.22","0.76","1","0.62","0.22","1",,"0.28"
"HadnetK","0.32","1","1","0.22","0.32","0.81",,"0.19"
"HadnetS","0.73","1","1","1","0.73","0.97",,"0.47"
"HadushAdi","0.78","1","1","1","0.78","0.97",,"0.47"
"HadushHiwet","0.73","1","1","1","0.73","0.57",,"0.47"
"HagereGenet","1","1","1","1","1","0.97",,"0.34"
"HagereSelamE","1","1","1","1","1","0.92",,"0.34"
"HagereSelamW","0.38","1","1","0.32","0.38","0.89",,"0.19"
"Hangoda","0.73","1","1","1","0.73","0.97",,"0.47"
"Hareko","1","1","1","1","1","0.92",,"0.56"
"Hawelti","0.62","1","0.51","0.59","0.62","1",,"0.22"
"Hayelom","0.54","1","1","1","0.54","0.89",,"0.38"
"Hintsa","1","1","1","1","1","1",,"0.28"
"HintsaWaza","1","1","1","1","1","1",,"0.28"
"HizbaTeklehymanot","0.89","1","1","1","0.89","1",,"0.22"
"ImbaRufael","0.35","1","1","1","0.35","0.76",,"0.47"
"Jijqe","0.22","1","1","1","0.22","0.51",,"0.62"
"JimanDeregeha","1","1","1","1","1","1",,"0.38"
"Jira","1","1","1","1","1","0.97",,"0.34"
"kabe","1","1","1","1","1","0.35",,"0.56"
"Karima","1","1","1","1","1","0.92",,"0.34"
"Keregna","1","1","1","1","1","0.89",,"0.56"
"Kihen","0.19","1","1","0.19","0.19","0.78",,"0.19"
"Kita","1","1","1","1","1","0.65",,"0.28"
"Korme","0.22","1","1","0.68","0.22","1",,"0.31"
"Ksadacki","1","1","1","1","1","0.54",,"0.34"
"Kudo","0.35","1","1","1","0.35","0.81",,"0.31"
"Kuluferha","1","1","1","1","1","0.49",,"0.25"
"KuluGizeLemlem","0.27","1","1","0.59","0.27","0.92",,"0.28"
"LaelayDayu","0.22","1","1","0.59","0.22","0.92",,"0.28"
"Laelayhahaile","0.35","1","1","1","0.35","0.97",,"0.31"
"LaelayMegariaTsemri","0.46","1","1","1","0.46","0.86",,"0.28"
"Lalaylogomti","0.27","1","1","1","0.27","0.95",,"0.31"
"Ledy","1","1","1","1","1","0.95",,"0.31"
"Lemlem","1","1","1","1","1","0.73",,"0.25"
"LemlemArena","1","1","1","1","1","0.97",,"0.56"
"Libo ","1","1","1","1","1","0.97",,"0.28"
"Limaat","0.27","1","1","1","0.27","0.86",,"0.28"
"Limat","0.32","1","1","1","0.32","0.65",,"0.62"
"Lul","1","1","1","1","1","0.95",,"0.34"
"LusinaAbegeldi","1","1","1","1","1","0.89",,"0.38"
"Maekelawi","0.46","1","1","0.32","0.46","0.89",,"0.31"
"MaekelSegli","1","1","1","0.19","1","0.62",,"0.38"
"MahbereWeyni","0.32","1","1","0.14","0.32","0.86",,"0.19"
"MariamShewito","0.3","1","1","1","0.3","0.92",,"0.31"
"Martadios","1","1","1","1","1","0.95",,"0.28"
"MayChekemte","0.27","1","1","1","0.27","0.95",,"0.31"
"MayNebri","0.35","1","1","1","0.35","0.92",,"0.34"
"Maysuru","0.43","1","1","1","0.43","0.92",,"0.28"
"MayTeklia","1","1","1","1","1","0.92",,"0.28"
"Mearey","1","1","1","1","1","0.89",,"0.53"
"Mechare","0.24","0.78","1","0.62","0.24","0.97",,"0.25"
"Mechena","1","1","1","1","1","0.97",,"0.38"
"MehalGoncha","1","1","1","1","1","0.97",,"0.25"
"Mekan ","0.92","1","1","1","0.92","1",,"0.31"
"MekaneGenet","1","1","1","1","1","0.97",,"0.5"
"Melabesh","1","1","1","1","1","0.97",,"0.34"
"MendereMariam","1","1","1","1","1","1",,"0.53"
"Menegobena","1","1","1","1","1","0.49",,"0.31"
"Menji","0.22","1","1","1","0.22","0.92",,"0.62"
"Mergech","1","1","1","1","1","0.78",,"0.31"
"Mesanu","0.27","1","1","0.24","0.27","0.97",,"0.19"
"Mesehle","1","1","1","1","1","0.92",,"0.25"
"Meswaeti ","0.92","1","1","1","0.92","1",,"0.31"
"Metkel","0.41","1","1","1","0.41","0.7",,"0.19"
"MetkelLemat","1","1","1","1","1","0.59",,"0.25"
"Mezbr","0.35","1","1","1","0.35","0.95",,"0.28"
"MichelDebre","1","1","1","1","1","0.97",,"0.53"
"Miraf","1","1","1","1","1","0.97",,"0.31"
"Misema","1","1","1","1","1","0.86",,"0.38"
"Mitad","1","1","1","1","1","0.86",,"0.56"
"MitinaYimach","1","1","1","0.24","1","0.95",,"0.5"
"Mozen","1","1","1","1","1","0.65",,"0.31"
"Mozutey","0.54","1","1","0.43","0.54","0.43",,"0.34"
"Mtsaiwerki","0.14","1","1","1","0.14","0.81",,"0.62"
"Nagash","0.59","1","1","1","0.59","0.84",,"0.19"
"Nebarhadinet","1","1","1","1","1","0.95",,"0.25"
"Nefasit","1","1","1","1","1","0.81",,"0.25"
"Negedebrhan","1","1","1","1","1","0.41",,"0.47"
"Niquara","1","1","1","1","1","0.73",,"0.28"
"Qoraro","1","1","1","1","1","0.95",,"0.38"
"RubaFelege","0.38","1","1","1","0.38","0.76",,"0.19"
"Santa gelebeda","1","1","1","1","1","0.89",,"0.28"
"SaratYerawoch","1","1","1","0.16","1","0.95",,"0.5"
"Sefo","0.35","1","1","1","0.35","0.97",,"0.31"
"Segena","1","1","1","0.19","1","0.97",,"0.5"
"Seka","1","1","1","1","1","0.38",,"0.34"
"Selamaya","1","1","1","1","1","0.78",,"0.38"
"SelamBekalsi","0.27","1","1","1","0.27","0.92",,"0.28"
"Selamber","1","1",,"1","1","0.97",,"0.34"
"SelamgieAmbarie","1","1","1","0.16","1","1",,"0.25"
"SelamH","0.49","1","1","1","0.49","0.95",,"0.38"
"SelamW","0.38","1","1","1","0.38","0.81",,"0.31"
"Selelkula","1","1","1","1","1","1",,"0.31"
"SelenWuha","0.27","1","1","1","0.27","0.84",,"0.28"
"Seloda","1","1","1","1","1","0.78",,"0.31"
"Sendada","0.73","1","1","1","0.73","0.84",,"0.19"
"Serawudi","1","1","1","1","1","0.97",,"0.28"
"Seret","0.95","1","1","1","0.95","0.97",,"0.56"
"Sero","0.43","1","1","1","0.43","0.73",,"0.28"
"Shamo","1","1","1","1","1","0.95",,"0.28"
"ShehochTehara","1","1","1","1","1","0.81",,"0.28"
"Shekatekli","0.32","1","1","1","0.32","0.57",,"0.25"
"Shunge","1","1","1","1","1","0.97",,"0.38"
"Simret","0.57","1","1","1","0.57","0.86",,"0.31"
"SimretS","0.92","1","1","1","0.92","1",,"0.31"
"SimretT","0.24","1","1","1","0.24","0.76",,"0.47"
"Sinkata","0.73","1","0.41","0.27","0.73","0.92",,"0.47"
"Siye","1","1","1","1","1","0.78",,"0.47"
"Smret","0.27","1","1","1","0.27","0.43",,"0.62"
"Sorya","0.43","1","1","1","0.43","0.92",,"0.34"
"Suha","1","1","1","1","1","0.97",,"0.31"
"Tahtayhaya","0.84","1","1","1","0.84","1",,"0.31"
"TahtayDaeroka","0.54","1","1","1","0.54","0.97",,"0.31"
"TahtayLegomti","0.27","1","1","1","0.27","0.7",,"0.31"
"TahtayMegariaTsebri","0.46","1","1","1","0.46","0.95",,"0.28"
"Tao","0.24","1","1","0.65","0.24","0.95",,"0.31"
"TaraGedam","1","1","1","1","1","0.27",,"0.56"
"TaraSenba","1","1","1","1","1","0.95",,"0.38"
"Tekea","0.57","1","1","1","0.57","1",,"0.81"
"Tekleweyni","1","1","1","1","1","0.7",,"0.47"
"Tetatiro","1","1","1","1","1","1",,"0.53"
"Tibaga","1","1","1","1","1","0.95",,"0.56"
"Tigage","1","1","1","0.24","1","0.41",,"0.41"
"Tsae","0.43","1","1","1","0.43","0.73",,"0.28"
"Tsetsera","0.65","1","1","1","0.65","0.95",,"0.34"
"Tseykeme","0.22","1","1","1","0.22","0.54",,"0.47"
"Tsigea","0.62","1","1","1","0.62","1",,"0.22"
"Ulaga","0.22","0.38","1","0.68","0.22","1",,"0.34"
"Wargba","0.62","1","0.51","1","0.62","0.97",,"0.22"
"Wariba","1","1","1","1","1","0.84",,"0.41"
"Wedikeshi","1","1","1","1","1","0.95",,"0.31"
"Werabaye","0.84","1","1","1","0.84","0.97",,"0.31"
"Werkamba","0.38","1","1","1","0.38","0.68",,"0.38"
"Wobo","1","1","1","1","1","1",,"0.53"
"Wonberoch","1","1","1","1","1","1",,"0.38"
"Wondye","1","1","1","1","1","0.97",,"0.5"
"Worego","1","1","1","1","1","0.89",,"0.31"
"WorgajaWagi","1","1","1","1","1","0.95",,"0.34"
"WoryaMeskel","1","1","1","1","1","1",,"0.34"
"Woyenti","0.3","1","1","1","0.3","0.89",,"0.31"
"Woynye","1","1","1","1","1","0.51",,"0.31"
"WuhdetG","0.57","1","1","1","0.57","0.81",,"0.31"
"WuhdetK","0.54","1","1","1","0.54","0.89",,"0.28"
"WushaTires","1","1","1","1","1","0.95",,"0.56"
"Yedwuha","1","1","1","1","1","0.54",,"0.31"
"Yeju","1","1","1","1","1","0.97",,"0.53"
"Yetefet","1","1","1","1","1","0.95",,"0.34"
"YifagAkababi","1","1","1","1","1","1",,"0.56"
"Yitihana","1","1","1","1","1","1",,"0.31"
"Zata","0.62","1","1","1","0.62","0.97",,"0.22"
"Ziha","1","1","1","1","1","0.97",,"0.28"
"ZihonHuha","1","1","1","1","1","0.97",,"0.34"
"ZobarYikuanda","1","1","1","1","1","0.97",,"0.34"
"Zongi","0.38","1","1","1","0.38","0.81",,"0.31"
