"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","LemlemArena","LemlemArena","LemlemArena","LemlemArena","LemlemArena","LemlemArena","LemlemArena","LemlemArena"
"Region","Samre","Samre","Samre","Samre","Samre","Samre","Samre","Samre"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","28","0.78","49","37","0.05","49.42","0"
"1984-1977","0","8","0.38","78","29","0.03","78.44","0"
"1985-1978","100","5","0.16","0","54","0.32","100","0"
"1986-1979","0","25","0.73","0","75","1","0","0"
"1987-1980","0","42","0.92","0","54","0.3","0","0"
"1988-1981","100","0","0.05","0","75","1","100","0"
"1989-1982","0","52","0.95","29","42","0.08","28.7","0"
"1990-1983","41","6","0.24","0","56","0.38","41.19","0"
"1991-1984","0","34","0.89","0","75","1","0","1"
"1992-1985","99","5","0.19","0","50","0.24","98.78","0"
"1993-1986","0","27","0.76","0","74","0.7","0","0"
"1994-1987","0","31","0.86","0","72","0.65","0","1"
"1995-1988","100","2","0.11","0","62","0.49","100","0"
"1996-1989","0","53","0.97","0","71","0.62","0","0"
"1997-1990","0","18","0.62","0","58","0.43","0","1"
"1998-1991","0","15","0.59","0","61","0.46","0","0"
"1999-1992","0","14","0.51","0","75","1","0","0"
"2000-1993","0","13","0.46","0","75","1","0","0"
"2001-1994","0","14","0.54","0","50","0.24","0","0"
"2002-1995","0","6","0.27","25","43","0.14","25.38","0"
"2003-1996","0","31","0.84","0","56","0.41","0","0"
"2004-1997","0","7","0.32","9","47","0.16","9.36","1"
"2005-1998","0","13","0.43","0","75","1","0","0"
"2006-1999","0","20","0.68","0","51","0.27","0","0"
"2007-2000","0","14","0.49","0","75","1","0","0"
"2008-2001","0","19","0.65","0","75","1","0","0"
"2009-2002","100","0","0.03","0","75","1","100","0"
"2010-2003","0","15","0.57","0","75","1","0","0"
"2011-2004","0","31","0.81","0","54","0.35","0","1"
"2012-2005","0","7","0.3","0","69","0.57","0","0"
"2013-2006","0","22","0.7","0","70","0.59","0","0"
"2014-2007","100","3","0.14","26","43","0.11","126.03","0"
"2015-2008","0","12","0.41","7","48","0.19","7.4","0"
"2016-2009","0","7","0.35","0","75","1","0","0"
"2017-2010","100","2","0.08","0","64","0.51","100","0"
"2018-2011","79","5","0.22","0","72","0.68","78.55","0"
"2019-2012","0","58","1","0","68","0.54","0","0"
